order_item_id,order_id,product_id,seller_id,quantity,unit_price,discount_percent,item_total,cost_price,profit
OITM029219,ORDR015196,PROD000330,SELR000919,1,4911.79,32.9,3295.81,3763.29,-467.48
OITM029220,ORDR015197,PROD001627,SELR000794,1,2677.21,30.9,1849.95,2389.39,-539.44
OITM029221,ORDR015197,PROD001042,SELR001047,1,4298.15,29.4,3034.49,2940.98,93.51
OITM029222,ORDR015197,PROD000843,SELR001157,1,686.4,37.2,431.06,482.87,-51.81
OITM029223,ORDR015197,PROD000590,SELR000108,1,3183.7,29.7,2238.14,2462.47,-224.33
OITM029224,ORDR015197,PROD001012,SELR001153,2,802.57,40.1,961.48,542.52,-123.56
OITM029225,ORDR015198,PROD003274,SELR001101,1,2746.43,31.8,1873.07,2285.39,-412.32
OITM029226,ORDR015198,PROD001864,SELR001125,1,641.47,33.6,425.94,435.03,-9.09
OITM029227,ORDR015199,PROD001204,SELR000561,1,523.78,28.3,375.55,392.57,-17.02
OITM029228,ORDR015200,PROD000943,SELR000680,1,835.72,29.7,587.51,559.03,28.48
OITM029229,ORDR015201,PROD000232,SELR001067,1,555.26,21.2,437.54,454.98,-17.44
OITM029230,ORDR015201,PROD001253,SELR000511,1,4783.67,17.6,3941.74,3358.02,583.72
OITM029231,ORDR015202,PROD000987,SELR001168,2,13876.6,28.6,19815.78,9833.66,148.46
OITM029232,ORDR015202,PROD000330,SELR000919,1,4911.79,29.7,3452.99,3763.29,-310.3
OITM029233,ORDR015203,PROD002992,SELR000583,4,1412.55,23.6,4316.75,1009.2,279.95
OITM029234,ORDR015204,PROD001933,SELR000399,3,564.6,15.9,1424.49,518.43,-130.8
OITM029235,ORDR015205,PROD002136,SELR000653,1,464.17,33.5,308.67,354.56,-45.89
OITM029236,ORDR015206,PROD002702,SELR000608,1,17495.97,27.3,12719.57,13659.29,-939.72
OITM029237,ORDR015207,PROD000355,SELR000086,1,620.1,35.2,401.82,454.36,-52.54
OITM029238,ORDR015207,PROD002124,SELR000870,4,2877.05,33.3,7675.97,1990.92,-287.71
OITM029239,ORDR015208,PROD000922,SELR000583,1,1009.36,46.0,545.05,705.99,-160.94
OITM029240,ORDR015208,PROD000592,SELR000343,1,13009.14,40.8,7701.41,10306.27,-2604.86
OITM029241,ORDR015209,PROD002346,SELR000555,1,15923.03,25.1,11926.35,11217.51,708.84
OITM029242,ORDR015209,PROD003453,SELR000248,2,232.66,19.6,374.12,164.27,45.58
OITM029243,ORDR015210,PROD002721,SELR001131,1,226.94,27.0,165.67,174.91,-9.24
OITM029244,ORDR015211,PROD001656,SELR000733,1,158.04,17.0,131.17,137.25,-6.08
OITM029245,ORDR015211,PROD003209,SELR001123,4,1067.93,16.6,3562.61,737.12,614.13
OITM029246,ORDR015212,PROD001432,SELR000458,1,73.43,18.8,59.63,65.46,-5.83
OITM029247,ORDR015213,PROD001954,SELR000973,1,6379.07,30.0,4465.35,4646.04,-180.69
OITM029248,ORDR015214,PROD003010,SELR000026,1,225.5,35.8,144.77,173.01,-28.24
OITM029249,ORDR015215,PROD002828,SELR000624,1,4246.91,23.7,3240.39,2766.5,473.89
OITM029250,ORDR015215,PROD000670,SELR000826,3,3412.69,22.4,7944.74,2245.11,1209.41
OITM029251,ORDR015216,PROD000640,SELR000726,1,1859.48,22.7,1437.38,1535.69,-98.31
OITM029252,ORDR015217,PROD003453,SELR000248,1,232.66,25.5,173.33,164.27,9.06
OITM029253,ORDR015217,PROD002103,SELR000948,1,5757.81,30.0,4030.47,4335.59,-305.12
OITM029254,ORDR015217,PROD000505,SELR000730,3,2418.78,29.3,5130.23,1711.27,-3.58
OITM029255,ORDR015218,PROD002871,SELR001041,1,4586.79,27.5,3325.42,3252.67,72.75
OITM029256,ORDR015219,PROD000792,SELR000852,1,5365.85,24.6,4045.85,4405.02,-359.17
OITM029257,ORDR015220,PROD001134,SELR000107,1,396.94,27.7,286.99,264.34,22.65
OITM029258,ORDR015221,PROD003409,SELR001043,1,1430.9,31.2,984.46,1099.84,-115.38
OITM029259,ORDR015222,PROD001457,SELR000865,1,5083.29,25.5,3787.05,4091.63,-304.58
OITM029260,ORDR015223,PROD002112,SELR000384,1,384.79,34.0,253.96,293.72,-39.76
OITM029261,ORDR015224,PROD000017,SELR001153,2,1430.82,20.0,2289.31,1084.86,119.59
OITM029262,ORDR015225,PROD003158,SELR000715,1,1004.39,45.9,543.37,671.18,-127.81
OITM029263,ORDR015226,PROD000628,SELR000231,1,3848.41,29.3,2720.83,3187.61,-466.78
OITM029264,ORDR015227,PROD002850,SELR000060,1,4079.83,29.7,2868.12,3257.16,-389.04
OITM029265,ORDR015228,PROD000902,SELR001156,1,179.23,21.6,140.52,155.61,-15.09
OITM029266,ORDR015228,PROD002751,SELR000959,1,17578.83,26.9,12850.12,12630.39,219.73
OITM029267,ORDR015229,PROD000590,SELR000108,1,3183.7,27.8,2298.63,2462.47,-163.84
OITM029268,ORDR015230,PROD000339,SELR000970,1,2403.53,31.5,1646.42,1901.91,-255.49
OITM029269,ORDR015231,PROD001981,SELR000133,1,893.94,34.2,588.21,614.25,-26.04
OITM029270,ORDR015232,PROD002801,SELR000997,1,33299.22,25.1,24941.12,29867.08,-4925.96
OITM029271,ORDR015232,PROD001288,SELR000608,1,6453.31,36.0,4130.12,4952.82,-822.7
OITM029272,ORDR015233,PROD002567,SELR000139,1,437.71,36.0,280.13,286.5,-6.37
OITM029273,ORDR015234,PROD002997,SELR000444,1,4084.62,23.6,3120.65,2998.11,122.54
OITM029274,ORDR015234,PROD000760,SELR001161,2,176.32,21.8,275.76,158.41,-41.06
OITM029275,ORDR015234,PROD001179,SELR000261,1,333.07,20.7,264.12,280.02,-15.9
OITM029276,ORDR015235,PROD001093,SELR000294,1,71.49,20.0,57.19,61.54,-4.35
OITM029277,ORDR015235,PROD001245,SELR000680,1,1762.09,22.9,1358.57,1244.67,113.9
OITM029278,ORDR015236,PROD003453,SELR000248,2,232.66,27.9,335.5,164.27,6.96
OITM029279,ORDR015237,PROD003344,SELR000340,3,2027.89,33.4,4051.72,1521.89,-513.95
OITM029280,ORDR015238,PROD000801,SELR000865,1,2628.53,28.0,1892.54,1933.27,-40.73
OITM029281,ORDR015239,PROD001331,SELR001080,1,1728.47,31.2,1189.19,1313.58,-124.39
OITM029282,ORDR015239,PROD000661,SELR000026,1,1246.75,29.9,873.97,889.07,-15.1
OITM029283,ORDR015240,PROD001221,SELR000783,1,802.23,34.4,526.26,495.44,30.82
OITM029284,ORDR015241,PROD001049,SELR000635,4,2321.39,44.3,5172.06,1445.58,-610.26
OITM029285,ORDR015242,PROD002730,SELR000678,1,4735.91,36.4,3012.04,3566.01,-553.97
OITM029286,ORDR015243,PROD000041,SELR001100,4,3292.67,34.6,8613.62,2506.56,-1412.62
OITM029287,ORDR015243,PROD000112,SELR001124,1,4362.05,27.1,3179.93,3710.0,-530.07
OITM029288,ORDR015244,PROD002656,SELR000869,1,5482.9,38.8,3355.53,3605.42,-249.89
OITM029289,ORDR015244,PROD001686,SELR001062,2,1061.91,30.5,1476.05,803.53,-131.01
OITM029290,ORDR015244,PROD000897,SELR000781,1,1396.81,21.7,1093.7,1269.16,-175.46
OITM029291,ORDR015245,PROD000592,SELR000343,1,13009.14,20.6,10329.26,10306.27,22.99
OITM029292,ORDR015246,PROD002830,SELR000321,3,404.42,33.1,811.67,278.34,-23.35
OITM029293,ORDR015246,PROD002730,SELR000678,1,4735.91,30.4,3296.19,3566.01,-269.82
OITM029294,ORDR015246,PROD000242,SELR001102,1,847.21,13.2,735.38,665.73,69.65
OITM029295,ORDR015247,PROD000525,SELR000080,1,2060.08,36.0,1318.45,1448.25,-129.8
OITM029296,ORDR015247,PROD001060,SELR000831,1,984.52,17.1,816.17,876.84,-60.67
OITM029297,ORDR015247,PROD003453,SELR000248,2,232.66,21.8,363.88,164.27,35.34
OITM029298,ORDR015248,PROD003453,SELR000248,1,232.66,38.3,143.55,164.27,-20.72
OITM029299,ORDR015248,PROD002084,SELR001023,2,19990.31,22.1,31144.9,15509.04,126.82
OITM029300,ORDR015249,PROD001933,SELR000399,1,564.6,17.2,467.49,518.43,-50.94
OITM029301,ORDR015250,PROD002153,SELR000234,1,1438.07,25.8,1067.05,877.6,189.45
OITM029302,ORDR015251,PROD003447,SELR001145,3,9661.41,30.5,20144.04,6877.08,-487.2
OITM029303,ORDR015252,PROD001766,SELR000645,1,2417.03,38.0,1498.56,1523.88,-25.32
OITM029304,ORDR015253,PROD001461,SELR000718,2,951.16,27.9,1371.57,719.8,-68.03
OITM029305,ORDR015253,PROD000551,SELR000464,2,3453.55,31.5,4731.36,2160.34,410.68
OITM029306,ORDR015254,PROD000462,SELR000381,1,615.7,39.4,373.11,513.07,-139.96
OITM029307,ORDR015254,PROD000339,SELR000970,1,2403.53,31.3,1651.23,1901.91,-250.68
OITM029308,ORDR015254,PROD003178,SELR000722,1,356.55,36.1,227.84,250.4,-22.56
OITM029309,ORDR015254,PROD002812,SELR000203,1,340.95,21.6,267.3,237.61,29.69
OITM029310,ORDR015255,PROD002830,SELR000321,2,404.42,24.9,607.44,278.34,50.76
OITM029311,ORDR015256,PROD002286,SELR001171,1,18415.35,34.7,12025.22,13485.99,-1460.77
OITM029312,ORDR015257,PROD003453,SELR000248,4,232.66,22.1,724.97,164.27,67.89
OITM029313,ORDR015258,PROD001515,SELR000093,4,2166.61,26.7,6352.5,1716.98,-515.42
OITM029314,ORDR015258,PROD000347,SELR000138,1,2462.12,30.1,1721.02,1665.32,55.7
OITM029315,ORDR015259,PROD002019,SELR000664,1,2051.06,30.9,1417.28,1597.79,-180.51
OITM029316,ORDR015260,PROD003438,SELR000348,1,227.83,27.2,165.86,177.99,-12.13
OITM029317,ORDR015260,PROD000013,SELR000735,1,8511.96,26.7,6239.27,6263.86,-24.59
OITM029318,ORDR015260,PROD003447,SELR001145,2,9661.41,24.9,14511.44,6877.08,757.28
OITM029319,ORDR015260,PROD001253,SELR000511,1,4783.67,25.5,3563.83,3358.02,205.81
OITM029320,ORDR015261,PROD001297,SELR000391,1,6972.04,32.9,4678.24,4492.31,185.93
OITM029321,ORDR015261,PROD000565,SELR000316,1,2620.39,22.8,2022.94,1718.05,304.89
OITM029322,ORDR015262,PROD002081,SELR000207,1,4110.61,21.0,3247.38,3299.47,-52.09
OITM029323,ORDR015263,PROD002440,SELR000299,1,4162.65,28.4,2980.46,3097.08,-116.62
OITM029324,ORDR015263,PROD003086,SELR000356,3,255.87,26.7,562.66,202.47,-44.75
OITM029325,ORDR015264,PROD000592,SELR000343,1,13009.14,28.7,9275.52,10306.27,-1030.75
OITM029326,ORDR015265,PROD000628,SELR000231,1,3848.41,27.1,2805.49,3187.61,-382.12
OITM029327,ORDR015266,PROD001595,SELR000415,1,80.71,23.2,61.99,72.12,-10.13
OITM029328,ORDR015266,PROD001042,SELR001047,1,4298.15,23.2,3300.98,2940.98,360.0
OITM029329,ORDR015267,PROD000033,SELR000330,2,2641.85,33.4,3518.94,1718.67,81.6
OITM029330,ORDR015268,PROD000301,SELR000764,1,4918.83,39.4,2980.81,3669.21,-688.4
OITM029331,ORDR015269,PROD002869,SELR000273,1,53717.0,24.4,40610.05,42978.51,-2368.46
OITM029332,ORDR015270,PROD002965,SELR001030,4,1695.27,32.6,4570.45,1401.31,-1034.79
OITM029333,ORDR015271,PROD000773,SELR000135,1,208.94,23.6,159.63,163.03,-3.4
OITM029334,ORDR015271,PROD002018,SELR001082,1,6104.54,40.5,3632.2,3892.55,-260.35
OITM029335,ORDR015272,PROD000190,SELR000969,1,796.68,38.3,491.55,534.83,-43.28
OITM029336,ORDR015272,PROD000505,SELR000730,2,2418.78,28.7,3449.18,1711.27,26.64
OITM029337,ORDR015272,PROD000165,SELR000098,4,1048.15,36.7,2653.92,649.63,55.4
OITM029338,ORDR015273,PROD002724,SELR000826,1,14534.91,30.7,10072.69,10995.72,-923.03
OITM029339,ORDR015273,PROD000497,SELR000539,1,289.23,40.5,172.09,201.68,-29.59
OITM029340,ORDR015274,PROD003453,SELR000248,1,232.66,26.3,171.47,164.27,7.2
OITM029341,ORDR015274,PROD002830,SELR000321,1,404.42,34.7,264.09,278.34,-14.25
OITM029342,ORDR015275,PROD001315,SELR000611,1,5049.14,40.4,3009.29,3197.96,-188.67
OITM029343,ORDR015276,PROD001347,SELR000339,2,70.9,9.8,127.9,65.0,-2.1
OITM029344,ORDR015276,PROD002410,SELR001143,4,3157.46,38.3,7792.61,2504.51,-2225.43
OITM029345,ORDR015276,PROD002526,SELR000831,2,2431.95,23.7,3711.16,2046.78,-382.4
OITM029346,ORDR015277,PROD002557,SELR001080,1,7496.1,29.4,5292.25,6046.67,-754.42
OITM029347,ORDR015278,PROD000669,SELR000733,1,331.04,23.5,253.25,279.85,-26.6
OITM029348,ORDR015279,PROD002443,SELR000159,1,486.19,21.6,381.17,336.85,44.32
OITM029349,ORDR015280,PROD002924,SELR000135,1,1120.18,30.1,783.01,929.82,-146.81
OITM029350,ORDR015281,PROD002673,SELR000500,1,2349.52,21.0,1856.12,1653.91,202.21
OITM029351,ORDR015282,PROD001933,SELR000399,2,564.6,23.1,868.35,518.43,-168.51
OITM029352,ORDR015283,PROD000792,SELR000852,2,5365.85,25.7,7973.65,4405.02,-836.39
OITM029353,ORDR015283,PROD001682,SELR000303,1,4334.58,35.0,2817.48,3049.38,-231.9
OITM029354,ORDR015284,PROD001890,SELR000004,1,4164.83,34.6,2723.8,2963.95,-240.15
OITM029355,ORDR015284,PROD001486,SELR000133,1,1747.24,29.0,1240.54,1194.71,45.83
OITM029356,ORDR015285,PROD001418,SELR000211,4,959.31,22.0,2993.05,837.11,-355.39
OITM029357,ORDR015285,PROD001461,SELR000718,1,951.16,26.1,702.91,719.8,-16.89
OITM029358,ORDR015286,PROD002885,SELR000963,1,2780.46,37.4,1740.57,2119.96,-379.39
OITM029359,ORDR015286,PROD002804,SELR000921,1,1125.56,35.3,728.24,782.68,-54.44
OITM029360,ORDR015287,PROD000448,SELR000969,3,5494.16,24.6,12427.79,3355.15,2362.34
OITM029361,ORDR015288,PROD003049,SELR000245,2,4235.55,33.4,5641.75,3168.22,-694.69
OITM029362,ORDR015288,PROD001975,SELR000132,1,14972.82,28.7,10675.62,11808.44,-1132.82
OITM029363,ORDR015289,PROD003322,SELR000828,1,1673.0,34.5,1095.82,1284.99,-189.17
OITM029364,ORDR015289,PROD002333,SELR000533,1,162.53,17.8,133.6,142.25,-8.65
OITM029365,ORDR015290,PROD000661,SELR000026,1,1246.75,28.3,893.92,889.07,4.85
OITM029366,ORDR015290,PROD002200,SELR000515,1,53734.54,24.1,40784.52,44810.34,-4025.82
OITM029367,ORDR015290,PROD000661,SELR000026,2,1246.75,31.5,1708.05,889.07,-70.09
OITM029368,ORDR015290,PROD000923,SELR000815,1,1026.3,30.1,717.38,777.0,-59.62
OITM029369,ORDR015290,PROD000380,SELR000827,2,383.71,14.9,653.07,335.62,-18.17
OITM029370,ORDR015290,PROD002850,SELR000060,2,4079.83,26.1,6029.99,3257.16,-484.33
OITM029371,ORDR015290,PROD002156,SELR000991,1,19965.63,29.8,14015.87,16332.43,-2316.56
OITM029372,ORDR015290,PROD000156,SELR001005,1,4152.37,28.3,2977.25,2604.03,373.22
OITM029373,ORDR015290,PROD001562,SELR000469,1,13305.61,26.0,9846.15,12071.52,-2225.37
OITM029374,ORDR015290,PROD003453,SELR000248,1,232.66,35.9,149.14,164.27,-15.13
OITM029375,ORDR015291,PROD001968,SELR000803,1,304.14,29.7,213.81,232.03,-18.22
OITM029376,ORDR015292,PROD000546,SELR001000,2,1505.32,25.4,2245.94,1193.23,-140.52
OITM029377,ORDR015293,PROD000590,SELR000108,1,3183.7,32.8,2139.45,2462.47,-323.02
OITM029378,ORDR015293,PROD003142,SELR000125,1,4851.62,26.5,3565.94,2981.53,584.41
OITM029379,ORDR015294,PROD000624,SELR000129,1,948.7,44.3,528.43,593.69,-65.26
OITM029380,ORDR015294,PROD000158,SELR000998,1,1061.61,21.5,833.36,842.62,-9.26
OITM029381,ORDR015294,PROD001148,SELR000964,2,417.76,11.0,743.61,337.38,68.85
OITM029382,ORDR015295,PROD001326,SELR000545,1,4968.82,33.4,3309.23,3893.75,-584.52
OITM029383,ORDR015295,PROD002561,SELR000481,1,200.71,19.7,161.17,171.9,-10.73
OITM029384,ORDR015296,PROD002184,SELR000395,1,304.86,24.6,229.86,277.58,-47.72
OITM029385,ORDR015296,PROD000792,SELR000852,2,5365.85,28.9,7630.24,4405.02,-1179.8
OITM029386,ORDR015297,PROD003119,SELR000888,1,2599.02,27.3,1889.49,1724.42,165.07
OITM029387,ORDR015298,PROD000982,SELR000601,1,2540.28,29.9,1780.74,1654.69,126.05
OITM029388,ORDR015298,PROD000938,SELR000924,1,379.62,45.8,205.75,257.95,-52.2
OITM029389,ORDR015299,PROD001810,SELR001025,2,2233.02,28.9,3175.35,1589.98,-4.61
OITM029390,ORDR015300,PROD001418,SELR000211,2,959.31,21.2,1511.87,837.11,-162.35
OITM029391,ORDR015301,PROD000933,SELR001189,4,260.26,11.6,920.28,202.88,108.76
OITM029392,ORDR015302,PROD001516,SELR001092,2,1418.61,24.0,2156.29,1071.83,12.63
OITM029393,ORDR015303,PROD002188,SELR000292,1,773.65,17.6,637.49,690.38,-52.89
OITM029394,ORDR015304,PROD000881,SELR000791,4,26284.16,22.1,81901.44,20937.93,-1850.28
OITM029395,ORDR015305,PROD002103,SELR000948,2,5757.81,19.6,9258.56,4335.59,587.38
OITM029396,ORDR015306,PROD002817,SELR000225,1,507.06,21.6,397.54,368.39,29.15
OITM029397,ORDR015307,PROD002246,SELR000545,1,1027.12,32.3,695.36,754.99,-59.63
OITM029398,ORDR015308,PROD000308,SELR001166,1,302.91,20.0,242.33,234.12,8.21
OITM029399,ORDR015309,PROD002846,SELR000994,1,2916.07,27.2,2122.9,2469.07,-346.17
OITM029400,ORDR015310,PROD002598,SELR000271,1,1821.85,31.8,1242.5,1298.81,-56.31
OITM029401,ORDR015310,PROD002563,SELR000681,1,826.35,30.9,571.01,633.78,-62.77
OITM029402,ORDR015310,PROD001399,SELR000906,2,1829.46,33.2,2444.16,1281.35,-118.54
OITM029403,ORDR015311,PROD002381,SELR000356,2,564.42,32.8,758.58,355.77,47.04
OITM029404,ORDR015312,PROD001985,SELR000753,1,148.48,16.7,123.68,123.43,0.25
OITM029405,ORDR015313,PROD000184,SELR000315,1,2178.52,35.5,1405.15,1724.99,-319.84
OITM029406,ORDR015314,PROD002903,SELR000531,1,1744.62,31.3,1198.55,1209.72,-11.17
OITM029407,ORDR015315,PROD002590,SELR000109,1,16599.46,22.4,12881.18,14864.67,-1983.49
OITM029408,ORDR015315,PROD000996,SELR000104,1,4136.4,22.4,3209.85,2560.64,649.21
OITM029409,ORDR015316,PROD001968,SELR000803,2,304.14,29.3,430.05,232.03,-34.01
OITM029410,ORDR015316,PROD000861,SELR001112,1,3595.19,21.6,2818.63,3011.3,-192.67
OITM029411,ORDR015317,PROD000704,SELR000908,2,2978.89,21.3,4688.77,2061.77,565.23
OITM029412,ORDR015318,PROD001983,SELR000097,1,1889.1,29.7,1328.04,1535.27,-207.23
OITM029413,ORDR015319,PROD001867,SELR000996,1,824.45,13.1,716.45,755.04,-38.59
OITM029414,ORDR015320,PROD000923,SELR000815,1,1026.3,26.3,756.38,777.0,-20.62
OITM029415,ORDR015320,PROD001094,SELR000149,2,1060.0,24.3,1604.84,834.45,-64.06
OITM029416,ORDR015321,PROD002745,SELR001101,1,4316.39,32.3,2922.2,3133.69,-211.49
OITM029417,ORDR015322,PROD002115,SELR000011,2,1004.12,14.9,1709.01,890.14,-71.27
OITM029418,ORDR015323,PROD002257,SELR001080,1,1741.8,25.1,1304.61,1313.14,-8.53
OITM029419,ORDR015323,PROD000809,SELR000960,1,16461.1,22.9,12691.51,14415.93,-1724.42
OITM029420,ORDR015323,PROD001967,SELR001025,1,3722.05,32.2,2523.55,2919.85,-396.3
OITM029421,ORDR015323,PROD001872,SELR000131,3,317.07,19.1,769.53,259.06,-7.65
OITM029422,ORDR015324,PROD002557,SELR001080,1,7496.1,18.2,6131.81,6046.67,85.14
OITM029423,ORDR015324,PROD001206,SELR000005,1,54321.74,26.0,40198.09,46350.14,-6152.05
OITM029424,ORDR015324,PROD001405,SELR000038,2,418.52,32.6,564.16,319.66,-75.16
OITM029425,ORDR015325,PROD002325,SELR000412,1,918.09,19.0,743.65,800.82,-57.17
OITM029426,ORDR015325,PROD000117,SELR000261,2,1346.53,20.1,2151.75,1087.75,-23.75
OITM029427,ORDR015325,PROD000992,SELR000094,1,2228.12,34.3,1463.87,1413.96,49.91
OITM029428,ORDR015325,PROD001205,SELR000040,2,16158.11,21.0,25529.81,12905.47,-281.13
OITM029429,ORDR015326,PROD001707,SELR000499,1,1181.08,25.6,878.72,1057.74,-179.02
OITM029430,ORDR015327,PROD001461,SELR000718,1,951.16,26.1,702.91,719.8,-16.89
OITM029431,ORDR015328,PROD000942,SELR000038,3,1386.84,22.9,3207.76,1127.9,-175.94
OITM029432,ORDR015329,PROD000274,SELR000098,2,16766.65,34.4,21997.84,13345.08,-4692.32
OITM029433,ORDR015329,PROD003234,SELR000204,1,5209.21,34.7,3401.61,3859.83,-458.22
OITM029434,ORDR015330,PROD000606,SELR001127,2,5494.88,39.8,6615.84,4064.9,-1513.96
OITM029435,ORDR015331,PROD000176,SELR001170,2,1285.97,12.9,2240.16,967.1,305.96
OITM029436,ORDR015332,PROD000493,SELR001020,1,580.15,29.6,408.43,384.51,23.92
OITM029437,ORDR015333,PROD001933,SELR000399,1,564.6,25.3,421.76,518.43,-96.67
OITM029438,ORDR015334,PROD003086,SELR000356,1,255.87,20.7,202.9,202.47,0.43
OITM029439,ORDR015334,PROD001418,SELR000211,1,959.31,20.2,765.53,837.11,-71.58
OITM029440,ORDR015335,PROD002812,SELR000203,3,340.95,31.5,700.65,237.61,-12.18
OITM029441,ORDR015335,PROD002776,SELR000161,1,5880.12,35.2,3810.32,4869.33,-1059.01
OITM029442,ORDR015335,PROD002734,SELR000002,1,460.51,37.6,287.36,365.32,-77.96
OITM029443,ORDR015335,PROD002764,SELR000764,2,5996.52,30.0,8395.13,4425.57,-456.01
OITM029444,ORDR015336,PROD002731,SELR000511,1,973.87,26.9,711.9,865.05,-153.15
OITM029445,ORDR015337,PROD000592,SELR000343,1,13009.14,21.0,10277.22,10306.27,-29.05
OITM029446,ORDR015337,PROD000568,SELR001010,1,43580.2,22.5,33774.65,39248.21,-5473.56
OITM029447,ORDR015337,PROD001016,SELR000568,1,1763.03,22.5,1366.35,1470.26,-103.91
OITM029448,ORDR015337,PROD001841,SELR000451,1,2755.53,40.5,1639.54,1702.69,-63.15
OITM029449,ORDR015337,PROD002504,SELR000234,1,3355.33,30.7,2325.24,2076.19,249.05
OITM029450,ORDR015338,PROD000008,SELR000227,1,2386.45,28.2,1713.47,2130.18,-416.71
OITM029451,ORDR015338,PROD002358,SELR000571,3,396.91,25.3,889.48,282.71,41.35
OITM029452,ORDR015339,PROD001557,SELR000099,2,3493.43,23.7,5330.97,2630.7,69.57
OITM029453,ORDR015339,PROD003453,SELR000248,1,232.66,32.6,156.81,164.27,-7.46
OITM029454,ORDR015340,PROD000923,SELR000815,1,1026.3,27.8,740.99,777.0,-36.01
OITM029455,ORDR015341,PROD002786,SELR000973,2,2470.06,30.8,3418.56,1708.19,2.18
OITM029456,ORDR015342,PROD000590,SELR000108,1,3183.7,35.5,2053.49,2462.47,-408.98
OITM029457,ORDR015343,PROD001675,SELR001183,1,1429.98,29.8,1003.85,962.36,41.49
OITM029458,ORDR015344,PROD001351,SELR000849,1,3229.95,26.6,2370.78,2173.25,197.53
OITM029459,ORDR015344,PROD000987,SELR001168,1,13876.6,26.3,10227.05,9833.66,393.39
OITM029460,ORDR015345,PROD000652,SELR000273,1,2942.9,31.5,2015.89,2490.58,-474.69
OITM029461,ORDR015345,PROD003453,SELR000248,1,232.66,23.9,177.05,164.27,12.78
OITM029462,ORDR015345,PROD000987,SELR001168,3,13876.6,28.6,29723.68,9833.66,222.7
OITM029463,ORDR015345,PROD000495,SELR000635,1,665.25,44.1,371.87,489.18,-117.31
OITM029464,ORDR015345,PROD000294,SELR000577,1,5798.08,30.7,4018.07,4120.37,-102.3
OITM029465,ORDR015346,PROD003322,SELR000828,1,1673.0,30.3,1166.08,1284.99,-118.91
OITM029466,ORDR015346,PROD001597,SELR000062,1,3485.47,37.9,2164.48,2794.89,-630.41
OITM029467,ORDR015346,PROD000448,SELR000969,3,5494.16,25.9,12213.52,3355.15,2148.07
OITM029468,ORDR015346,PROD000375,SELR000324,1,170.37,16.7,141.92,145.4,-3.48
OITM029469,ORDR015347,PROD002507,SELR000865,1,633.16,21.9,494.5,513.08,-18.58
OITM029470,ORDR015348,PROD000897,SELR000781,1,1396.81,23.5,1068.56,1269.16,-200.6
OITM029471,ORDR015348,PROD003474,SELR000001,1,288.29,38.1,178.45,227.07,-48.62
OITM029472,ORDR015348,PROD001906,SELR000102,1,488.5,33.8,323.39,371.58,-48.19
OITM029473,ORDR015348,PROD000897,SELR000781,1,1396.81,15.3,1183.1,1269.16,-86.06
OITM029474,ORDR015348,PROD002647,SELR000634,1,1009.67,31.6,690.61,730.82,-40.21
OITM029475,ORDR015348,PROD000120,SELR000898,1,2660.94,34.3,1748.24,1904.97,-156.73
OITM029476,ORDR015349,PROD001627,SELR000794,3,2677.21,21.3,6320.89,2389.39,-847.28
OITM029477,ORDR015350,PROD000725,SELR000548,1,1634.22,22.1,1273.06,1214.24,58.82
OITM029478,ORDR015351,PROD000567,SELR001182,1,1438.92,25.2,1076.31,891.48,184.83
OITM029479,ORDR015351,PROD001534,SELR000225,1,1778.71,31.4,1220.2,1328.12,-107.92
OITM029480,ORDR015352,PROD000591,SELR001065,1,1008.72,25.2,754.52,702.49,52.03
OITM029481,ORDR015353,PROD001933,SELR000399,1,564.6,16.8,469.75,518.43,-48.68
OITM029482,ORDR015354,PROD002113,SELR000650,3,889.54,21.1,2105.54,792.57,-272.17
OITM029483,ORDR015355,PROD003189,SELR001151,1,1371.26,23.6,1047.64,1182.41,-134.77
OITM029484,ORDR015356,PROD000293,SELR001089,1,388.6,28.6,277.46,297.54,-20.08
OITM029485,ORDR015357,PROD001861,SELR000109,1,1018.32,22.8,786.14,869.06,-82.92
OITM029486,ORDR015357,PROD001305,SELR000984,1,2036.62,35.1,1321.77,1535.73,-213.96
OITM029487,ORDR015357,PROD000260,SELR000906,1,1041.77,26.9,761.53,740.88,20.65
OITM029488,ORDR015358,PROD002816,SELR001170,1,1120.98,31.0,773.48,746.96,26.52
OITM029489,ORDR015359,PROD000242,SELR001102,1,847.21,17.4,699.8,665.73,34.07
OITM029490,ORDR015359,PROD000669,SELR000733,2,331.04,17.7,544.89,279.85,-14.81
OITM029491,ORDR015360,PROD002994,SELR000999,1,1706.14,39.7,1028.8,1061.06,-32.26
OITM029492,ORDR015360,PROD000592,SELR000343,1,13009.14,27.3,9457.64,10306.27,-848.63
OITM029493,ORDR015361,PROD003405,SELR001182,1,2091.02,32.2,1417.71,1428.39,-10.68
OITM029494,ORDR015362,PROD000510,SELR000127,1,1143.38,19.7,918.13,907.82,10.31
OITM029495,ORDR015363,PROD000897,SELR000781,1,1396.81,20.7,1107.67,1269.16,-161.49
OITM029496,ORDR015363,PROD000592,SELR000343,1,13009.14,29.5,9171.44,10306.27,-1134.83
OITM029497,ORDR015363,PROD000760,SELR001161,1,176.32,29.4,124.48,158.41,-33.93
OITM029498,ORDR015363,PROD002286,SELR001171,1,18415.35,27.1,13424.79,13485.99,-61.2
OITM029499,ORDR015363,PROD001292,SELR000897,1,1114.15,29.4,786.59,841.63,-55.04
