seller_id,seller_name,seller_city,seller_state,seller_signup_date,primary_category,seller_rating,seller_tier
SELR000278,Sharma Little Trading Co,Raipur,Chhattisgarh,2023-02-03,Toys & Baby Products,3.1,Medium
SELR000279,Rao Mart,Vijayawada,Andhra Pradesh,2023-01-10,Home & Kitchen,3.8,Low
SELR000280,Naidu Nest Bazaar,Ahmedabad,Gujarat,2023-11-29,Home & Kitchen,3.9,Low
SELR000281,Joshi Creations,Madurai,Tamil Nadu,2024-09-05,Home & Kitchen,4.5,High
SELR000282,Arora Emporium,Bareilly,Uttar Pradesh,2023-02-10,Electronics,3.4,Medium
SELR000283,Radiance Mart,Bengaluru,Karnataka,2024-11-14,Beauty & Personal Care,3.6,Medium
SELR000284,Bhatia Style Impex,Patna,Bihar,2023-01-04,Fashion,3.8,Medium
SELR000285,Agnihotri Creations,Pune,Maharashtra,2024-12-17,Beauty & Personal Care,3.8,Medium
SELR000286,Roy Gadget Bazaar,Rajkot,Gujarat,2022-10-27,Electronics,4.0,Medium
SELR000287,Joy Traders,Chennai,Tamil Nadu,2023-12-21,Toys & Baby Products,4.0,High
SELR000288,Poojary Living Enterprises,Visakhapatnam,Andhra Pradesh,2024-07-08,Home & Kitchen,4.8,Medium
SELR000289,Bhagat Industries,Chennai,Tamil Nadu,2023-05-08,Toys & Baby Products,4.0,Medium
SELR000290,Sood Comfort Textiles,Kanpur,Uttar Pradesh,2024-06-06,Home & Kitchen,4.8,High
SELR000291,Byte Junction,Aurangabad,Maharashtra,2024-09-02,Electronics,3.2,Low
SELR000292,Deshmukh Harvest Hub,Kolkata,West Bengal,2024-07-20,Grocery,4.2,High
SELR000293,Suri Impex,Jammu,Jammu And Kashmir,2023-10-05,Sports & Fitness,3.0,Low
SELR000294,Banerjee Wholesale,Puducherry,Puducherry,2024-12-07,Books,3.9,High
SELR000295,Home Marketing,Shimla,Himachal Pradesh,2024-10-21,Home & Kitchen,3.2,Low
SELR000296,Glow Collection,Bengaluru,Karnataka,2023-07-17,Beauty & Personal Care,3.5,Low
SELR000297,Sandhu Grain Creations,Raipur,Chhattisgarh,2024-10-23,Grocery,3.8,Low
SELR000298,Gaikwad Bella Impex,Delhi,Delhi,2025-05-22,Beauty & Personal Care,3.5,Low
SELR000299,Bajwa Style Retail,Gurugram,Haryana,2025-01-26,Fashion,3.5,Low
SELR000300,Iyer Sport Wholesale,Siliguri,West Bengal,2024-10-22,Sports & Fitness,3.4,Medium
SELR000301,Suri Sport Trading Co,Nashik,Maharashtra,2024-11-29,Sports & Fitness,3.3,Low
SELR000302,Rana Kiddo Retail,Nagpur,Maharashtra,2025-01-12,Toys & Baby Products,4.2,High
SELR000303,Living Wholesale,Gurugram,Haryana,2023-06-04,Home & Kitchen,4.4,Medium
SELR000304,Kitchen Electricals,Ranchi,Jharkhand,2024-10-08,Home & Kitchen,3.7,Medium
SELR000305,Naidu Global,Agra,Uttar Pradesh,2023-02-22,Grocery,3.3,Low
SELR000306,Kapoor Living Bazaar,Lucknow,Uttar Pradesh,2023-08-22,Home & Kitchen,4.1,Medium
SELR000307,Ink Traders,Prayagraj,Uttar Pradesh,2025-06-09,Books,4.2,Medium
SELR000308,Bose Retail,Chennai,Tamil Nadu,2023-05-28,Home & Kitchen,4.3,Medium
SELR000309,Threads Hub,Bengaluru,Karnataka,2025-02-25,Fashion,4.0,Medium
SELR000310,Scroll Traders,Coimbatore,Tamil Nadu,2023-11-03,Books,4.9,High
SELR000311,Verma Emporium,Belagavi,Karnataka,2023-03-06,Electronics,4.3,Medium
SELR000312,Das Fabric Overseas,Chennai,Tamil Nadu,2022-10-28,Fashion,4.1,Medium
SELR000313,Kohli Bella Stores,Chennai,Tamil Nadu,2024-03-25,Beauty & Personal Care,4.0,Medium
SELR000314,Ghosh Chapter Wholesale,Bengaluru,Karnataka,2023-12-06,Books,3.5,Medium
SELR000315,Pandey Little Collection,Moradabad,Uttar Pradesh,2024-02-12,Toys & Baby Products,4.2,Medium
SELR000316,Singh Vogue Electricals,Hyderabad,Telangana,2022-08-28,Fashion,4.0,Medium
SELR000317,Biswas House,Surat,Gujarat,2023-05-11,Electronics,3.9,Medium
SELR000318,Ghosh Kiddo Industries,Imphal,Manipur,2022-07-14,Toys & Baby Products,4.4,Medium
SELR000319,Brar Point,Delhi,Delhi,2023-06-19,Fashion,3.5,Medium
SELR000320,Parmar Creations,Indore,Madhya Pradesh,2025-06-05,Fashion,3.4,Low
SELR000321,Grover Impex,Kanpur,Uttar Pradesh,2022-12-30,Fashion,3.0,Low
SELR000322,Charm Ventures,Ranchi,Jharkhand,2024-09-02,Beauty & Personal Care,4.1,Medium
SELR000323,Dubey Collection,Kolkata,West Bengal,2022-07-16,Toys & Baby Products,3.9,Medium
SELR000324,Gupta Emporium,Gurugram,Haryana,2024-04-10,Books,3.4,Medium
SELR000325,Suri Sport Creations,Bengaluru,Karnataka,2025-05-24,Sports & Fitness,3.6,Low
SELR000326,Fabric Emporium,Rajkot,Gujarat,2023-08-02,Fashion,4.1,Medium
SELR000327,Trend Ventures,Thiruvananthapuram,Kerala,2023-02-19,Fashion,3.2,Low
SELR000328,Hearth Textiles,Bengaluru,Karnataka,2024-04-20,Home & Kitchen,3.9,Medium
SELR000329,Bhat Style Stores,Gurugram,Haryana,2023-05-23,Fashion,3.2,Medium
SELR000330,Trivedi Marketing,Prayagraj,Uttar Pradesh,2025-04-21,Fashion,3.5,Medium
SELR000331,Bajwa Global,Delhi,Delhi,2025-03-03,Fashion,4.1,Low
SELR000332,Ahluwalia Overseas,Pune,Maharashtra,2024-07-22,Electronics,3.6,Medium
SELR000333,Gaikwad Pure Electricals,Indore,Madhya Pradesh,2024-07-07,Beauty & Personal Care,4.5,Medium
SELR000334,Active Overseas,Ahmedabad,Gujarat,2024-05-26,Sports & Fitness,3.7,Low
SELR000335,Halder Mart,Pune,Maharashtra,2024-10-25,Electronics,5.0,High
SELR000336,Kulkarni Ventures,Jaipur,Rajasthan,2023-12-16,Home & Kitchen,4.2,Medium
SELR000337,Read Electricals,Bengaluru,Karnataka,2025-07-19,Books,4.9,High
SELR000338,Bookish Solutions,Nagpur,Maharashtra,2023-08-08,Books,4.0,Low
SELR000339,Dhillon Marketing,Agra,Uttar Pradesh,2022-07-20,Grocery,4.6,High
SELR000340,Roy Kitchen Stores,Patna,Bihar,2024-09-13,Home & Kitchen,3.4,Low
SELR000341,Kapoor Farm Impex,Mumbai,Maharashtra,2024-08-02,Grocery,4.5,High
SELR000342,Weave Junction,Gwalior,Madhya Pradesh,2025-08-01,Fashion,3.2,Low
SELR000343,Hearth Marketing,Bengaluru,Karnataka,2023-10-03,Home & Kitchen,4.7,Low
SELR000344,Chauhan Vogue Impex,Dehradun,Uttarakhand,2023-11-06,Fashion,4.0,Medium
SELR000345,Negi Wholesale,Kolkata,West Bengal,2024-04-10,Home & Kitchen,3.5,Low
SELR000346,Home Traders,Thiruvananthapuram,Kerala,2023-09-30,Home & Kitchen,4.1,Low
SELR000347,Style Junction,Hyderabad,Telangana,2024-12-20,Fashion,3.3,Low
SELR000348,Bhatia Collection,Hyderabad,Telangana,2023-11-10,Books,4.2,Medium
SELR000349,Fabric Distributors,Surat,Gujarat,2024-12-19,Fashion,3.6,Medium
SELR000350,Chowdhury Weave Emporium,Delhi,Delhi,2023-11-07,Fashion,4.5,High
SELR000351,Ganguly Circuit Traders,Hyderabad,Telangana,2023-03-23,Electronics,4.0,Medium
SELR000352,Hearth Emporium,Varanasi,Uttar Pradesh,2025-08-12,Home & Kitchen,3.7,Medium
SELR000353,Chatterjee Style Bazaar,Jabalpur,Madhya Pradesh,2024-03-01,Fashion,4.1,Medium
SELR000354,Jain Distributors,Mumbai,Maharashtra,2024-09-22,Home & Kitchen,4.1,Medium
SELR000355,Chandel Vogue Mart,Udaipur,Rajasthan,2024-05-14,Fashion,4.0,Medium
SELR000356,Chapter Solutions,Madurai,Tamil Nadu,2023-08-23,Books,4.0,Medium
SELR000357,Toon Junction,Siliguri,West Bengal,2025-07-22,Toys & Baby Products,3.4,Low
SELR000358,Home Ventures,Ludhiana,Punjab,2023-09-06,Home & Kitchen,3.9,Low
SELR000359,Karmakar Point,Visakhapatnam,Andhra Pradesh,2025-08-15,Sports & Fitness,4.0,Medium
SELR000360,Organic Global,Nagpur,Maharashtra,2023-11-13,Grocery,3.8,Medium
SELR000361,Poojary Wholesale,Coimbatore,Tamil Nadu,2022-08-04,Toys & Baby Products,2.8,Low
SELR000362,Radiance Electricals,Dhanbad,Jharkhand,2022-08-20,Beauty & Personal Care,4.3,High
SELR000363,Poojary Toon Wholesale,Mumbai,Maharashtra,2025-07-23,Toys & Baby Products,4.5,High
SELR000364,Kiddo Mart,Ahmedabad,Gujarat,2024-03-02,Toys & Baby Products,5.0,High
SELR000365,Raina Bazaar,Mumbai,Maharashtra,2023-09-24,Books,4.7,Medium
SELR000366,Bhan Home Textiles,Solapur,Maharashtra,2025-01-19,Home & Kitchen,3.5,Medium
SELR000367,Tech Solutions,Jaipur,Rajasthan,2024-06-12,Electronics,4.6,Low
SELR000368,Gadget Textiles,Visakhapatnam,Andhra Pradesh,2024-08-01,Electronics,4.1,Medium
SELR000369,Home Marketing,Jabalpur,Madhya Pradesh,2024-08-29,Home & Kitchen,4.1,Medium
SELR000370,Ahluwalia Comfort Stores,Imphal,Manipur,2023-02-21,Home & Kitchen,3.0,Low
SELR000371,Chatterjee Home Mart,Bengaluru,Karnataka,2022-10-18,Home & Kitchen,3.3,Low
SELR000372,Mishra Radiance Retail,Madurai,Tamil Nadu,2024-10-16,Beauty & Personal Care,3.8,Medium
SELR000373,Zutshi Hub,Ajmer,Rajasthan,2022-08-03,Beauty & Personal Care,4.1,Medium
SELR000374,Kohli Harvest Ventures,Delhi,Delhi,2024-10-07,Grocery,3.3,Medium
SELR000375,Sandhu Volt Ventures,Bhubaneswar,Odisha,2022-12-05,Electronics,4.0,Medium
SELR000376,Reddy Impex,Kolkata,West Bengal,2023-05-05,Fashion,4.3,High
SELR000377,Patel Chapter Stores,Coimbatore,Tamil Nadu,2024-09-23,Books,1.9,Low
SELR000378,Dutta Bazaar,Kanpur,Uttar Pradesh,2024-06-19,Grocery,3.4,Medium
SELR000379,Mehta Joy Overseas,Chennai,Tamil Nadu,2024-12-16,Toys & Baby Products,4.1,Medium
SELR000380,Dey Daily Creations,Bengaluru,Karnataka,2024-06-05,Grocery,3.2,Low
SELR000381,Kamath Toon Global,Mumbai,Maharashtra,2022-09-02,Toys & Baby Products,4.1,Medium
SELR000382,Dar Weave Wholesale,Mumbai,Maharashtra,2025-02-21,Fashion,4.1,Low
SELR000383,Iyengar Living Stores,Chandigarh,Chandigarh,2023-03-12,Home & Kitchen,2.8,Low
SELR000384,Rawat Junction,Kolkata,West Bengal,2022-12-12,Fashion,4.4,Medium
SELR000385,Srivastava Electricals,Hyderabad,Telangana,2025-04-06,Beauty & Personal Care,4.2,Medium
SELR000386,Toon Solutions,Nashik,Maharashtra,2023-02-17,Toys & Baby Products,4.1,Low
SELR000387,Sen Retail,Nashik,Maharashtra,2024-03-12,Fashion,3.6,Low
SELR000388,Sen Radiance Bazaar,Nagpur,Maharashtra,2024-01-15,Beauty & Personal Care,3.2,Low
SELR000389,Pillai Global,Salem,Tamil Nadu,2024-12-03,Fashion,4.5,High
SELR000390,Gupta Vogue Bazaar,Gurugram,Haryana,2022-08-29,Fashion,3.5,Low
SELR000391,Agarwal Weave Junction,Jabalpur,Madhya Pradesh,2022-11-08,Fashion,4.3,Medium
SELR000392,Digital Bazaar,Mumbai,Maharashtra,2023-10-26,Electronics,4.8,High
SELR000393,Joy Overseas,Rajkot,Gujarat,2023-12-31,Toys & Baby Products,3.7,Medium
SELR000394,Das Overseas,Puducherry,Puducherry,2024-12-24,Home & Kitchen,4.2,Medium
SELR000395,Rawat Harvest Enterprises,Gwalior,Madhya Pradesh,2024-05-30,Grocery,4.5,High
SELR000396,Mandal Enterprises,Patna,Bihar,2022-12-26,Sports & Fitness,4.3,Medium
SELR000397,Weave Traders,Chandigarh,Chandigarh,2025-07-29,Fashion,2.9,Low
SELR000398,Fabric Industries,Kolkata,West Bengal,2023-12-16,Fashion,4.0,Medium
SELR000399,Halder Ventures,Visakhapatnam,Andhra Pradesh,2025-07-13,Grocery,4.2,Medium
SELR000400,Biswas Solutions,Dehradun,Uttarakhand,2025-08-11,Fashion,4.1,Medium
SELR000401,Dey Tiny Junction,Margao,Goa,2022-09-06,Toys & Baby Products,4.2,Medium
SELR000402,Trivedi Stores,Surat,Gujarat,2024-02-06,Fashion,2.4,Low
SELR000403,Bisht Active Wholesale,Delhi,Delhi,2023-11-03,Sports & Fitness,3.7,Low
SELR000404,Malhotra Ventures,Vadodara,Gujarat,2024-01-29,Grocery,4.5,High
SELR000405,Sen Global,Mumbai,Maharashtra,2023-06-28,Fashion,3.9,Low
SELR000406,Patel Textiles,Chennai,Tamil Nadu,2024-04-07,Fashion,3.9,Low
SELR000407,Das Tiny Bazaar,Ahmedabad,Gujarat,2024-01-22,Toys & Baby Products,4.1,Medium
SELR000408,Biswas Marketing,Amritsar,Punjab,2023-02-07,Fashion,3.6,Low
SELR000409,Verma Comfort Marketing,Hyderabad,Telangana,2023-06-03,Home & Kitchen,4.9,High
SELR000410,Home Textiles,Bengaluru,Karnataka,2022-12-24,Home & Kitchen,3.8,Low
SELR000411,Trend Textiles,Delhi,Delhi,2025-02-25,Fashion,4.3,Medium
SELR000412,Yadav Bazaar,Shimla,Himachal Pradesh,2024-08-20,Books,3.3,Medium
SELR000413,Malhotra Traders,Ludhiana,Punjab,2023-09-24,Books,4.4,High
SELR000414,Banerjee Stores,Delhi,Delhi,2023-10-04,Home & Kitchen,3.3,Low
SELR000415,Fresh Emporium,Delhi,Delhi,2022-10-08,Grocery,4.4,High
SELR000416,Kaul Trend Point,Indore,Madhya Pradesh,2023-06-05,Fashion,3.7,Medium
SELR000417,Malhotra Byte Retail,Pune,Maharashtra,2025-05-28,Electronics,3.7,High
SELR000418,Bhatt Radiance Mart,Vadodara,Gujarat,2022-08-14,Beauty & Personal Care,5.0,Low
SELR000419,Mishra Tiny House,Noida,Uttar Pradesh,2022-12-23,Toys & Baby Products,4.1,Medium
SELR000420,Digital Hub,Jamshedpur,Jharkhand,2025-02-28,Electronics,3.2,Low
SELR000421,Mehta Traders,Pune,Maharashtra,2024-02-23,Fashion,4.1,Medium
SELR000422,Hearth Textiles,Visakhapatnam,Andhra Pradesh,2022-08-15,Home & Kitchen,4.2,High
SELR000423,Agnihotri Wholesale,Delhi,Delhi,2024-01-19,Grocery,4.4,High
SELR000424,Deshmukh Circuit Overseas,Bikaner,Rajasthan,2024-11-10,Electronics,4.5,High
SELR000425,Comfort Global,Mangaluru,Karnataka,2023-08-07,Home & Kitchen,3.8,Medium
SELR000426,Scroll Stores,Rajkot,Gujarat,2023-09-18,Books,3.9,Low
SELR000427,Rathore Wholesale,Lucknow,Uttar Pradesh,2024-06-28,Home & Kitchen,4.5,Medium
SELR000428,Weave Bazaar,Hyderabad,Telangana,2024-05-22,Fashion,3.1,Low
SELR000429,Rawat Style Textiles,Ranchi,Jharkhand,2025-05-04,Fashion,4.5,High
SELR000430,Home Electricals,Rajkot,Gujarat,2023-04-18,Home & Kitchen,3.5,Low
SELR000431,Sethi Nest Textiles,Hyderabad,Telangana,2023-05-20,Home & Kitchen,4.2,Low
SELR000432,Lone Bazaar,Jaipur,Rajasthan,2023-01-03,Grocery,2.8,Low
SELR000433,Das Solutions,Lucknow,Uttar Pradesh,2024-08-06,Sports & Fitness,4.1,Medium
SELR000434,Parmar House,Jodhpur,Rajasthan,2024-03-09,Sports & Fitness,2.7,Low
SELR000435,Mishra Joy Wholesale,Nashik,Maharashtra,2023-08-09,Toys & Baby Products,4.4,High
SELR000436,Hearth Marketing,Coimbatore,Tamil Nadu,2024-09-10,Home & Kitchen,3.6,Medium
SELR000437,Comfort Trading Co,Coimbatore,Tamil Nadu,2023-09-12,Home & Kitchen,4.1,High
SELR000438,Parmar Playful Retail,Chennai,Tamil Nadu,2023-02-17,Toys & Baby Products,4.5,Medium
SELR000439,Mishra Wholesale,Kolkata,West Bengal,2024-03-16,Fashion,3.5,Low
SELR000440,Dar Collection,Delhi,Delhi,2023-11-19,Sports & Fitness,4.2,Medium
SELR000441,Solanki Wholesale,Thiruvananthapuram,Kerala,2023-10-15,Books,3.1,Low
SELR000442,Tiwari Byte Electricals,Noida,Uttar Pradesh,2023-11-28,Electronics,4.1,Medium
SELR000443,Joshi Creations,Jaipur,Rajasthan,2025-05-17,Home & Kitchen,3.3,Low
SELR000444,Threads Distributors,Chennai,Tamil Nadu,2023-03-13,Fashion,3.7,Medium
SELR000445,Hegde Trend Junction,Hyderabad,Telangana,2023-05-20,Fashion,4.0,Medium
SELR000446,Dhillon Comfort Solutions,Patna,Bihar,2024-04-14,Home & Kitchen,3.0,Low
SELR000447,Vogue Global,Chennai,Tamil Nadu,2022-09-01,Fashion,2.7,Low
SELR000448,Bookish Mart,Mumbai,Maharashtra,2022-12-23,Books,4.9,Medium
SELR000449,Patil Playful Mart,Dehradun,Uttarakhand,2024-04-15,Toys & Baby Products,4.1,High
SELR000450,Organic Retail,Kolkata,West Bengal,2024-02-11,Grocery,3.7,Medium
SELR000451,Agnihotri Textiles,Kolkata,West Bengal,2024-07-23,Fashion,4.7,High
SELR000452,Bhat Weave Junction,Noida,Uttar Pradesh,2022-11-16,Fashion,2.6,Low
SELR000453,Style Ventures,Raipur,Chhattisgarh,2025-03-09,Fashion,4.2,Low
SELR000454,Bose Circuit Solutions,Ahmedabad,Gujarat,2024-01-14,Electronics,4.0,Medium
SELR000455,Agarwal Enterprises,Bhubaneswar,Odisha,2023-01-02,Toys & Baby Products,4.5,High
SELR000456,Gaikwad Comfort Junction,Tiruchirappalli,Tamil Nadu,2023-06-30,Home & Kitchen,4.2,Medium
SELR000457,Chatterjee Vogue Impex,Kochi,Kerala,2023-03-26,Fashion,3.9,Low
SELR000458,Shah Bazaar,Noida,Uttar Pradesh,2023-12-07,Grocery,3.9,Medium
SELR000459,Desai Solutions,Vijayawada,Andhra Pradesh,2023-12-27,Home & Kitchen,3.2,Low
SELR000460,Tiwari Impex,Jaipur,Rajasthan,2023-11-16,Electronics,5.0,Medium
SELR000461,Sethi Style Industries,Noida,Uttar Pradesh,2023-12-17,Fashion,4.2,Medium
SELR000462,Dhillon Pure Marketing,Nagpur,Maharashtra,2025-05-10,Beauty & Personal Care,4.7,High
SELR000463,Poojary Mart,Ahmedabad,Gujarat,2025-07-07,Books,2.9,Low
SELR000464,Threads Impex,Mumbai,Maharashtra,2024-01-19,Fashion,3.8,Medium
SELR000465,Poojary Toon Impex,Noida,Uttar Pradesh,2025-07-11,Toys & Baby Products,3.9,Medium
SELR000466,Mehta Harvest Creations,Mumbai,Maharashtra,2025-01-28,Grocery,3.8,Medium
SELR000467,Deshmukh Solutions,Gurugram,Haryana,2025-01-29,Grocery,4.0,Medium
SELR000468,Menon Retail,Indore,Madhya Pradesh,2023-03-24,Fashion,3.8,Low
SELR000469,Volt Collection,Rourkela,Odisha,2023-11-21,Electronics,4.2,High
SELR000470,Khanna Farm Retail,Delhi,Delhi,2023-08-15,Grocery,3.9,Medium
SELR000471,Gupta Style Distributors,Faridabad,Haryana,2022-10-27,Fashion,3.6,Medium
SELR000472,Patil Electricals,Jaipur,Rajasthan,2022-10-03,Beauty & Personal Care,4.5,Medium
SELR000473,Ink Industries,Delhi,Delhi,2024-06-18,Books,4.3,High
SELR000474,Pandey Gadget Bazaar,Chennai,Tamil Nadu,2023-11-01,Electronics,4.7,High
SELR000475,Read Ventures,Mumbai,Maharashtra,2025-02-05,Books,4.2,Medium
SELR000476,Kiddo Ventures,Hyderabad,Telangana,2024-08-10,Toys & Baby Products,4.4,Medium
SELR000477,Fit Ventures,Pune,Maharashtra,2022-10-15,Sports & Fitness,3.2,Medium
SELR000478,Dey Enterprises,Gurugram,Haryana,2025-02-19,Home & Kitchen,3.7,Medium
SELR000479,Bhattacharya Harvest Overseas,Nagpur,Maharashtra,2024-01-26,Grocery,4.0,Medium
SELR000480,Roy House,Delhi,Delhi,2024-04-15,Beauty & Personal Care,4.3,Medium
SELR000481,Tiwari Impex,Bengaluru,Karnataka,2025-07-14,Books,3.8,Medium
SELR000482,Fresh Solutions,Mumbai,Maharashtra,2024-07-08,Grocery,3.7,Medium
SELR000483,Page Stores,Indore,Madhya Pradesh,2022-08-04,Books,4.3,Medium
SELR000484,Singh Threads Bazaar,Ahmedabad,Gujarat,2023-01-28,Fashion,3.8,Medium
SELR000485,Thakur Marketing,Indore,Madhya Pradesh,2023-11-08,Electronics,4.4,High
SELR000486,Kohli Retail,Hyderabad,Telangana,2022-08-21,Fashion,3.6,Medium
SELR000487,Khanna Home Electricals,Delhi,Delhi,2023-01-16,Home & Kitchen,3.5,Medium
SELR000488,Pillai Solutions,Tiruchirappalli,Tamil Nadu,2024-12-28,Home & Kitchen,4.3,Medium
SELR000489,Pure Wholesale,Mumbai,Maharashtra,2022-12-19,Beauty & Personal Care,4.1,Medium
SELR000490,Rao Nest Stores,Bengaluru,Karnataka,2023-01-16,Home & Kitchen,4.3,Medium
SELR000491,Pal Read Textiles,Bengaluru,Karnataka,2024-02-05,Books,2.8,Low
SELR000492,Bhagat Joy Global,Mangaluru,Karnataka,2022-10-21,Toys & Baby Products,3.7,Medium
SELR000493,Mandal Threads Industries,Faridabad,Haryana,2023-04-27,Fashion,4.5,Medium
SELR000494,Chapter Collection,Ghaziabad,Uttar Pradesh,2025-06-12,Books,3.5,Medium
SELR000495,Power Distributors,Puducherry,Puducherry,2024-06-28,Sports & Fitness,3.9,Low
SELR000496,Patil Bella Solutions,Mumbai,Maharashtra,2025-07-12,Beauty & Personal Care,4.0,Medium
SELR000497,Naidu Threads Mart,Hubballi,Karnataka,2023-08-17,Fashion,4.3,Medium
SELR000498,Dar Enterprises,Hyderabad,Telangana,2024-06-11,Books,3.8,Medium
SELR000499,Bose Playful Bazaar,Faridabad,Haryana,2023-04-07,Toys & Baby Products,3.7,Medium
SELR000500,Arora Sport Mart,Noida,Uttar Pradesh,2023-09-14,Sports & Fitness,3.9,Medium
SELR000501,Raina Hub,Gurugram,Haryana,2023-01-25,Toys & Baby Products,3.6,Low
SELR000502,Parmar House,Rourkela,Odisha,2025-02-13,Toys & Baby Products,3.3,Low
SELR000503,Agarwal Global,Bengaluru,Karnataka,2023-02-04,Fashion,3.9,Low
SELR000504,Chauhan Bloom Wholesale,Panaji,Goa,2023-02-28,Beauty & Personal Care,4.2,Medium
SELR000505,Dar Home Retail,Kolkata,West Bengal,2023-12-20,Home & Kitchen,3.6,Medium
SELR000506,Joy Collection,Coimbatore,Tamil Nadu,2023-11-11,Toys & Baby Products,3.1,Low
SELR000507,Byte Global,Nellore,Andhra Pradesh,2023-07-02,Electronics,4.2,Medium
SELR000508,Joshi Kitchen Industries,Delhi,Delhi,2023-08-20,Home & Kitchen,3.7,Low
SELR000509,Kamath Ventures,Jamshedpur,Jharkhand,2023-06-11,Grocery,4.2,Medium
SELR000510,Gaikwad Textiles,Bhopal,Madhya Pradesh,2025-05-15,Fashion,4.0,High
SELR000511,Bookish Textiles,Ludhiana,Punjab,2024-05-01,Books,4.4,High
SELR000512,Sood Comfort Marketing,Bengaluru,Karnataka,2025-05-23,Home & Kitchen,3.2,Low
SELR000513,Chandel Creations,Nagpur,Maharashtra,2025-08-07,Toys & Baby Products,4.5,High
SELR000514,Joy Solutions,Visakhapatnam,Andhra Pradesh,2024-07-21,Toys & Baby Products,4.0,Medium
SELR000515,Dubey Distributors,Jaipur,Rajasthan,2025-02-05,Fashion,4.0,Medium
SELR000516,Rastogi Enterprises,Bengaluru,Karnataka,2022-11-13,Books,3.9,Medium
SELR000517,Trivedi Industries,Chennai,Tamil Nadu,2025-06-26,Fashion,4.2,Medium
SELR000518,Patel Radiance Impex,Bareilly,Uttar Pradesh,2024-01-10,Beauty & Personal Care,3.2,Low
SELR000519,Chowdhury Active Trading Co,Delhi,Delhi,2024-09-30,Sports & Fitness,4.9,High
SELR000520,Fresh Impex,Agra,Uttar Pradesh,2023-04-15,Grocery,3.7,Low
SELR000521,Sharma Enterprises,Margao,Goa,2022-10-26,Electronics,3.3,Low
SELR000522,Fabric Collection,Delhi,Delhi,2025-04-13,Fashion,4.4,Medium
SELR000523,Chandra Stores,Bengaluru,Karnataka,2023-12-04,Sports & Fitness,4.1,Medium
SELR000524,Chauhan Bloom Distributors,Visakhapatnam,Andhra Pradesh,2022-12-14,Beauty & Personal Care,3.6,Medium
SELR000525,Bhat Kitchen Solutions,Delhi,Delhi,2024-07-29,Home & Kitchen,4.4,High
SELR000526,Gadget Industries,Vadodara,Gujarat,2022-09-09,Electronics,3.4,Medium
SELR000527,Chatterjee Electricals,Nashik,Maharashtra,2023-12-05,Fashion,3.7,Low
SELR000528,Kohli Junction,Patna,Bihar,2024-09-20,Grocery,3.2,Low
SELR000529,Iyer Retail,Kolkata,West Bengal,2024-10-08,Electronics,3.5,Low
SELR000530,Das Comfort Ventures,Ludhiana,Punjab,2023-12-08,Home & Kitchen,4.6,Medium
SELR000531,Tiny Point,Vadodara,Gujarat,2023-09-04,Toys & Baby Products,3.6,Medium
SELR000532,Nair Distributors,Hyderabad,Telangana,2025-02-19,Electronics,3.2,Low
SELR000533,Bhatia Retail,Bhopal,Madhya Pradesh,2023-02-05,Books,4.8,Medium
SELR000534,Jain Marketing,Udaipur,Rajasthan,2022-10-03,Fashion,4.4,Medium
SELR000535,Trivedi Electricals,Kochi,Kerala,2023-01-04,Grocery,4.9,High
SELR000536,Shah Page Ventures,Lucknow,Uttar Pradesh,2025-01-08,Books,3.6,Medium
SELR000537,Joshi Kiddo Solutions,Ahmedabad,Gujarat,2023-12-27,Toys & Baby Products,3.5,Medium
SELR000538,Weave Textiles,Mumbai,Maharashtra,2022-08-21,Fashion,3.9,Medium
SELR000539,Glow Collection,Chennai,Tamil Nadu,2023-01-18,Beauty & Personal Care,3.8,Medium
SELR000540,Kohli Page Junction,Delhi,Delhi,2022-08-10,Books,3.4,Low
SELR000541,Kumar Vogue Marketing,Puducherry,Puducherry,2025-01-23,Fashion,3.4,Low
SELR000542,Chakraborty Hub,Hyderabad,Telangana,2023-12-17,Fashion,4.0,Medium
SELR000543,Jain Gadget Hub,Raipur,Chhattisgarh,2022-09-25,Electronics,3.9,Low
SELR000544,Toon Emporium,Bengaluru,Karnataka,2023-03-19,Toys & Baby Products,3.7,Low
SELR000545,Bhattacharya Junction,Pune,Maharashtra,2024-06-11,Sports & Fitness,4.6,High
SELR000546,Charm Global,Noida,Uttar Pradesh,2024-05-16,Beauty & Personal Care,3.9,Medium
SELR000547,Dhillon Junction,Ahmedabad,Gujarat,2025-01-28,Books,3.9,Medium
SELR000548,Rathore House,Madurai,Tamil Nadu,2022-08-08,Beauty & Personal Care,4.1,High
SELR000549,Kulkarni Distributors,Patiala,Punjab,2022-09-27,Home & Kitchen,3.9,Low
SELR000550,Comfort Wholesale,Jammu,Jammu And Kashmir,2022-08-19,Home & Kitchen,3.4,Medium
SELR000551,Rastogi Impex,Bengaluru,Karnataka,2023-10-02,Sports & Fitness,4.1,Medium
SELR000552,Malhotra Fabric Solutions,Guwahati,Assam,2024-10-15,Fashion,4.2,Medium
SELR000553,Kiddo Solutions,Bengaluru,Karnataka,2024-08-03,Toys & Baby Products,4.0,Medium
SELR000554,Saxena Farm Overseas,Kozhikode,Kerala,2023-03-06,Grocery,3.9,Low
SELR000555,Jain Trading Co,Kanpur,Uttar Pradesh,2024-07-28,Fashion,4.2,High
