order_id,customer_id,order_date,order_status,cancellation_reason,shipped_date,delivery_date,expected_delivery_date,delivery_city,delivery_state,order_total,delivery_days,delivery_delay,customer_segment
ORDR012563,CUST024839,2024-05-17,Shipped,,2024-05-17,,2024-05-22,Delhi,Delhi,1829.2,,,New
ORDR012564,CUST034750,2024-05-17,Pending,,,,2024-05-21,Nashik,Maharashtra,5472.15,,,Repeat
ORDR012565,CUST014102,2024-05-17,Returned,,2024-05-17,2024-05-25,2024-05-24,Aligarh,Uttar Pradesh,1277.27,8.0,1.0,New
ORDR012566,CUST021962,2024-05-17,Delivered,,2024-05-17,2024-05-20,2024-05-21,Mumbai,Maharashtra,2616.32,3.0,-1.0,Repeat
ORDR012567,CUST029079,2024-05-17,Delivered,,2024-05-18,2024-05-22,2024-05-22,Pune,Maharashtra,9200.53,4.0,0.0,Repeat
ORDR012568,CUST039334,2024-05-17,Delivered,,2024-05-17,2024-05-21,2024-05-21,Mumbai,Maharashtra,890.91,4.0,0.0,Repeat
ORDR012569,CUST000756,2024-05-17,Delivered,,2024-05-18,2024-05-22,2024-05-21,Bhopal,Madhya Pradesh,830.0,4.0,1.0,New
ORDR012570,CUST020052,2024-05-17,Shipped,,2024-05-18,,2024-05-23,Surat,Gujarat,16691.83,,,Repeat
ORDR012571,CUST022908,2024-05-17,Delivered,,2024-05-19,2024-05-26,2024-05-23,Ghaziabad,Uttar Pradesh,491.49,7.0,3.0,New
ORDR012572,CUST011778,2024-05-17,Delivered,,2024-05-18,2024-05-20,2024-05-20,Mumbai,Maharashtra,622.46,2.0,0.0,New
ORDR012573,CUST000048,2024-05-17,Cancelled,Payment Issue,,,,Ghaziabad,Uttar Pradesh,4685.73,,,Repeat
ORDR012574,CUST021855,2024-05-17,Delivered,,2024-05-19,2024-05-23,2024-05-20,Delhi,Delhi,45214.47,4.0,3.0,Repeat
ORDR012575,CUST020549,2024-05-17,Delivered,,2024-05-18,2024-05-29,2024-05-22,Kolkata,West Bengal,15478.93,11.0,7.0,New
ORDR012576,CUST034879,2024-05-17,Delivered,,2024-05-19,2024-05-30,2024-05-24,Udaipur,Rajasthan,3085.6,11.0,6.0,Repeat
ORDR012577,CUST020485,2024-05-17,Pending,,,,2024-05-23,Jaipur,Rajasthan,223.37,,,Repeat
ORDR012578,CUST001652,2024-05-17,Delivered,,2024-05-17,2024-05-19,2024-05-22,Rohtak,Haryana,1892.9,2.0,-3.0,Repeat
ORDR012579,CUST012658,2024-05-17,Delivered,,2024-05-19,2024-05-24,2024-05-22,Kolkata,West Bengal,1148.42,5.0,2.0,Repeat
ORDR012580,CUST033088,2024-05-17,Delivered,,2024-05-18,2024-05-20,2024-05-20,Chennai,Tamil Nadu,827.38,2.0,0.0,Repeat
ORDR012581,CUST007948,2024-05-17,Delivered,,2024-05-17,2024-05-21,2024-05-21,Mumbai,Maharashtra,14798.98,4.0,0.0,New
ORDR012582,CUST025066,2024-05-17,Delivered,,2024-05-17,2024-05-23,2024-05-23,Chandigarh,Chandigarh,396.45,6.0,0.0,Repeat
ORDR012583,CUST008520,2024-05-17,Delivered,,2024-05-19,2024-05-23,2024-05-22,Bengaluru,Karnataka,125.8,4.0,1.0,Repeat
ORDR012584,CUST030598,2024-05-17,Delivered,,2024-05-19,2024-05-20,2024-05-20,Mumbai,Maharashtra,29282.03,1.0,0.0,Repeat
ORDR012585,CUST033157,2024-05-17,Delivered,,2024-05-17,2024-05-24,2024-05-25,Tiruchirappalli,Tamil Nadu,3762.69,7.0,-1.0,VIP
ORDR012586,CUST033896,2024-05-17,Delivered,,2024-05-18,2024-05-21,2024-05-21,Pune,Maharashtra,10912.09,3.0,0.0,New
ORDR012587,CUST035766,2024-05-17,Delivered,,2024-05-19,2024-05-23,2024-05-21,Delhi,Delhi,20096.6,4.0,2.0,VIP
ORDR012588,CUST026767,2024-05-17,Cancelled,Customer Changed Mind,,,,Kochi,Kerala,248.32,,,Repeat
ORDR012589,CUST022468,2024-05-17,Delivered,,2024-05-17,2024-05-22,2024-05-21,Chennai,Tamil Nadu,7264.91,5.0,1.0,VIP
ORDR012590,CUST000200,2024-05-17,Delivered,,2024-05-17,2024-05-25,2024-05-21,Nashik,Maharashtra,39424.62,8.0,4.0,Repeat
ORDR012591,CUST022363,2024-05-17,Delivered,,2024-05-19,2024-05-23,2024-05-21,Mumbai,Maharashtra,3525.37,4.0,2.0,New
ORDR012592,CUST019064,2024-05-17,Delivered,,2024-05-19,2024-05-24,2024-05-21,Ahmedabad,Gujarat,50048.14,5.0,3.0,Repeat
ORDR012593,CUST023029,2024-05-17,Delivered,,2024-05-17,2024-05-19,2024-05-21,Coimbatore,Tamil Nadu,999.71,2.0,-2.0,Repeat
ORDR012594,CUST035143,2024-05-17,Delivered,,2024-05-17,2024-05-22,2024-05-22,Bhopal,Madhya Pradesh,7874.87,5.0,0.0,Repeat
ORDR012595,CUST022338,2024-05-17,Delivered,,2024-05-17,2024-05-22,2024-05-23,Ranchi,Jharkhand,281.72,5.0,-1.0,New
ORDR012596,CUST018308,2024-05-18,Delivered,,2024-05-20,2024-05-21,2024-05-22,Noida,Uttar Pradesh,6746.46,1.0,-1.0,Repeat
ORDR012597,CUST010120,2024-05-18,Delivered,,2024-05-20,2024-05-22,2024-05-22,Delhi,Delhi,480.42,2.0,0.0,New
ORDR012598,CUST015697,2024-05-18,Delivered,,2024-05-20,2024-05-21,2024-05-23,Gurugram,Haryana,32086.11,1.0,-2.0,Repeat
ORDR012599,CUST007164,2024-05-18,Delivered,,2024-05-20,2024-05-30,2024-05-23,Delhi,Delhi,3166.81,10.0,7.0,Repeat
ORDR012600,CUST028650,2024-05-18,Delivered,,2024-05-18,2024-05-23,2024-05-23,Gurugram,Haryana,427.78,5.0,0.0,Repeat
ORDR012601,CUST008684,2024-05-18,Delivered,,2024-05-19,2024-05-26,2024-05-22,Mumbai,Maharashtra,389.09,7.0,4.0,Repeat
ORDR012602,CUST030083,2024-05-18,Delivered,,2024-05-20,2024-05-27,2024-05-22,Mumbai,Maharashtra,2040.86,7.0,5.0,Repeat
ORDR012603,CUST001441,2024-05-18,Delivered,,2024-05-20,2024-05-24,2024-05-21,Bengaluru,Karnataka,2431.44,4.0,3.0,Repeat
ORDR012604,CUST029664,2024-05-18,Delivered,,2024-05-18,2024-05-22,2024-05-22,Madurai,Tamil Nadu,9265.94,4.0,0.0,Repeat
ORDR012605,CUST017592,2024-05-18,Delivered,,2024-05-20,2024-05-27,2024-05-23,Jodhpur,Rajasthan,779.22,7.0,4.0,Repeat
ORDR012606,CUST027929,2024-05-18,Delivered,,2024-05-18,2024-05-25,2024-05-24,Jaipur,Rajasthan,872.46,7.0,1.0,Repeat
ORDR012607,CUST012957,2024-05-18,Delivered,,2024-05-18,2024-05-23,2024-05-21,Noida,Uttar Pradesh,5575.34,5.0,2.0,Repeat
ORDR012608,CUST037875,2024-05-18,Delivered,,2024-05-20,2024-05-21,2024-05-21,Mumbai,Maharashtra,1963.26,1.0,0.0,Repeat
ORDR012609,CUST024544,2024-05-18,Returned,,2024-05-20,2024-05-26,2024-05-23,Madurai,Tamil Nadu,11368.96,6.0,3.0,Repeat
ORDR012610,CUST002907,2024-05-18,Delivered,,2024-05-19,2024-05-22,2024-05-21,Noida,Uttar Pradesh,815.31,3.0,1.0,Repeat
ORDR012611,CUST023800,2024-05-18,Delivered,,2024-05-20,2024-05-28,2024-05-24,Surat,Gujarat,3488.51,8.0,4.0,New
ORDR012612,CUST003868,2024-05-18,Delivered,,2024-05-18,2024-05-23,2024-05-22,Ghaziabad,Uttar Pradesh,373.4,5.0,1.0,Repeat
ORDR012613,CUST012136,2024-05-18,Returned,,2024-05-20,2024-05-24,2024-05-21,Ahmedabad,Gujarat,520.27,4.0,3.0,Repeat
ORDR012614,CUST037189,2024-05-18,Returned,,2024-05-19,2024-05-20,2024-05-21,Kolkata,West Bengal,83556.7,1.0,-1.0,Repeat
ORDR012615,CUST003764,2024-05-18,Returned,,2024-05-18,2024-05-24,2024-05-23,Chennai,Tamil Nadu,19712.64,6.0,1.0,VIP
ORDR012616,CUST011228,2024-05-18,Delivered,,2024-05-19,2024-05-25,2024-05-23,Gurugram,Haryana,1989.46,6.0,2.0,VIP
ORDR012617,CUST031460,2024-05-18,Delivered,,2024-05-18,2024-05-20,2024-05-22,Gurugram,Haryana,23046.29,2.0,-2.0,Repeat
ORDR012618,CUST005207,2024-05-18,Delivered,,2024-05-18,2024-05-20,2024-05-23,Vadodara,Gujarat,2029.97,2.0,-3.0,New
ORDR012619,CUST023368,2024-05-18,Delivered,,2024-05-18,2024-05-20,2024-05-22,Ahmedabad,Gujarat,6883.13,2.0,-2.0,Repeat
ORDR012620,CUST006021,2024-05-18,Returned,,2024-05-20,2024-05-27,2024-05-24,Meerut,Uttar Pradesh,2763.02,7.0,3.0,New
ORDR012621,CUST028831,2024-05-18,Delivered,,2024-05-18,2024-05-23,2024-05-25,Mysuru,Karnataka,8632.52,5.0,-2.0,Repeat
ORDR012622,CUST022187,2024-05-18,Delivered,,2024-05-18,2024-05-20,2024-05-22,Coimbatore,Tamil Nadu,28542.8,2.0,-2.0,New
ORDR012623,CUST028041,2024-05-18,Delivered,,2024-05-18,2024-05-21,2024-05-23,Jaipur,Rajasthan,796.1,3.0,-2.0,New
ORDR012624,CUST021278,2024-05-18,Delivered,,2024-05-18,2024-05-22,2024-05-22,Delhi,Delhi,57974.16,4.0,0.0,Repeat
ORDR012625,CUST018339,2024-05-18,Delivered,,2024-05-19,2024-05-22,2024-05-21,Delhi,Delhi,879.25,3.0,1.0,New
ORDR012626,CUST033666,2024-05-18,Cancelled,Payment Issue,,,,Hyderabad,Telangana,14603.37,,,Repeat
ORDR012627,CUST001373,2024-05-18,Delivered,,2024-05-20,2024-05-24,2024-05-23,Pune,Maharashtra,3427.2,4.0,1.0,New
ORDR012628,CUST019643,2024-05-18,Delivered,,2024-05-18,2024-05-24,2024-05-23,Ahmedabad,Gujarat,760.6,6.0,1.0,New
ORDR012629,CUST015447,2024-05-18,Delivered,,2024-05-18,2024-05-21,2024-05-23,Nashik,Maharashtra,1239.16,3.0,-2.0,Repeat
ORDR012630,CUST026767,2024-05-18,Delivered,,2024-05-19,2024-05-23,2024-05-23,Kochi,Kerala,1203.49,4.0,0.0,Repeat
ORDR012631,CUST039014,2024-05-18,Delivered,,2024-05-18,2024-05-25,2024-05-22,Ghaziabad,Uttar Pradesh,12568.86,7.0,3.0,Repeat
ORDR012632,CUST037181,2024-05-18,Delivered,,2024-05-18,2024-05-23,2024-05-23,Kochi,Kerala,8612.55,5.0,0.0,New
ORDR012633,CUST034746,2024-05-18,Delivered,,2024-05-20,2024-05-24,2024-05-22,Ahmedabad,Gujarat,13453.08,4.0,2.0,New
ORDR012634,CUST024088,2024-05-18,Delivered,,2024-05-19,2024-05-24,2024-05-23,Visakhapatnam,Andhra Pradesh,1850.87,5.0,1.0,VIP
ORDR012635,CUST002863,2024-05-18,Delivered,,2024-05-18,2024-05-22,2024-05-22,Hyderabad,Telangana,404.13,4.0,0.0,Repeat
ORDR012636,CUST030027,2024-05-18,Shipped,,2024-05-19,,2024-05-22,Ahmedabad,Gujarat,3594.65,,,Repeat
ORDR012637,CUST023803,2024-05-18,Returned,,2024-05-18,2024-05-22,2024-05-23,Agra,Uttar Pradesh,1832.43,4.0,-1.0,Repeat
ORDR012638,CUST020096,2024-05-18,Delivered,,2024-05-19,2024-05-25,2024-05-23,Bhubaneswar,Odisha,11719.53,6.0,2.0,Repeat
ORDR012639,CUST010300,2024-05-18,Delivered,,2024-05-18,2024-05-22,2024-05-22,Lucknow,Uttar Pradesh,5486.88,4.0,0.0,Repeat
ORDR012640,CUST001408,2024-05-18,Delivered,,2024-05-19,2024-05-26,2024-05-24,Margao,Goa,2626.1,7.0,2.0,Repeat
ORDR012641,CUST023501,2024-05-18,Delivered,,2024-05-18,2024-05-22,2024-05-22,Delhi,Delhi,633.48,4.0,0.0,Repeat
ORDR012642,CUST036167,2024-05-18,Delivered,,2024-05-18,2024-05-24,2024-05-22,Noida,Uttar Pradesh,11535.46,6.0,2.0,VIP
ORDR012643,CUST015589,2024-05-18,Cancelled,Customer Changed Mind,,,,Surat,Gujarat,2014.63,,,Repeat
ORDR012644,CUST002002,2024-05-18,Delivered,,2024-05-20,2024-05-28,2024-05-26,Mangaluru,Karnataka,21046.96,8.0,2.0,New
ORDR012645,CUST027955,2024-05-18,Delivered,,2024-05-20,2024-05-24,2024-05-22,Delhi,Delhi,777.21,4.0,2.0,Repeat
ORDR012646,CUST007070,2024-05-18,Delivered,,2024-05-19,2024-05-23,2024-05-22,Pune,Maharashtra,44091.82,4.0,1.0,New
ORDR012647,CUST036364,2024-05-18,Delivered,,2024-05-20,2024-05-24,2024-05-24,Hubballi,Karnataka,50618.34,4.0,0.0,New
ORDR012648,CUST023813,2024-05-18,Delivered,,2024-05-19,2024-05-26,2024-05-23,Chennai,Tamil Nadu,17743.03,7.0,3.0,Repeat
ORDR012649,CUST038633,2024-05-18,Delivered,,2024-05-19,2024-05-24,2024-05-22,Amritsar,Punjab,1229.14,5.0,2.0,Repeat
ORDR012650,CUST003570,2024-05-18,Cancelled,Payment Issue,,,,Hyderabad,Telangana,872.89,,,Repeat
ORDR012651,CUST016399,2024-05-18,Delivered,,2024-05-19,2024-05-20,2024-05-22,Bengaluru,Karnataka,318.12,1.0,-2.0,Repeat
ORDR012652,CUST039813,2024-05-18,Returned,,2024-05-19,2024-05-25,2024-05-23,Indore,Madhya Pradesh,2587.3,6.0,2.0,Repeat
ORDR012653,CUST003146,2024-05-18,Returned,,2024-05-20,2024-05-24,2024-05-21,Chennai,Tamil Nadu,16306.06,4.0,3.0,Repeat
ORDR012654,CUST003420,2024-05-18,Delivered,,2024-05-19,2024-05-24,2024-05-23,Lucknow,Uttar Pradesh,423.28,5.0,1.0,Repeat
ORDR012655,CUST035067,2024-05-18,Shipped,,2024-05-18,,2024-05-23,Panipat,Haryana,1833.45,,,New
ORDR012656,CUST011592,2024-05-18,Shipped,,2024-05-20,,2024-05-21,Ahmedabad,Gujarat,55034.13,,,VIP
ORDR012657,CUST010671,2024-05-18,Delivered,,2024-05-20,2024-05-26,2024-05-23,Guntur,Andhra Pradesh,20147.22,6.0,3.0,Repeat
ORDR012658,CUST028561,2024-05-18,Delivered,,2024-05-20,2024-05-23,2024-05-21,Delhi,Delhi,359.4,3.0,2.0,Repeat
ORDR012659,CUST037955,2024-05-18,Delivered,,2024-05-18,2024-05-31,2024-05-24,Vijayawada,Andhra Pradesh,2500.0,13.0,7.0,Repeat
ORDR012660,CUST006202,2024-05-18,Delivered,,2024-05-20,2024-05-24,2024-05-24,Thrissur,Kerala,499.53,4.0,0.0,VIP
ORDR012661,CUST035726,2024-05-18,Cancelled,Customer Changed Mind,,,,Noida,Uttar Pradesh,1437.94,,,New
ORDR012662,CUST017312,2024-05-18,Delivered,,2024-05-19,2024-05-24,2024-05-23,Surat,Gujarat,4649.89,5.0,1.0,Repeat
ORDR012663,CUST011417,2024-05-18,Pending,,,,2024-05-22,Kanpur,Uttar Pradesh,10521.98,,,New
ORDR012664,CUST038019,2024-05-18,Shipped,,2024-05-20,,2024-05-25,Cuttack,Odisha,13578.33,,,Repeat
ORDR012665,CUST015970,2024-05-18,Pending,,,,2024-05-25,Kollam,Kerala,4298.63,,,Repeat
ORDR012666,CUST010987,2024-05-18,Delivered,,2024-05-18,2024-05-29,2024-05-24,Meerut,Uttar Pradesh,5567.15,11.0,5.0,New
ORDR012667,CUST038393,2024-05-18,Delivered,,2024-05-18,2024-05-24,2024-05-25,Jodhpur,Rajasthan,1370.79,6.0,-1.0,Repeat
ORDR012668,CUST021642,2024-05-18,Delivered,,2024-05-20,2024-05-22,2024-05-22,Madurai,Tamil Nadu,40.32,2.0,0.0,Repeat
ORDR012669,CUST015868,2024-05-18,Delivered,,2024-05-18,2024-05-22,2024-05-23,Visakhapatnam,Andhra Pradesh,2227.31,4.0,-1.0,Repeat
ORDR012670,CUST002849,2024-05-18,Delivered,,2024-05-19,2024-05-25,2024-05-23,Mumbai,Maharashtra,325.64,6.0,2.0,VIP
ORDR012671,CUST007534,2024-05-18,Pending,,,,2024-05-25,Udaipur,Rajasthan,13054.97,,,VIP
ORDR012672,CUST018616,2024-05-18,Delivered,,2024-05-19,2024-05-25,2024-05-22,Ahmedabad,Gujarat,18822.04,6.0,3.0,Repeat
ORDR012673,CUST039998,2024-05-18,Delivered,,2024-05-20,2024-05-26,2024-05-23,Mumbai,Maharashtra,7907.36,6.0,3.0,VIP
ORDR012674,CUST033941,2024-05-18,Delivered,,2024-05-20,2024-05-23,2024-05-23,Noida,Uttar Pradesh,6737.41,3.0,0.0,Repeat
ORDR012675,CUST033499,2024-05-18,Delivered,,2024-05-20,2024-05-22,2024-05-22,Delhi,Delhi,51305.84,2.0,0.0,Repeat
ORDR012676,CUST028449,2024-05-18,Pending,,,,2024-05-23,Lucknow,Uttar Pradesh,2778.36,,,Repeat
ORDR012677,CUST023474,2024-05-18,Delivered,,2024-05-20,2024-05-25,2024-05-23,Kota,Rajasthan,11758.45,5.0,2.0,Repeat
ORDR012678,CUST028613,2024-05-18,Delivered,,2024-05-20,2024-05-24,2024-05-21,Bengaluru,Karnataka,2544.12,4.0,3.0,Repeat
ORDR012679,CUST021626,2024-05-18,Delivered,,2024-05-18,2024-05-25,2024-05-24,Jodhpur,Rajasthan,22135.13,7.0,1.0,VIP
ORDR012680,CUST017865,2024-05-18,Delivered,,2024-05-20,2024-05-24,2024-05-24,Chandigarh,Chandigarh,6582.2,4.0,0.0,Repeat
ORDR012681,CUST033335,2024-05-18,Delivered,,2024-05-18,2024-05-24,2024-05-24,Patna,Bihar,19992.73,6.0,0.0,Repeat
ORDR012682,CUST024934,2024-05-18,Delivered,,2024-05-19,2024-05-25,2024-05-23,Mysuru,Karnataka,20067.69,6.0,2.0,New
ORDR012683,CUST016362,2024-05-18,Delivered,,2024-05-20,2024-05-22,2024-05-22,Varanasi,Uttar Pradesh,832.23,2.0,0.0,Repeat
ORDR012684,CUST037038,2024-05-18,Cancelled,Delayed Processing,,,,Mumbai,Maharashtra,2693.65,,,Repeat
ORDR012685,CUST024399,2024-05-18,Delivered,,2024-05-19,2024-05-21,2024-05-21,Kolkata,West Bengal,88171.49,2.0,0.0,Repeat
ORDR012686,CUST004623,2024-05-18,Delivered,,2024-05-18,2024-05-24,2024-05-26,Ranchi,Jharkhand,1374.57,6.0,-2.0,Repeat
ORDR012687,CUST032403,2024-05-18,Shipped,,2024-05-19,,2024-05-23,Guwahati,Assam,1086.84,,,Repeat
ORDR012688,CUST016370,2024-05-18,Delivered,,2024-05-20,2024-05-25,2024-05-23,Lucknow,Uttar Pradesh,352.32,5.0,2.0,Repeat
ORDR012689,CUST014530,2024-05-18,Delivered,,2024-05-18,2024-05-19,2024-05-21,Chennai,Tamil Nadu,12098.88,1.0,-2.0,Repeat
ORDR012690,CUST024997,2024-05-18,Delivered,,2024-05-19,2024-05-24,2024-05-22,Agra,Uttar Pradesh,696.15,5.0,2.0,Repeat
ORDR012691,CUST001911,2024-05-18,Delivered,,2024-05-19,2024-05-28,2024-05-21,Mumbai,Maharashtra,512.49,9.0,7.0,New
ORDR012692,CUST038297,2024-05-18,Delivered,,2024-05-18,2024-05-21,2024-05-23,Mangaluru,Karnataka,7030.4,3.0,-2.0,Repeat
ORDR012693,CUST026423,2024-05-18,Delivered,,2024-05-19,2024-05-25,2024-05-23,Siliguri,West Bengal,902.41,6.0,2.0,Repeat
ORDR012694,CUST007834,2024-05-18,Delivered,,2024-05-18,2024-05-23,2024-05-22,Noida,Uttar Pradesh,672.95,5.0,1.0,Repeat
ORDR012695,CUST002806,2024-05-18,Returned,,2024-05-20,2024-05-25,2024-05-22,Chandigarh,Chandigarh,639.44,5.0,3.0,Repeat
ORDR012696,CUST021465,2024-05-18,Delivered,,2024-05-18,2024-05-20,2024-05-22,Mumbai,Maharashtra,2961.44,2.0,-2.0,New
ORDR012697,CUST030189,2024-05-18,Delivered,,2024-05-18,2024-05-23,2024-05-22,Faridabad,Haryana,6377.32,5.0,1.0,Repeat
ORDR012698,CUST013577,2024-05-18,Delivered,,2024-05-20,2024-05-25,2024-05-22,Gurugram,Haryana,42563.3,5.0,3.0,Repeat
ORDR012699,CUST007896,2024-05-18,Cancelled,Product Unavailable,,,,Pune,Maharashtra,41709.73,,,Repeat
ORDR012700,CUST024008,2024-05-18,Delivered,,2024-05-18,2024-05-24,2024-05-25,Kozhikode,Kerala,3337.28,6.0,-1.0,New
ORDR012701,CUST007524,2024-05-18,Delivered,,2024-05-20,2024-05-30,2024-05-26,Meerut,Uttar Pradesh,286.59,10.0,4.0,Repeat
ORDR012702,CUST005711,2024-05-18,Delivered,,2024-05-19,2024-05-25,2024-05-25,Kozhikode,Kerala,2851.55,6.0,0.0,Repeat
ORDR012703,CUST023173,2024-05-18,Delivered,,2024-05-18,2024-05-27,2024-05-21,Noida,Uttar Pradesh,4012.55,9.0,6.0,Repeat
ORDR012704,CUST007357,2024-05-18,Delivered,,2024-05-19,2024-05-26,2024-05-24,Aligarh,Uttar Pradesh,26554.93,7.0,2.0,Repeat
ORDR012705,CUST001601,2024-05-18,Delivered,,2024-05-20,2024-05-27,2024-05-24,Kanpur,Uttar Pradesh,14448.45,7.0,3.0,Repeat
ORDR012706,CUST014655,2024-05-18,Delivered,,2024-05-20,2024-05-26,2024-05-24,Bhubaneswar,Odisha,4366.56,6.0,2.0,Repeat
ORDR012707,CUST008976,2024-05-18,Delivered,,2024-05-20,2024-05-23,2024-05-21,Bengaluru,Karnataka,15801.97,3.0,2.0,New
ORDR012708,CUST008456,2024-05-18,Delivered,,2024-05-18,2024-05-19,2024-05-21,Mumbai,Maharashtra,2183.95,1.0,-2.0,Repeat
ORDR012709,CUST011772,2024-05-18,Delivered,,2024-05-19,2024-05-26,2024-05-23,Aurangabad,Maharashtra,12700.89,7.0,3.0,VIP
ORDR012710,CUST035507,2024-05-18,Delivered,,2024-05-20,2024-05-28,2024-05-25,Meerut,Uttar Pradesh,2760.64,8.0,3.0,Repeat
ORDR012711,CUST006554,2024-05-18,Returned,,2024-05-18,2024-05-21,2024-05-23,Guntur,Andhra Pradesh,44922.54,3.0,-2.0,Repeat
ORDR012712,CUST032381,2024-05-18,Delivered,,2024-05-18,2024-05-23,2024-05-25,Jodhpur,Rajasthan,4795.49,5.0,-2.0,New
ORDR012713,CUST012654,2024-05-18,Delivered,,2024-05-19,2024-05-29,2024-05-21,Chennai,Tamil Nadu,2988.28,10.0,8.0,Repeat
ORDR012714,CUST020456,2024-05-18,Delivered,,2024-05-18,2024-05-24,2024-05-23,Ajmer,Rajasthan,343.02,6.0,1.0,Repeat
ORDR012715,CUST028358,2024-05-18,Delivered,,2024-05-19,2024-06-03,2024-05-24,Udaipur,Rajasthan,268.76,15.0,10.0,New
ORDR012716,CUST030297,2024-05-18,Returned,,2024-05-19,2024-05-25,2024-05-23,Noida,Uttar Pradesh,3103.2,6.0,2.0,Repeat
ORDR012717,CUST029056,2024-05-18,Delivered,,2024-05-18,2024-05-25,2024-05-24,Tiruchirappalli,Tamil Nadu,2826.63,7.0,1.0,Repeat
ORDR012718,CUST027007,2024-05-18,Delivered,,2024-05-19,2024-05-25,2024-05-23,Cuttack,Odisha,908.96,6.0,2.0,New
ORDR012719,CUST014803,2024-05-18,Delivered,,2024-05-18,2024-05-31,2024-05-25,Ajmer,Rajasthan,27613.4,13.0,6.0,New
ORDR012720,CUST008278,2024-05-18,Returned,,2024-05-19,2024-05-21,2024-05-21,Delhi,Delhi,31459.51,2.0,0.0,Repeat
ORDR012721,CUST021659,2024-05-18,Delivered,,2024-05-19,2024-05-30,2024-05-23,Agra,Uttar Pradesh,1870.34,11.0,7.0,Repeat
ORDR012722,CUST030937,2024-05-18,Delivered,,2024-05-20,2024-05-27,2024-05-22,Lucknow,Uttar Pradesh,10885.22,7.0,5.0,Repeat
ORDR012723,CUST031803,2024-05-18,Delivered,,2024-05-18,2024-05-29,2024-05-26,Jammu,Jammu And Kashmir,1473.02,11.0,3.0,New
ORDR012724,CUST026145,2024-05-18,Delivered,,2024-05-19,2024-05-22,2024-05-21,Kolkata,West Bengal,622.17,3.0,1.0,Repeat
ORDR012725,CUST035979,2024-05-18,Delivered,,2024-05-20,2024-05-27,2024-05-26,Ranchi,Jharkhand,2572.24,7.0,1.0,New
ORDR012726,CUST023975,2024-05-18,Delivered,,2024-05-19,2024-05-26,2024-05-24,Lucknow,Uttar Pradesh,16988.56,7.0,2.0,VIP
ORDR012727,CUST035397,2024-05-18,Delivered,,2024-05-19,2024-05-21,2024-05-22,Amritsar,Punjab,1197.87,2.0,-1.0,Repeat
ORDR012728,CUST007594,2024-05-18,Delivered,,2024-05-18,2024-05-25,2024-05-23,Aurangabad,Maharashtra,56603.8,7.0,2.0,Repeat
ORDR012729,CUST035985,2024-05-18,Delivered,,2024-05-18,2024-05-22,2024-05-23,Chandigarh,Chandigarh,5021.28,4.0,-1.0,Repeat
ORDR012730,CUST014792,2024-05-18,Pending,,,,2024-05-22,Nagpur,Maharashtra,4954.68,,,Repeat
ORDR012731,CUST006569,2024-05-18,Pending,,,,2024-05-23,Visakhapatnam,Andhra Pradesh,1170.17,,,Repeat
ORDR012732,CUST022082,2024-05-18,Delivered,,2024-05-20,2024-05-24,2024-05-23,Varanasi,Uttar Pradesh,212.81,4.0,1.0,Repeat
ORDR012733,CUST003999,2024-05-18,Cancelled,Delayed Processing,,,,Mumbai,Maharashtra,13164.3,,,Repeat
ORDR012734,CUST006320,2024-05-18,Cancelled,Address Issue,,,,Lucknow,Uttar Pradesh,2628.38,,,New
ORDR012735,CUST038109,2024-05-18,Returned,,2024-05-20,2024-05-22,2024-05-23,Madurai,Tamil Nadu,16923.5,2.0,-1.0,Repeat
ORDR012736,CUST005822,2024-05-18,Delivered,,2024-05-19,2024-05-22,2024-05-23,Pune,Maharashtra,1523.06,3.0,-1.0,Repeat
ORDR012737,CUST007822,2024-05-18,Delivered,,2024-05-20,2024-05-24,2024-05-22,Bengaluru,Karnataka,1044.3,4.0,2.0,Repeat
ORDR012738,CUST026416,2024-05-18,Delivered,,2024-05-18,2024-05-21,2024-05-22,Bhopal,Madhya Pradesh,1894.32,3.0,-1.0,Repeat
ORDR012739,CUST031947,2024-05-18,Delivered,,2024-05-20,2024-05-24,2024-05-23,Jamshedpur,Jharkhand,11952.27,4.0,1.0,Repeat
ORDR012740,CUST030487,2024-05-18,Delivered,,2024-05-20,2024-05-28,2024-05-25,Udaipur,Rajasthan,2846.03,8.0,3.0,Repeat
ORDR012741,CUST018737,2024-05-18,Delivered,,2024-05-20,2024-05-29,2024-05-26,Guntur,Andhra Pradesh,436.27,9.0,3.0,New
ORDR012742,CUST028908,2024-05-18,Cancelled,Customer Changed Mind,,,,Jaipur,Rajasthan,129.56,,,Repeat
ORDR012743,CUST015874,2024-05-18,Delivered,,2024-05-20,2024-05-30,2024-05-23,Vadodara,Gujarat,769.2,10.0,7.0,Repeat
ORDR012744,CUST005528,2024-05-18,Delivered,,2024-05-20,2024-05-22,2024-05-21,Bengaluru,Karnataka,57613.13,2.0,1.0,Repeat
ORDR012745,CUST001088,2024-05-18,Pending,,,,2024-05-22,Indore,Madhya Pradesh,19400.03,,,Repeat
ORDR012746,CUST003568,2024-05-18,Shipped,,2024-05-18,,2024-05-23,Chandigarh,Chandigarh,15294.61,,,Repeat
ORDR012747,CUST032968,2024-05-18,Delivered,,2024-05-19,2024-05-28,2024-05-25,Mysuru,Karnataka,12725.01,9.0,3.0,Repeat
