order_item_id,order_id,product_id,seller_id,quantity,unit_price,discount_percent,item_total
OITM043406,ORDR022557,PROD002032,SELR001050,3,2000.59,24.5,4531.34
OITM043407,ORDR022557,PROD002095,SELR000691,1,416.02,16.9,345.71
OITM043408,ORDR022557,PROD001022,SELR000270,1,1455.5,9.0,1324.51
OITM043409,ORDR022557,PROD000049,SELR000206,3,6150.57,10.4,16532.73
OITM043410,ORDR022557,PROD003466,SELR001067,4,573.28,0.0,2293.12
OITM043411,ORDR022557,PROD003286,SELR001126,1,1869.99,17.0,1552.09
OITM043412,ORDR022558,PROD001660,SELR000483,2,414.83,4.2,794.81
OITM043413,ORDR022559,PROD000267,SELR000048,1,416.52,30.3,290.31
OITM043414,ORDR022560,PROD001546,SELR000212,1,5734.41,14.6,4897.19
OITM043415,ORDR022560,PROD000792,SELR000852,1,5365.85,15.7,4523.41
OITM043416,ORDR022561,PROD003366,SELR000902,1,8701.31,7.8,8022.61
OITM043417,ORDR022562,PROD000375,SELR000324,1,170.37,1.1,168.5
OITM043418,ORDR022563,PROD003064,SELR000964,2,9715.6,17.3,16069.6
OITM043419,ORDR022563,PROD003076,SELR001185,1,1706.9,9.7,1541.33
OITM043420,ORDR022564,PROD002729,SELR000050,1,5931.62,3.6,5718.08
OITM043421,ORDR022564,PROD002828,SELR000624,1,4246.91,17.2,3516.44
OITM043422,ORDR022565,PROD002331,SELR000728,1,890.96,7.5,824.14
OITM043423,ORDR022566,PROD001560,SELR000585,1,2031.6,16.8,1690.29
OITM043424,ORDR022566,PROD000290,SELR001096,1,14904.74,11.8,13145.98
OITM043425,ORDR022566,PROD001146,SELR000013,2,740.3,12.2,1299.97
OITM043426,ORDR022566,PROD002475,SELR000852,2,1017.59,18.3,1662.74
OITM043427,ORDR022566,PROD001859,SELR000022,2,1190.25,15.2,2018.66
OITM043428,ORDR022566,PROD003076,SELR001185,1,1706.9,8.4,1563.52
OITM043429,ORDR022566,PROD001418,SELR000211,1,959.31,5.8,903.67
OITM043430,ORDR022567,PROD002232,SELR000067,1,394.07,23.6,301.07
OITM043431,ORDR022568,PROD000923,SELR000815,1,1026.3,11.6,907.25
OITM043432,ORDR022569,PROD001864,SELR001125,1,641.47,25.5,477.9
OITM043433,ORDR022569,PROD001135,SELR000771,2,1551.71,14.8,2644.11
OITM043434,ORDR022570,PROD001331,SELR001080,1,1728.47,5.2,1638.59
OITM043435,ORDR022570,PROD001087,SELR001157,1,5937.5,21.8,4643.12
OITM043436,ORDR022571,PROD000831,SELR001116,4,609.84,16.5,2036.87
OITM043437,ORDR022572,PROD001534,SELR000225,1,1778.71,9.3,1613.29
OITM043438,ORDR022573,PROD001264,SELR000313,1,47761.88,12.1,41982.69
OITM043439,ORDR022574,PROD001261,SELR000261,1,960.14,11.6,848.76
OITM043440,ORDR022574,PROD001285,SELR001140,1,719.09,13.6,621.29
OITM043441,ORDR022575,PROD002617,SELR000257,1,3506.03,13.7,3025.7
OITM043442,ORDR022576,PROD000509,SELR000908,1,1605.95,14.9,1366.66
OITM043443,ORDR022577,PROD002540,SELR000071,2,6035.43,14.7,10296.44
OITM043444,ORDR022578,PROD002506,SELR000919,1,2211.2,6.3,2071.89
OITM043445,ORDR022579,PROD000485,SELR000735,1,810.32,10.0,729.29
OITM043446,ORDR022579,PROD000135,SELR001033,2,1288.29,18.3,2105.07
OITM043447,ORDR022579,PROD000117,SELR000261,1,1346.53,3.4,1300.75
OITM043448,ORDR022580,PROD002863,SELR000767,3,1704.88,16.2,4286.07
OITM043449,ORDR022581,PROD002675,SELR000133,1,201.35,11.4,178.4
OITM043450,ORDR022581,PROD001541,SELR000242,3,4863.71,27.6,10563.98
OITM043451,ORDR022582,PROD000954,SELR000519,1,420.75,17.6,346.7
OITM043452,ORDR022582,PROD003309,SELR001108,1,452.2,17.6,372.61
OITM043453,ORDR022582,PROD003279,SELR000567,1,1318.17,14.1,1132.31
OITM043454,ORDR022583,PROD000895,SELR000129,1,5813.78,25.2,4348.71
OITM043455,ORDR022583,PROD001647,SELR000379,1,1030.59,14.9,877.03
OITM043456,ORDR022584,PROD001126,SELR000027,3,911.38,5.3,2589.23
OITM043457,ORDR022585,PROD001013,SELR000474,1,60685.1,13.7,52371.24
OITM043458,ORDR022585,PROD003092,SELR000392,2,23898.05,11.2,42442.94
OITM043459,ORDR022585,PROD000187,SELR000258,1,4283.65,3.8,4120.87
OITM043460,ORDR022585,PROD002901,SELR000336,1,1198.69,19.3,967.34
OITM043461,ORDR022585,PROD001461,SELR000718,1,951.16,8.1,874.12
OITM043462,ORDR022586,PROD002043,SELR000085,2,1023.79,7.9,1885.82
OITM043463,ORDR022586,PROD001286,SELR000156,1,1297.6,5.9,1221.04
OITM043464,ORDR022586,PROD000704,SELR000908,2,2978.89,11.8,5254.76
OITM043465,ORDR022586,PROD001770,SELR000199,1,1575.18,13.5,1362.53
OITM043466,ORDR022587,PROD001332,SELR000637,1,37309.49,11.8,32906.97
OITM043467,ORDR022588,PROD002722,SELR000598,1,834.08,17.7,686.45
OITM043468,ORDR022589,PROD001484,SELR000791,1,12216.14,5.9,11495.39
OITM043469,ORDR022590,PROD002776,SELR000161,1,5880.12,11.2,5221.55
OITM043470,ORDR022590,PROD002635,SELR000131,1,423.93,0.0,423.93
OITM043471,ORDR022590,PROD000195,SELR001122,1,77153.35,5.1,73218.53
OITM043472,ORDR022590,PROD002133,SELR000359,2,5107.63,2.9,9919.02
OITM043473,ORDR022590,PROD001038,SELR001065,1,464.41,13.0,404.04
OITM043474,ORDR022590,PROD003107,SELR000455,1,3874.85,15.1,3289.75
OITM043475,ORDR022590,PROD002420,SELR000493,1,2916.42,26.2,2152.32
OITM043476,ORDR022591,PROD002506,SELR000919,2,2211.2,7.1,4108.41
OITM043477,ORDR022591,PROD003453,SELR000248,1,232.66,16.8,193.57
OITM043478,ORDR022592,PROD002828,SELR000624,1,4246.91,14.6,3626.86
OITM043479,ORDR022593,PROD002439,SELR001025,1,3354.98,27.1,2445.78
OITM043480,ORDR022594,PROD000806,SELR000635,1,1084.1,25.7,805.49
OITM043481,ORDR022594,PROD003215,SELR000309,1,1226.87,20.8,971.68
OITM043482,ORDR022595,PROD000329,SELR000583,2,820.01,21.0,1295.62
OITM043483,ORDR022595,PROD003234,SELR000204,1,5209.21,15.8,4386.15
OITM043484,ORDR022596,PROD000784,SELR000815,1,11499.07,4.4,10993.11
OITM043485,ORDR022596,PROD002527,SELR001183,1,2719.99,22.7,2102.55
OITM043486,ORDR022597,PROD000669,SELR000733,2,331.04,10.8,590.58
OITM043487,ORDR022598,PROD003428,SELR000429,1,1198.76,19.4,966.2
OITM043488,ORDR022599,PROD002635,SELR000131,1,423.93,1.3,418.42
OITM043489,ORDR022600,PROD002672,SELR000284,3,3730.54,11.3,9926.97
OITM043490,ORDR022601,PROD003209,SELR001123,1,1067.93,7.2,991.04
OITM043491,ORDR022602,PROD003228,SELR001012,1,1971.3,12.1,1732.77
OITM043492,ORDR022603,PROD002526,SELR000831,1,2431.95,11.1,2162.0
OITM043493,ORDR022604,PROD000321,SELR001188,1,1787.96,3.9,1718.23
OITM043494,ORDR022604,PROD003453,SELR000248,1,232.66,10.5,208.23
OITM043495,ORDR022604,PROD002286,SELR001171,1,18415.35,13.0,16021.35
OITM043496,ORDR022604,PROD001126,SELR000027,1,911.38,6.1,855.79
OITM043497,ORDR022605,PROD002526,SELR000831,1,2431.95,10.2,2183.89
OITM043498,ORDR022606,PROD001455,SELR000252,4,1091.16,10.0,3928.18
OITM043499,ORDR022607,PROD000835,SELR001165,1,488.7,5.3,462.8
OITM043500,ORDR022608,PROD002286,SELR001171,1,18415.35,11.6,16279.17
OITM043501,ORDR022608,PROD001961,SELR000535,1,604.83,1.5,595.76
OITM043502,ORDR022608,PROD000620,SELR000120,1,166.34,4.1,159.52
OITM043503,ORDR022608,PROD000649,SELR000148,3,3789.41,19.7,9128.69
OITM043504,ORDR022609,PROD001864,SELR001125,1,641.47,21.7,502.27
OITM043505,ORDR022610,PROD000235,SELR001116,3,1389.28,19.1,3371.78
OITM043506,ORDR022610,PROD003453,SELR000248,1,232.66,15.2,197.3
OITM043507,ORDR022611,PROD000592,SELR000343,1,13009.14,9.8,11734.24
OITM043508,ORDR022611,PROD002787,SELR000353,1,441.37,24.4,333.68
OITM043509,ORDR022611,PROD000971,SELR000533,1,582.31,12.9,507.19
OITM043510,ORDR022611,PROD002459,SELR000251,1,160.64,8.2,147.47
OITM043511,ORDR022612,PROD002185,SELR000161,1,4085.74,8.1,3754.8
OITM043512,ORDR022613,PROD002097,SELR000754,1,2452.3,10.6,2192.36
OITM043513,ORDR022613,PROD002068,SELR001023,2,1457.14,11.8,2570.39
OITM043514,ORDR022614,PROD001012,SELR001153,1,802.57,23.4,614.77
OITM043515,ORDR022614,PROD000375,SELR000324,1,170.37,4.8,162.19
OITM043516,ORDR022615,PROD001968,SELR000803,2,304.14,14.8,518.25
OITM043517,ORDR022616,PROD000362,SELR000620,1,2487.66,13.5,2151.83
OITM043518,ORDR022617,PROD000034,SELR000246,1,695.81,7.9,640.84
OITM043519,ORDR022617,PROD000944,SELR000413,1,215.24,10.1,193.5
OITM043520,ORDR022617,PROD001781,SELR000217,2,467.74,15.8,787.67
OITM043521,ORDR022618,PROD002786,SELR000973,1,2470.06,4.7,2353.97
OITM043522,ORDR022618,PROD001660,SELR000483,3,414.83,6.0,1169.82
OITM043523,ORDR022618,PROD002863,SELR000767,1,1704.88,9.4,1544.62
OITM043524,ORDR022618,PROD001020,SELR000629,1,392.02,17.0,325.38
OITM043525,ORDR022618,PROD002889,SELR000140,1,2812.95,19.6,2261.61
OITM043526,ORDR022618,PROD002105,SELR000975,1,2383.59,22.5,1847.28
OITM043527,ORDR022618,PROD000905,SELR000479,1,959.5,9.4,869.31
OITM043528,ORDR022619,PROD000202,SELR001041,1,630.53,26.4,464.07
OITM043529,ORDR022620,PROD002440,SELR000299,1,4162.65,28.0,2997.11
OITM043530,ORDR022620,PROD001962,SELR000249,2,585.35,8.5,1071.19
OITM043531,ORDR022620,PROD002745,SELR001101,1,4316.39,10.7,3854.54
OITM043532,ORDR022620,PROD003408,SELR000060,1,962.49,16.4,804.64
OITM043533,ORDR022620,PROD001821,SELR000005,1,5260.31,4.8,5007.82
OITM043534,ORDR022620,PROD002656,SELR000869,2,5482.9,19.8,8794.57
OITM043535,ORDR022620,PROD001856,SELR000455,2,296.39,13.6,512.16
OITM043536,ORDR022620,PROD001557,SELR000099,1,3493.43,14.4,2990.38
OITM043537,ORDR022620,PROD002882,SELR000635,1,2140.65,24.9,1607.63
OITM043538,ORDR022621,PROD002417,SELR000569,1,3241.91,9.1,2946.9
OITM043539,ORDR022621,PROD001514,SELR000373,3,382.61,8.6,1049.12
OITM043540,ORDR022621,PROD001933,SELR000399,2,564.6,8.7,1030.96
OITM043541,ORDR022621,PROD002404,SELR000287,1,209.52,5.7,197.58
OITM043542,ORDR022621,PROD002264,SELR000701,1,1073.74,15.4,908.38
OITM043543,ORDR022621,PROD002635,SELR000131,2,423.93,1.2,837.69
OITM043544,ORDR022621,PROD000592,SELR000343,1,13009.14,10.2,11682.21
OITM043545,ORDR022621,PROD000856,SELR000164,1,3695.24,13.5,3196.38
OITM043546,ORDR022622,PROD000309,SELR000924,1,1215.12,8.6,1110.62
OITM043547,ORDR022622,PROD002794,SELR000051,1,1729.07,15.1,1467.98
OITM043548,ORDR022622,PROD001933,SELR000399,1,564.6,6.3,529.03
OITM043549,ORDR022622,PROD000384,SELR000140,2,3200.09,10.0,5760.16
OITM043550,ORDR022622,PROD002730,SELR000678,1,4735.91,22.4,3675.07
OITM043551,ORDR022623,PROD001080,SELR001190,1,7560.75,7.0,7031.5
OITM043552,ORDR022624,PROD000669,SELR000733,2,331.04,10.7,591.24
OITM043553,ORDR022624,PROD002557,SELR001080,1,7496.1,8.8,6836.44
OITM043554,ORDR022624,PROD002741,SELR000536,2,1486.73,5.7,2803.97
OITM043555,ORDR022624,PROD002869,SELR000273,1,53717.0,9.1,48828.75
OITM043556,ORDR022624,PROD003453,SELR000248,1,232.66,15.5,196.6
OITM043557,ORDR022624,PROD000108,SELR000359,1,466.02,9.3,422.68
OITM043558,ORDR022625,PROD001358,SELR000555,1,2132.7,26.6,1565.4
OITM043559,ORDR022626,PROD002539,SELR000755,1,500.43,18.3,408.85
OITM043560,ORDR022626,PROD000669,SELR000733,1,331.04,8.6,302.57
OITM043561,ORDR022627,PROD000650,SELR001051,1,654.47,15.4,553.68
OITM043562,ORDR022628,PROD001325,SELR000236,3,414.1,8.9,1131.74
OITM043563,ORDR022628,PROD001864,SELR001125,1,641.47,15.4,542.68
OITM043564,ORDR022628,PROD000590,SELR000108,1,3183.7,16.8,2648.84
OITM043565,ORDR022629,PROD000987,SELR001168,2,13876.6,15.1,23562.47
OITM043566,ORDR022629,PROD001685,SELR000109,1,26909.95,10.3,24138.23
OITM043567,ORDR022629,PROD003408,SELR000060,1,962.49,16.3,805.6
OITM043568,ORDR022629,PROD001581,SELR000464,1,494.18,15.3,418.57
OITM043569,ORDR022629,PROD000533,SELR000202,2,25630.37,13.0,44596.84
OITM043570,ORDR022630,PROD000267,SELR000048,4,416.52,26.7,1221.24
OITM043571,ORDR022631,PROD000703,SELR000701,1,228.15,19.9,182.75
OITM043572,ORDR022632,PROD002746,SELR000421,1,3211.62,26.1,2373.39
OITM043573,ORDR022633,PROD002115,SELR000011,1,1004.12,6.0,943.87
OITM043574,ORDR022633,PROD002492,SELR000998,1,3791.34,7.6,3503.2
OITM043575,ORDR022633,PROD000592,SELR000343,1,13009.14,10.6,11630.17
OITM043576,ORDR022633,PROD001864,SELR001125,1,641.47,12.9,558.72
OITM043577,ORDR022633,PROD000553,SELR001101,3,6321.94,5.4,17941.67
OITM043578,ORDR022633,PROD000834,SELR000997,1,3818.08,13.1,3317.91
OITM043579,ORDR022633,PROD002894,SELR000920,1,4124.0,15.1,3501.28
OITM043580,ORDR022634,PROD002232,SELR000067,2,394.07,18.5,642.33
OITM043581,ORDR022634,PROD000762,SELR000675,1,224.38,20.4,178.61
OITM043582,ORDR022635,PROD003386,SELR001012,1,9971.73,7.8,9193.94
OITM043583,ORDR022635,PROD002557,SELR001080,1,7496.1,16.2,6281.73
OITM043584,ORDR022636,PROD000785,SELR001190,1,801.7,4.9,762.42
OITM043585,ORDR022637,PROD003453,SELR000248,1,232.66,16.8,193.57
OITM043586,ORDR022638,PROD000112,SELR001124,1,4362.05,8.0,4013.09
OITM043587,ORDR022639,PROD002287,SELR000302,1,415.44,14.3,356.03
OITM043588,ORDR022640,PROD000156,SELR001005,1,4152.37,12.0,3654.09
OITM043589,ORDR022641,PROD003158,SELR000715,1,1004.39,27.3,730.19
OITM043590,ORDR022642,PROD002879,SELR000806,2,490.82,16.8,816.72
OITM043591,ORDR022642,PROD000669,SELR000733,1,331.04,2.0,324.42
OITM043592,ORDR022643,PROD000448,SELR000969,1,5494.16,14.0,4724.98
OITM043593,ORDR022644,PROD002941,SELR000893,1,515.05,20.4,409.98
OITM043594,ORDR022645,PROD000412,SELR000147,1,17689.56,20.3,14098.58
OITM043595,ORDR022646,PROD001455,SELR000252,1,1091.16,6.7,1018.05
OITM043596,ORDR022646,PROD001316,SELR001108,1,1424.19,11.4,1261.83
OITM043597,ORDR022646,PROD002987,SELR000594,1,5327.93,13.5,4608.66
OITM043598,ORDR022646,PROD002658,SELR000566,2,11898.32,16.5,19870.19
OITM043599,ORDR022646,PROD001399,SELR000906,3,1829.46,19.8,4401.68
OITM043600,ORDR022646,PROD000920,SELR000973,2,16886.6,19.0,27356.29
OITM043601,ORDR022647,PROD002366,SELR000707,1,3977.99,8.5,3639.86
OITM043602,ORDR022648,PROD001016,SELR000568,1,1763.03,8.0,1621.99
OITM043603,ORDR022649,PROD000331,SELR000161,1,5962.31,7.7,5503.21
OITM043604,ORDR022649,PROD000987,SELR001168,1,13876.6,20.2,11073.53
OITM043605,ORDR022649,PROD001146,SELR000013,1,740.3,7.7,683.3
OITM043606,ORDR022650,PROD003275,SELR000153,2,1127.96,20.6,1791.2
OITM043607,ORDR022651,PROD000510,SELR000127,1,1143.38,14.9,973.02
OITM043608,ORDR022652,PROD003453,SELR000248,1,232.66,13.0,202.41
OITM043609,ORDR022653,PROD002282,SELR000525,1,4210.78,19.6,3385.47
OITM043610,ORDR022654,PROD000876,SELR000811,1,13819.98,15.1,11733.16
OITM043611,ORDR022654,PROD000696,SELR000812,1,13557.6,10.9,12079.82
OITM043612,ORDR022655,PROD003453,SELR000248,2,232.66,11.8,410.41
OITM043613,ORDR022655,PROD002302,SELR000037,1,1238.72,13.2,1075.21
OITM043614,ORDR022656,PROD002401,SELR000027,2,495.07,18.5,806.96
OITM043615,ORDR022656,PROD003381,SELR000392,1,40163.98,10.8,35826.27
OITM043616,ORDR022656,PROD001933,SELR000399,2,564.6,12.6,986.92
OITM043617,ORDR022656,PROD002286,SELR001171,1,18415.35,17.0,15284.74
OITM043618,ORDR022657,PROD003159,SELR000207,1,4032.69,14.3,3456.02
OITM043619,ORDR022658,PROD003000,SELR000358,1,1395.28,5.4,1319.93
OITM043620,ORDR022659,PROD002911,SELR000917,3,855.38,25.1,1922.04
OITM043621,ORDR022659,PROD002863,SELR000767,1,1704.88,15.2,1445.74
OITM043622,ORDR022659,PROD000330,SELR000919,1,4911.79,17.7,4042.4
OITM043623,ORDR022660,PROD003453,SELR000248,1,232.66,19.2,187.99
OITM043624,ORDR022660,PROD000448,SELR000969,1,5494.16,27.2,3999.75
OITM043625,ORDR022661,PROD000987,SELR001168,1,13876.6,20.4,11045.77
OITM043626,ORDR022662,PROD000321,SELR001188,1,1787.96,15.0,1519.77
OITM043627,ORDR022662,PROD002830,SELR000321,2,404.42,11.7,714.21
OITM043628,ORDR022662,PROD003441,SELR001019,3,374.68,17.8,923.96
OITM043629,ORDR022663,PROD001105,SELR000040,1,7643.21,10.9,6810.1
OITM043630,ORDR022664,PROD003333,SELR000134,3,2993.9,12.7,7841.02
OITM043631,ORDR022664,PROD000460,SELR000218,1,682.95,12.9,594.85
OITM043632,ORDR022665,PROD002181,SELR000389,2,140.77,8.9,256.48
OITM043633,ORDR022665,PROD001656,SELR000733,1,158.04,0.2,157.72
OITM043634,ORDR022665,PROD001606,SELR000273,2,28653.02,8.7,52320.41
OITM043635,ORDR022666,PROD002557,SELR001080,2,7496.1,5.2,14212.61
OITM043636,ORDR022667,PROD001881,SELR000542,2,5794.33,20.4,9224.57
OITM043637,ORDR022668,PROD001430,SELR000199,1,904.98,13.5,782.81
OITM043638,ORDR022669,PROD003155,SELR000191,1,239.88,12.1,210.85
OITM043639,ORDR022669,PROD001664,SELR001107,1,2666.5,6.2,2501.18
OITM043640,ORDR022669,PROD002854,SELR000084,1,614.09,21.8,480.22
OITM043641,ORDR022669,PROD002358,SELR000571,2,396.91,18.2,649.34
OITM043642,ORDR022670,PROD000987,SELR001168,1,13876.6,14.4,11878.37
OITM043643,ORDR022671,PROD002113,SELR000650,2,889.54,5.9,1674.11
OITM043644,ORDR022671,PROD000957,SELR001153,1,20936.98,5.3,19827.32
OITM043645,ORDR022671,PROD001331,SELR001080,3,1728.47,16.2,4345.37
OITM043646,ORDR022671,PROD003417,SELR000769,1,2808.35,26.5,2064.14
OITM043647,ORDR022671,PROD000512,SELR000409,1,1231.38,9.8,1110.7
OITM043648,ORDR022672,PROD001219,SELR001057,1,6437.01,18.1,5271.91
OITM043649,ORDR022673,PROD000182,SELR001005,1,5057.74,17.9,4152.4
OITM043650,ORDR022673,PROD001264,SELR000313,2,47761.88,15.3,80908.62
OITM043651,ORDR022674,PROD000165,SELR000098,1,1048.15,18.0,859.48
OITM043652,ORDR022675,PROD001717,SELR000969,3,693.63,21.5,1633.5
OITM043653,ORDR022676,PROD001841,SELR000451,1,2755.53,17.6,2270.56
OITM043654,ORDR022677,PROD000472,SELR000619,1,1612.27,4.9,1533.27
OITM043655,ORDR022677,PROD000906,SELR000134,1,281.84,19.4,227.16
OITM043656,ORDR022678,PROD002618,SELR000467,1,192.87,2.9,187.28
OITM043657,ORDR022678,PROD000942,SELR000038,2,1386.84,9.4,2512.95
OITM043658,ORDR022678,PROD002221,SELR000302,1,193.04,10.8,172.19
OITM043659,ORDR022678,PROD002850,SELR000060,3,4079.83,15.8,10305.65
OITM043660,ORDR022679,PROD001968,SELR000803,1,304.14,12.9,264.91
OITM043661,ORDR022679,PROD002251,SELR000474,1,19055.48,9.9,17168.99
OITM043662,ORDR022680,PROD001635,SELR000881,1,4483.24,13.9,3860.07
OITM043663,ORDR022681,PROD002641,SELR000475,1,1453.64,17.0,1206.52
OITM043664,ORDR022682,PROD000442,SELR001040,2,369.75,9.5,669.25
OITM043665,ORDR022683,PROD000991,SELR000303,1,822.26,9.4,744.97
OITM043666,ORDR022683,PROD003050,SELR000237,2,1564.31,25.4,2333.95
OITM043667,ORDR022683,PROD000682,SELR000797,1,603.34,22.1,470.0
OITM043668,ORDR022683,PROD000663,SELR000647,1,485.62,26.2,358.39
OITM043669,ORDR022683,PROD002286,SELR001171,2,18415.35,5.0,34989.16
OITM043670,ORDR022684,PROD001362,SELR000500,4,2677.09,9.2,9723.19
OITM043671,ORDR022685,PROD003373,SELR001001,1,2726.88,9.3,2473.28
OITM043672,ORDR022686,PROD000182,SELR001005,4,5057.74,14.1,17378.39
OITM043673,ORDR022686,PROD002232,SELR000067,1,394.07,6.2,369.64
OITM043674,ORDR022687,PROD001958,SELR000671,1,3723.64,27.4,2703.36
OITM043675,ORDR022688,PROD000897,SELR000781,1,1396.81,8.8,1273.89
OITM043676,ORDR022689,PROD000399,SELR000270,1,825.87,12.8,720.16
OITM043677,ORDR022689,PROD000355,SELR000086,1,620.1,17.5,511.58
OITM043678,ORDR022689,PROD000987,SELR001168,1,13876.6,12.1,12197.53
OITM043679,ORDR022689,PROD002221,SELR000302,2,193.04,6.4,361.37
OITM043680,ORDR022690,PROD002373,SELR000682,1,172.42,7.1,160.18
OITM043681,ORDR022691,PROD002557,SELR001080,1,7496.1,16.8,6236.76
OITM043682,ORDR022691,PROD002635,SELR000131,1,423.93,11.3,376.03
OITM043683,ORDR022692,PROD000669,SELR000733,1,331.04,0.8,328.39
OITM043684,ORDR022692,PROD001239,SELR001043,1,5757.02,21.6,4513.5
OITM043685,ORDR022693,PROD000761,SELR000394,2,946.95,9.8,1708.3
OITM043686,ORDR022693,PROD000912,SELR000333,1,1296.33,13.7,1118.73
OITM043687,ORDR022693,PROD002220,SELR000201,1,1553.37,17.0,1289.3
OITM043688,ORDR022694,PROD000780,SELR000973,2,1348.66,4.2,2584.03
OITM043689,ORDR022694,PROD002614,SELR000648,2,2852.66,16.3,4775.35
OITM043690,ORDR022695,PROD003399,SELR000732,1,1816.64,9.9,1636.79
OITM043691,ORDR022696,PROD000023,SELR000125,1,1203.65,15.1,1021.9
OITM043692,ORDR022697,PROD001186,SELR000811,3,17947.46,8.0,49534.99
OITM043693,ORDR022698,PROD001200,SELR000841,1,5233.52,15.3,4432.79
OITM043694,ORDR022698,PROD002615,SELR000843,1,765.93,12.2,672.49
OITM043695,ORDR022698,PROD003116,SELR000123,1,2255.0,12.3,1977.63
OITM043696,ORDR022699,PROD000661,SELR000026,1,1246.75,11.8,1099.63
OITM043697,ORDR022700,PROD002907,SELR000811,1,27278.0,6.4,25532.21
OITM043698,ORDR022701,PROD002641,SELR000475,3,1453.64,13.7,3763.47
OITM043699,ORDR022702,PROD003222,SELR000207,1,2690.84,10.4,2410.99
OITM043700,ORDR022703,PROD000928,SELR000002,1,1358.22,8.2,1246.85
OITM043701,ORDR022704,PROD000592,SELR000343,3,13009.14,15.1,33134.28
OITM043702,ORDR022705,PROD001870,SELR000261,2,117.84,6.2,221.07
OITM043703,ORDR022705,PROD003453,SELR000248,2,232.66,10.7,415.53
OITM043704,ORDR022706,PROD002475,SELR000852,1,1017.59,19.4,820.18
OITM043705,ORDR022707,PROD003309,SELR001108,1,452.2,12.6,395.22
OITM043706,ORDR022707,PROD000592,SELR000343,1,13009.14,9.5,11773.27
OITM043707,ORDR022708,PROD002658,SELR000566,1,11898.32,7.9,10958.35
OITM043708,ORDR022708,PROD001789,SELR000035,1,1602.06,11.0,1425.83
OITM043709,ORDR022708,PROD001418,SELR000211,2,959.31,5.4,1815.01
OITM043710,ORDR022709,PROD001481,SELR000284,2,5255.27,19.8,8429.45
OITM043711,ORDR022710,PROD002330,SELR000353,2,9802.65,7.3,18174.11
OITM043712,ORDR022711,PROD002557,SELR001080,1,7496.1,8.1,6888.92
OITM043713,ORDR022711,PROD000923,SELR000815,1,1026.3,10.6,917.51
OITM043714,ORDR022712,PROD002850,SELR000060,1,4079.83,15.9,3431.14
OITM043715,ORDR022712,PROD002694,SELR000102,2,377.65,23.2,580.07
OITM043716,ORDR022712,PROD000459,SELR000034,1,1217.19,14.3,1043.13
OITM043717,ORDR022712,PROD002264,SELR000701,2,1073.74,6.4,2010.04
OITM043718,ORDR022713,PROD001294,SELR000163,1,906.7,17.2,750.75
OITM043719,ORDR022714,PROD001864,SELR001125,2,641.47,9.0,1167.48
OITM043720,ORDR022714,PROD001606,SELR000273,4,28653.02,16.7,95471.86
OITM043721,ORDR022714,PROD002686,SELR000065,1,1288.02,9.6,1164.37
OITM043722,ORDR022715,PROD002170,SELR000474,1,1066.64,9.5,965.31
OITM043723,ORDR022715,PROD001870,SELR000261,1,117.84,7.4,109.12
OITM043724,ORDR022715,PROD002557,SELR001080,1,7496.1,15.0,6371.69
OITM043725,ORDR022715,PROD001022,SELR000270,1,1455.5,11.4,1289.57
OITM043726,ORDR022715,PROD002305,SELR000738,1,2529.1,19.1,2046.04
OITM043727,ORDR022716,PROD000485,SELR000735,2,810.32,20.6,1286.79
OITM043728,ORDR022716,PROD003248,SELR000689,1,270.98,9.2,246.05
OITM043729,ORDR022717,PROD002850,SELR000060,1,4079.83,18.2,3337.3
OITM043730,ORDR022718,PROD002283,SELR000199,1,3352.52,7.1,3114.49
OITM043731,ORDR022718,PROD003193,SELR000636,1,10011.68,12.0,8810.28
OITM043732,ORDR022719,PROD000897,SELR000781,1,1396.81,2.3,1364.68
OITM043733,ORDR022720,PROD000043,SELR000637,1,14036.94,13.7,12113.88
OITM043734,ORDR022721,PROD001312,SELR001054,1,424.37,10.0,381.93
OITM043735,ORDR022722,PROD000355,SELR000086,1,620.1,3.4,599.02
OITM043736,ORDR022723,PROD000515,SELR001020,1,529.94,20.8,419.71
OITM043737,ORDR022724,PROD001919,SELR000766,1,6978.16,8.6,6378.04
OITM043738,ORDR022724,PROD002251,SELR000474,2,19055.48,14.4,32622.98
OITM043739,ORDR022724,PROD003107,SELR000455,1,3874.85,11.6,3425.37
OITM043740,ORDR022724,PROD000897,SELR000781,4,1396.81,9.7,5045.28
OITM043741,ORDR022725,PROD002264,SELR000701,1,1073.74,18.4,876.17
OITM043742,ORDR022726,PROD001567,SELR000741,1,1239.86,18.0,1016.69
OITM043743,ORDR022727,PROD000666,SELR001108,3,12097.85,10.1,32627.9
OITM043744,ORDR022728,PROD001461,SELR000718,1,951.16,7.8,876.97
OITM043745,ORDR022728,PROD002251,SELR000474,1,19055.48,7.2,17683.49
OITM043746,ORDR022729,PROD000300,SELR000066,3,60.87,6.8,170.19
OITM043747,ORDR022729,PROD001712,SELR000537,1,2947.75,11.7,2602.86
OITM043748,ORDR022730,PROD000897,SELR000781,1,1396.81,6.6,1304.62
OITM043749,ORDR022730,PROD003395,SELR000746,3,871.68,7.8,2411.07
OITM043750,ORDR022730,PROD000606,SELR001127,1,5494.88,19.1,4445.36
OITM043751,ORDR022730,PROD003159,SELR000207,1,4032.69,14.6,3443.92
