product_id,product_name,category,sub_category,seller_id,cost_price,selling_price,launch_date
PROD000863,Smart Footwear 655,Fashion,Footwear,SELR000764,3730.31,6029.73,2023-09-09
PROD000864,Everyday Kids Wear 938,Fashion,Kids Wear,SELR000833,3609.87,5234.29,2024-09-03
PROD000865,Comfort Women's Clothing 354,Fashion,Women's Clothing,SELR000241,2780.05,4303.49,2023-01-20
PROD000866,Everyday Educational Toy 161,Toys & Baby Products,Educational Toys,SELR000085,902.44,1100.33,2025-09-08
PROD000867,Trendy Children's Book 906,Books,Children's Books,SELR000369,150.49,175.0,2024-03-09
PROD000868,Signature Toys 541,Toys & Baby Products,Toys,SELR000686,3471.0,4742.57,2024-05-09
PROD000869,Pro Personal Care Essentials 963,Grocery,Personal Care Essentials,SELR000192,1403.66,1583.29,2023-11-15
PROD000870,Everyday Baby Feeding 568,Toys & Baby Products,Baby Feeding,SELR000254,201.88,266.36,2023-12-23
PROD000871,Basic Cookware 961,Home & Kitchen,Cookware,SELR000280,474.12,676.72,2023-09-02
PROD000872,Compact Women's Clothing 281,Fashion,Women's Clothing,SELR000384,559.05,765.36,2023-02-07
PROD000873,Premium Women's Clothing 637,Fashion,Women's Clothing,SELR000910,1096.93,1735.86,2023-07-29
PROD000874,Superior Bag 157,Fashion,Bags,SELR000704,1092.86,1435.34,2023-05-05
PROD000875,Trendy Fitness Equipment 162,Sports & Fitness,Fitness Equipment,SELR000545,4189.07,5062.56,2023-03-24
PROD000876,Trendy Tablet 396,Electronics,Tablets,SELR000811,11411.58,13819.98,2023-01-20
PROD000877,Pro Men's Clothing 817,Fashion,Men's Clothing,SELR000169,456.76,665.18,2024-10-22
PROD000878,Classic Cycling 516,Sports & Fitness,Cycling,SELR000767,205.14,260.71,2023-11-07
PROD000879,Superior Laptops 464,Electronics,Laptops,SELR000413,12188.25,14030.51,2023-02-13
PROD000880,Elite Cameras 951,Electronics,Cameras,SELR000227,986.41,1204.77,2023-09-11
PROD000881,Deluxe Smart Watche 160,Electronics,Smart Watches,SELR000791,20937.93,26284.16,2023-04-15
PROD000882,Superior Sportswear 870,Sports & Fitness,Sportswear,SELR000821,7209.13,9545.47,2023-07-07
PROD000883,Ultra Smartphones 860,Electronics,Smartphones,SELR000694,4798.15,5783.96,2023-05-28
PROD000884,Trendy Bags 232,Fashion,Bags,SELR001041,2471.47,3624.08,2023-04-13
PROD000885,Essential Bags 700,Fashion,Bags,SELR001182,4437.57,6759.0,2023-07-06
PROD000886,Classic Fiction 174,Books,Fiction,SELR000836,213.54,269.67,2025-07-22
PROD000887,Advanced Kids Wear 389,Fashion,Kids Wear,SELR000350,386.54,629.1,2023-07-16
PROD000888,Premium Laptops 720,Electronics,Laptops,SELR000729,3573.57,4371.58,2023-11-26
PROD000889,Classic Baby Gear 270,Toys & Baby Products,Baby Gear,SELR000455,1343.88,1644.86,2025-07-04
PROD000890,Compact Snacks 922,Grocery,Snacks,SELR000129,504.81,553.99,2025-07-24
PROD000891,Trendy Kids Wear 696,Fashion,Kids Wear,SELR000611,752.36,1003.49,2023-12-01
PROD000892,Superior Bags 876,Fashion,Bags,SELR000404,2599.06,4161.35,2023-01-23
PROD000893,Deluxe Watches & Jewellery 155,Fashion,Watches & Jewellery,SELR000581,368.54,583.92,2023-08-14
PROD000894,Signature Outdoor Gear 338,Sports & Fitness,Outdoor Gear,SELR000269,7903.31,9676.21,2023-06-29
PROD000895,Premium Kids Wear 821,Fashion,,SELR000129,4466.67,5813.78,2022-11-29
PROD000896,Compact Baby Gear 597,Toys & Baby Products,Baby Gear,SELR000247,2877.22,3854.24,2024-01-13
PROD000897,Elite Personal Care Essentials 395,Grocery,Personal Care Essentials,SELR000781,1269.16,1396.81,2023-11-03
PROD000898,Ultra Makeup 341,Beauty & Personal Care,Makeup,SELR000800,383.38,575.87,2023-08-22
PROD000899,Elite Accessories 316,Electronics,Accessories,SELR000637,18212.72,22002.66,2024-05-06
PROD000900,Classic Baby Care 459,Toys & Baby Products,Baby Care,SELR000756,1436.85,1969.43,2023-11-08
PROD000901,Basic Cycling 346,Sports & Fitness,Cycling,SELR001180,243.28,299.09,2025-09-24
PROD000902,Premium Non-Fiction 467,Books,Non-Fiction,SELR001156,155.61,179.23,2023-04-11
PROD000903,Advanced Smart Watche 927,Electronics,Smart Watches,SELR001162,32575.63,38146.45,2024-12-19
PROD000904,Essential Team Sports 266,Sports & Fitness,Team Sports,SELR001180,1483.54,1813.41,2025-02-05
PROD000905,Trendy Staple 154,Grocery,Staples,SELR000479,904.13,959.5,2024-01-20
PROD000906,Smart Baby Gear 109,Toys & Baby Products,Baby Gear,SELR000134,200.88,281.84,2023-01-19
PROD000907,Pro Fragrances 231,Beauty & Personal Care,Fragrances,SELR000232,182.7,271.86,2024-01-18
PROD000908,Smart Storage 276,Home & Kitchen,Storage,SELR000352,1259.55,1761.49,2023-05-03
PROD000909,Essential Kitchen Appliances 439,Home & Kitchen,Kitchen Appliances,SELR000091,368.69,478.74,2023-11-20
PROD000910,Premium Team Sport 128,Sports & Fitness,Team Sports,SELR000266,1434.85,1946.27,2023-02-13
PROD000911,Compact Diapers 995,Toys & Baby Products,Diapers,SELR000908,2815.48,3550.65,2024-11-08
PROD000912,Advanced Fragrances 693,Beauty & Personal Care,Fragrances,SELR000333,1000.62,1296.33,2023-08-01
PROD000913,Essential Women's Clothing 968,Fashion,Women's Clothing,SELR000918,2489.39,4049.31,2024-02-23
PROD000914,Essential Camera 229,Electronics,Cameras,SELR001185,984.88,1097.53,2025-03-19
PROD000915,Deluxe Grooming Tool 833,Beauty & Personal Care,Grooming Tools,SELR000504,1513.97,2292.25,2025-01-25
PROD000916,Smart Packaged Food 604,Grocery,Packaged Food,SELR000827,378.81,422.51,2023-12-16
PROD000917,Ultra Accessories 101,Electronics,Accessories,SELR000485,23543.55,27168.03,2022-11-30
PROD000918,Signature Home Decor 685,Home & Kitchen,Home Decor,SELR000742,17402.45,24625.13,2023-05-22
PROD000919,Comfort Toys 592,Toys & Baby Products,Toys,SELR000361,3365.79,4758.29,2023-06-01
PROD000920,Compact Storage 241,Home & Kitchen,Storage,SELR000973,13675.2,16886.6,2023-03-04
PROD000921,Ultra Bags 364,Fashion,Bags,SELR000035,3455.54,4792.87,2024-11-18
PROD000922,Classic Men's Clothing 120,Fashion,Men's Clothing,SELR000583,705.99,1009.36,2023-01-04
PROD000923,Deluxe Storage 635,Home & Kitchen,Storage,SELR000815,777.0,1026.3,2023-03-26
PROD000924,Comfort Smart Watches 564,Electronics,Smart Watches,SELR000417,7388.29,8324.82,2023-03-23
PROD000925,Compact Team Sports 400,Sports & Fitness,Team Sports,SELR000099,871.58,1121.76,2025-08-18
PROD000926,Signature Haircare 443,Beauty & Personal Care,Haircare,SELR000761,1052.76,1499.38,2023-10-13
PROD000927,Essential Team Sports 171,Sports & Fitness,Team Sports,SELR000907,3753.02,5239.16,2022-11-30
PROD000928,Premium Fragrances 217,Beauty & Personal Care,Fragrances,SELR000002,1027.11,1358.22,2023-09-11
PROD000929,Everyday Accessories 112,Electronics,Accessories,SELR000311,7278.63,8617.78,2023-06-01
PROD000930,Compact Women's Clothing 563,Fashion,Women's Clothing,SELR000208,309.67,499.51,2023-09-08
PROD000931,Everyday Bags 126,Fashion,Bags,SELR001128,325.62,534.59,2022-12-25
PROD000932,Basic Headphones 334,Electronics,Headphones,SELR000075,919.85,1132.66,2023-12-26
PROD000933,Elite Self-Help 812,Books,Self-Help,SELR001189,202.88,260.26,2023-08-19
PROD000934,Essential Accessories 631,Electronics,Accessories,SELR000335,29980.95,33114.02,2023-03-23
PROD000935,Basic Yoga Accessorie 402,Sports & Fitness,Yoga Accessories,SELR000735,218.81,295.56,2023-11-25
PROD000936,Advanced Women's Clothing 920,Fashion,Women's Clothing,SELR000849,385.23,502.71,2023-07-01
PROD000937,Everyday Accessories 632,Electronics,Accessories,SELR001121,56408.5,68475.14,2025-03-21
PROD000938,Pro Kids Wear 496,Fashion,Kids Wear,SELR000924,257.95,379.62,2023-02-12
PROD000939,Elite Bedding 435,Home & Kitchen,Bedding,SELR000032,571.8,803.49,2023-07-10
PROD000940,Trendy Yoga Accessorie 141,Sports & Fitness,Yoga Accessories,SELR001180,224.92,290.76,2023-03-07
PROD000941,Everyday Dairy 482,Grocery,Dairy,SELR000957,76.12,89.65,2023-10-30
PROD000942,Trendy Headphone 317,Electronics,Headphones,SELR000038,1127.9,1386.84,2023-05-16
PROD000943,Signature Personal Hygiene 590,Beauty & Personal Care,Personal Hygiene,SELR000680,559.03,835.72,2023-01-20
PROD000944,Premium Comics 517,Books,Comics,SELR000413,168.96,215.24,2024-07-12
PROD000945,Essential Footwear 805,Fashion,Footwear,SELR000583,3898.61,5358.98,2023-12-20
PROD000946,Premium Smartphone 638,Electronics,Smartphones,SELR000392,2326.43,2962.61,2023-12-15
PROD000947,Trendy Kids Wear 784,Fashion,Kids Wear,SELR000538,876.78,1396.12,2023-07-08
PROD000948,Essential Accessories 533,Electronics,Accessories,SELR000194,32507.35,37576.99,2023-04-17
PROD000949,Elite Baby Gear 899,Toys & Baby Products,Baby Gear,SELR001101,280.78,362.66,2023-03-08
PROD000950,Deluxe Home Decor 198,Home & Kitchen,Home Decor,SELR000258,3385.43,4517.28,2024-04-01
PROD000951,Compact Grooming Tool 638,Beauty & Personal Care,Grooming Tools,SELR000849,1285.82,1818.97,2025-02-23
PROD000952,Trendy Non-Fiction 133,Books,Non-Fiction,SELR000324,738.67,841.12,2025-01-01
PROD000953,Ultra Bedding 493,Home & Kitchen,Bedding,SELR000140,1810.91,2216.0,2023-03-21
PROD000954,Signature Sportswear 354,Sports & Fitness,Sportswear,SELR000519,327.98,420.75,2023-11-20
PROD000955,Trendy Smartphones 101,Electronics,Smartphones,SELR000565,42152.24,49251.85,2023-05-23
PROD000956,Smart Bedding 379,Home & Kitchen,Bedding,SELR001045,919.15,1263.17,2023-10-10
PROD000957,Compact Accessorie 490,Electronics,Accessories,SELR001153,17643.93,20936.98,2024-01-19
PROD000958,Compact Women's Clothing 461,Fashion,Women's Clothing,SELR000764,575.59,809.06,2023-06-02
PROD000959,Signature Footwear 522,Fashion,Footwear,SELR000101,427.42,609.88,2024-02-13
PROD000960,Smart Fitness Equipment 518,Sports & Fitness,Fitness Equipment,SELR001027,398.3,541.98,2024-11-29
PROD000961,Compact Team Sports 744,Sports & Fitness,Team Sports,SELR001136,7796.93,9851.92,2025-09-11
PROD000962,Advanced Comics 125,Books,Comics,SELR000491,181.17,232.2,2025-03-03
PROD000963,Classic Tablets 870,Electronics,Tablets,SELR001122,9725.97,11976.17,2023-01-30
PROD000964,Basic Diapers 984,Toys & Baby Products,Diapers,SELR000755,3389.5,4630.88,2025-01-29
PROD000965,Elite Smart Watche 751,Electronics,Smart Watches,SELR001142,20943.79,24496.91,2023-05-15
PROD000966,Compact Packaged Food 347,Grocery,Packaged Food,SELR000466,1177.72,1347.86,2023-08-03
PROD000967,Trendy Academic 624,Books,Academic,SELR000103,118.39,145.28,2023-06-30
PROD000968,Smart Skincare 569,Beauty & Personal Care,Skincare,SELR000976,162.74,228.92,2022-12-24
PROD000969,Basic Kitchen Appliances 785,Home & Kitchen,Kitchen Appliances,SELR000209,430.99,587.98,2023-08-06
PROD000970,Elite Non-Fiction 285,Books,Non-Fiction,SELR001192,309.12,376.99,2025-04-07
PROD000971,Ultra Comics 485,Books,Comics,SELR000533,499.81,582.31,2023-04-06
PROD000972,Essential Accessories 853,Electronics,Accessories,SELR000244,3260.76,3869.78,2025-10-01
PROD000973,Signature Academic 657,Books,Academic,SELR000413,406.69,523.1,2023-05-09
PROD000974,Everyday Laptops 992,Electronics,Laptops,SELR000335,3759.78,4536.22,2022-12-24
PROD000975,Essential Cookware 204,Home & Kitchen,Cookware,SELR000707,13108.29,18156.3,2025-03-04
PROD000976,Deluxe Outdoor Gear 219,Sports & Fitness,Outdoor Gear,SELR000379,767.13,1000.1,2023-06-08
PROD000977,Trendy Personal Care Essentials 491,Grocery,Personal Care Essentials,SELR000003,933.57,1038.62,2024-12-07
PROD000978,Superior Bedding 507,Home & Kitchen,Bedding,SELR000267,841.96,1128.49,2023-02-23
PROD000979,Premium Watches & Jewellery 649,Fashion,Watches & Jewellery,SELR000869,427.98,643.55,2022-11-30
PROD000980,Superior Home Decor 421,Home & Kitchen,Home Decor,SELR000530,17384.46,25084.64,2023-11-29
PROD000981,Classic Watches & Jewellery 742,Fashion,Watches & Jewellery,SELR000712,1473.76,2373.04,2023-12-28
PROD000982,Ultra Haircare 237,Beauty & Personal Care,Haircare,SELR000601,1654.69,2540.28,2024-01-21
PROD000983,Premium Storage 567,Home & Kitchen,Storage,SELR000525,10705.78,15276.74,2024-02-25
PROD000984,Pro Academic 266,Books,Academic,SELR001069,175.53,201.59,2023-04-20
PROD000985,Essential Kids Wear 521,Fashion,Kids Wear,SELR001089,283.88,434.55,2023-10-05
PROD000986,Comfort Men's Clothing 487,Fashion,Men's Clothing,SELR000257,3713.16,6118.73,2024-12-11
PROD000987,Comfort Home Decor 643,Home & Kitchen,Home Decor,SELR001168,9833.66,13876.6,2024-03-21
PROD000988,Compact Smartphones 558,Electronics,Smartphones,SELR000603,7835.46,9256.44,2024-01-13
PROD000989,Essential Men's Clothing 909,Fashion,Men's Clothing,SELR001141,1591.15,2081.14,2023-09-14
PROD000990,Basic Bag 364,Fashion,Bags,SELR001026,2483.32,3799.77,2023-12-20
PROD000991,Ultra Bedding 158,Home & Kitchen,Bedding,SELR000303,601.86,822.26,2024-02-05
PROD000992,Basic Footwear 277,Fashion,Footwear,SELR000094,1413.96,2228.12,2023-11-28
PROD000993,Pro Grooming Tools 299,Beauty & Personal Care,Grooming Tools,SELR000988,1777.97,2357.63,2025-04-18
PROD000994,Trendy Snack 931,Grocery,Snacks,SELR000458,725.93,785.35,2023-05-09
PROD000995,Elite Fragrances 782,Beauty & Personal Care,Fragrances,SELR000146,426.84,596.64,2023-07-29
PROD000996,Superior Men's Clothing 439,Fashion,Men's Clothing,SELR000104,2560.64,4136.4,2023-01-02
PROD000997,Ultra Headphones 883,Electronics,Headphones,SELR001001,862.92,1063.73,2024-08-10
PROD000998,Essential Smartphones 970,Electronics,Smartphones,SELR001151,37931.53,48240.37,2024-02-18
PROD000999,Smart Grooming Tool 434,Beauty & Personal Care,Grooming Tools,SELR001139,284.23,370.04,2023-02-03
PROD001000,Basic Sportswear 992,Sports & Fitness,Sportswear,SELR000221,1542.52,2198.47,2023-07-11
PROD001001,Ultra Accessories 348,Electronics,Accessories,SELR001029,3205.21,3817.12,2024-01-14
PROD001002,Trendy Kids Wear 337,Fashion,Kids Wear,SELR000092,4442.55,6484.4,2023-05-10
PROD001003,Smart Footwear 546,Fashion,Footwear,SELR000376,1536.62,2533.05,2023-08-25
PROD001004,Trendy Men's Clothing 199,Fashion,Men's Clothing,SELR001117,722.69,1008.53,2023-11-19
PROD001005,Ultra Baby Feeding 827,Toys & Baby Products,Baby Feeding,SELR000064,404.27,547.48,2023-11-24
PROD001006,Deluxe Kids Wear 554,Fashion,Kids Wear,SELR000405,400.11,543.18,2024-05-21
PROD001007,Essential Cameras 477,Electronics,Cameras,SELR000899,2511.3,3006.95,2022-12-25
PROD001008,Everyday Watches & Jewellery 621,Fashion,Watches & Jewellery,SELR000647,2868.21,4259.99,2025-08-17
PROD001009,Advanced Smart Watches 801,Electronics,Smart Watches,SELR000610,24991.76,31798.53,2023-11-09
PROD001010,Signature Headphones 856,Electronics,Headphones,SELR000273,20718.68,25187.74,2024-05-29
PROD001011,Deluxe Bedding 849,Home & Kitchen,Bedding,SELR000525,310.24,410.48,2023-03-30
PROD001012,Classic Footwear 575,Fashion,Footwear,SELR001153,542.52,802.57,2023-08-09
PROD001013,Essential Accessories 673,Electronics,Accessories,SELR000474,52419.55,60685.1,2022-12-29
PROD001014,Premium Haircare 459,Beauty & Personal Care,Haircare,SELR000524,201.35,301.57,2023-02-21
PROD001015,Premium Storage 536,Home & Kitchen,Storage,SELR001043,17319.19,24236.76,2025-10-16
PROD001016,Pro Cameras 722,Electronics,Cameras,SELR000568,1470.26,1763.03,2022-12-04
PROD001017,Comfort Packaged Food 771,Grocery,Packaged Food,SELR001151,146.4,166.31,2023-08-24
PROD001018,Basic Watches & Jewellery 418,Fashion,Watches & Jewellery,SELR001078,1726.75,2732.56,2023-08-08
PROD001019,Essential Baby Feeding 626,Toys & Baby Products,Baby Feeding,SELR000099,348.11,501.68,2024-12-29
PROD001020,Elite Baby Gear 853,Toys & Baby Products,Baby Gear,SELR000629,318.45,392.02,2023-08-27
PROD001021,Elite Bedding 120,Home & Kitchen,Bedding,SELR000409,8932.64,11849.57,2025-07-07
PROD001022,Superior Watches & Jewellery 316,Fashion,Watches & Jewellery,SELR000270,1031.13,1455.5,2023-01-11
PROD001023,Premium Staple 604,Grocery,Staples,SELR000155,35.97,38.97,2025-02-03
PROD001024,Everyday Furniture 284,Home & Kitchen,Furniture,SELR000795,6783.01,8625.36,2023-08-04
PROD001025,Advanced Men's Clothing 773,Fashion,Men's Clothing,SELR000129,4405.61,6939.63,2023-12-05
PROD001026,Basic Haircare 123,Beauty & Personal Care,Haircare,SELR001109,1842.72,2786.16,2023-06-13
PROD001027,Pro Storage 648,Home & Kitchen,Storage,SELR000875,5694.32,7557.63,2025-03-25
PROD001028,Elite Snack 130,Grocery,Snacks,SELR001070,1084.17,1204.71,2023-06-16
PROD001029,Advanced Sportswear 450,Sports & Fitness,Sportswear,SELR000159,296.08,399.45,2023-12-28
PROD001030,Pro Dairy 967,Grocery,Dairy,SELR000374,45.34,51.63,2024-02-18
PROD001031,Elite Academic 590,Books,Academic,SELR000684,1192.62,1480.68,2023-06-09
PROD001032,Elite Fitness Equipment 380,Sports & Fitness,Fitness Equipment,SELR001032,473.61,584.66,2023-04-12
PROD001033,Trendy Kitchen Appliances 469,Home & Kitchen,Kitchen Appliances,SELR000436,1290.71,1617.94,2023-08-18
PROD001034,Ultra Toy 656,Toys & Baby Products,Toys,SELR000271,1105.77,1543.41,2024-01-07
PROD001035,Signature Educational Toys 277,Toys & Baby Products,Educational Toys,SELR000786,1507.84,2042.07,2023-08-29
PROD001036,Smart Beverages 679,Grocery,Beverages,SELR000380,164.89,178.2,2023-05-04
PROD001037,Smart Children's Books 632,Books,Children's Books,SELR001102,486.07,581.09,2023-11-19
PROD001038,Compact Haircare 535,Beauty & Personal Care,Haircare,SELR001065,320.77,464.41,2023-02-17
PROD001039,Everyday Bags 609,Fashion,Bags,SELR000416,746.63,1014.61,2023-04-01
PROD001040,Compact Staples 312,Grocery,Staples,SELR000479,198.88,217.72,2023-02-05
PROD001041,Smart Headphones 410,Electronics,Headphones,SELR000286,20133.71,22317.66,2024-01-20
PROD001042,Pro Footwear 604,Fashion,,SELR001047,2940.98,4298.15,2024-02-02
PROD001043,Premium Kitchen Appliance 867,Home & Kitchen,Kitchen Appliances,SELR000802,320.24,400.51,2024-02-10
PROD001044,Advanced Personal Hygiene 894,Beauty & Personal Care,Personal Hygiene,SELR000285,2516.81,3551.47,2022-12-07
PROD001045,Superior Haircare 223,Beauty & Personal Care,Haircare,SELR000372,1424.17,2157.38,2024-01-14
PROD001046,Essential Kids Wear 229,Fashion,Kids Wear,SELR001020,630.97,941.05,2023-03-07
PROD001047,Deluxe Accessorie 875,Electronics,Accessories,SELR000566,13966.7,17479.12,2024-02-08
PROD001048,Deluxe Footwear 649,Fashion,Footwear,SELR000484,841.91,1374.94,2025-04-28
PROD001049,Ultra Kids Wear 516,Fashion,Kids Wear,SELR000635,1445.58,2321.39,2024-03-15
PROD001050,Compact Cameras 939,Electronics,Cameras,SELR000568,1154.22,1365.91,2023-09-25
PROD001051,Superior Sportswear 401,Sports & Fitness,Sportswear,SELR000088,416.51,594.76,2023-11-25
PROD001052,Elite Women's Clothing 831,Fashion,Women's Clothing,SELR000724,493.08,764.04,2023-05-18
PROD001053,Everyday Bags 302,Fashion,Bags,SELR000704,299.82,410.84,2023-12-11
PROD001054,Elite Kids Wear 775,Fashion,Kids Wear,SELR000966,630.15,991.63,2022-12-06
PROD001055,Compact Kitchen Appliances 732,,Kitchen Appliances,SELR000622,838.95,1181.14,2024-07-26
PROD001056,Advanced Snacks 846,Grocery,Snacks,SELR000404,656.07,773.54,2023-07-22
PROD001057,Ultra Women's Clothing 934,Fashion,Women's Clothing,SELR000596,1769.85,2695.66,2023-07-31
PROD001058,Deluxe Men's Clothing 230,Fashion,Men's Clothing,SELR000808,1422.43,1903.74,2024-01-07
PROD001059,Smart Outdoor Gear 419,Sports & Fitness,Outdoor Gear,SELR000631,1635.37,2310.57,2022-12-22
PROD001060,Basic Accessories 803,Electronics,Accessories,SELR000831,876.84,984.52,2024-01-08
PROD001061,Ultra Beverages 498,Grocery,Beverages,SELR000155,314.37,365.18,2024-09-01
PROD001062,Deluxe Baby Gear 584,Toys & Baby Products,Baby Gear,SELR000656,440.68,624.82,2024-02-26
PROD001063,Trendy Fragrance 268,Beauty & Personal Care,Fragrances,SELR000763,355.65,494.23,2023-10-23
PROD001064,Compact Toys 370,Toys & Baby Products,Toys,SELR000145,4240.74,5531.61,2023-05-03
PROD001065,Ultra Cookware 222,Home & Kitchen,Cookware,SELR000028,3492.12,5011.75,2025-07-27
PROD001066,Advanced Bedding 850,Home & Kitchen,Bedding,SELR000973,885.59,1099.15,2023-01-22
PROD001067,Basic Laptops 354,Electronics,Laptops,SELR000204,54045.29,64895.92,2023-01-22
PROD001068,Compact Accessories 975,Electronics,Accessories,SELR001124,55933.86,70253.72,2025-10-20
PROD001069,Trendy Watches & Jewellery 972,Fashion,Watches & Jewellery,SELR000493,1394.31,2042.62,2025-02-03
PROD001070,Comfort Cookware 271,Home & Kitchen,Cookware,SELR000268,2143.28,2696.64,2023-12-30
PROD001071,Everyday Furniture 682,Home & Kitchen,Furniture,SELR000258,1921.42,2707.28,2025-07-29
PROD001072,Premium Bags 991,Fashion,Bags,SELR000130,4356.51,7127.77,2023-11-06
PROD001073,Superior Haircare 306,Beauty & Personal Care,Haircare,SELR000249,2656.13,3335.31,2024-02-21
PROD001074,Trendy Watches & Jewellery 331,Fashion,Watches & Jewellery,SELR000270,1110.13,1520.93,2023-09-11
PROD001075,Classic Kids Wear 335,Fashion,Kids Wear,SELR000129,1480.09,2414.1,2023-01-09
PROD001076,Elite Watches & Jewellery 947,Fashion,Watches & Jewellery,SELR001047,3150.47,5051.17,2025-01-21
PROD001077,Ultra Yoga Accessories 320,Sports & Fitness,Yoga Accessories,SELR000477,893.99,1184.8,2023-11-10
PROD001078,Smart Cookware 414,Home & Kitchen,Cookware,SELR000173,951.61,1282.19,2023-06-25
PROD001079,Pro Comics 424,Books,Comics,SELR000413,211.04,267.09,2023-04-17
PROD001080,Premium Cameras 410,Electronics,Cameras,SELR001190,6166.64,7560.75,2023-07-12
PROD001081,Basic Bedding 482,Home & Kitchen,Bedding,SELR000306,10686.99,13774.92,2025-08-26
PROD001082,Pro Baby Feeding 496,Toys & Baby Products,Baby Feeding,SELR000236,1328.8,1875.55,2024-10-06
PROD001083,Premium Tablets 554,Electronics,Tablets,SELR000608,52338.51,59108.6,2023-05-08
PROD001084,Basic Bedding 778,Home & Kitchen,Bedding,SELR000618,4884.16,6447.58,2023-07-03
PROD001085,Essential Accessories 552,Electronics,Accessories,SELR000424,2807.95,3168.46,2023-06-07
PROD001086,Compact Watches & Jewellery 288,Fashion,Watches & Jewellery,SELR000698,1357.54,1923.54,2025-09-08
PROD001087,Pro Furniture 127,Home & Kitchen,Furniture,SELR001157,4621.96,5937.5,2023-04-04
PROD001088,Premium Kids Wear 827,Fashion,Kids Wear,SELR001183,250.43,392.8,2023-01-20
PROD001089,Classic Furniture 869,Home & Kitchen,Furniture,SELR000436,580.74,742.24,2023-11-07
PROD001090,Trendy Baby Feeding 316,Toys & Baby Products,Baby Feeding,SELR000558,342.38,440.15,2025-10-02
PROD001091,Advanced Footwear 423,Fashion,Footwear,SELR000153,1016.66,1610.76,2024-02-20
PROD001092,Compact Laptops 421,Electronics,Laptops,SELR000991,13960.32,15723.22,2025-01-10
PROD001093,Compact Beverages 268,Grocery,Beverages,SELR000294,61.54,71.49,2023-10-02
PROD001094,Superior Storage 155,Home & Kitchen,Storage,SELR000149,834.45,1060.0,2024-02-25
PROD001095,Ultra Baby Gear 975,Toys & Baby Products,Baby Gear,SELR000449,151.89,211.66,2023-12-29
PROD001096,Everyday Watches & Jewellery 161,,Watches & Jewellery,SELR000299,2112.99,3003.97,2024-12-09
PROD001097,Everyday Grooming Tool 385,Beauty & Personal Care,Grooming Tools,SELR000102,122.86,182.53,2023-05-09
PROD001098,Deluxe Baby Care 333,Toys & Baby Products,Baby Care,SELR000302,212.53,279.5,2025-07-03
PROD001099,Compact Women's Clothing 994,Fashion,Women's Clothing,SELR000167,2835.01,3927.9,2023-05-02
PROD001100,Classic Dairy 512,Grocery,Dairy,SELR000535,132.49,150.94,2025-08-11
PROD001101,Ultra Fragrances 207,Beauty & Personal Care,Fragrances,SELR000732,1047.66,1455.01,2023-08-14
PROD001102,Essential Packaged Food 318,Grocery,Packaged Food,SELR000944,163.7,181.77,2023-01-22
PROD001103,Deluxe Women's Clothing 165,Fashion,Women's Clothing,SELR000611,1018.69,1447.9,2023-01-08
PROD001104,Pro Home Decor 121,Home & Kitchen,Home Decor,SELR000121,857.17,1108.05,2025-05-08
PROD001105,Smart Cameras 516,Electronics,Cameras,SELR000040,6539.45,7643.21,2024-01-20
PROD001106,Essential Educational Toys 115,Toys & Baby Products,Educational Toys,SELR000916,1168.95,1587.18,2022-12-26
PROD001107,Smart Smartphone 334,Electronics,Smartphones,SELR000317,63907.01,77374.17,2023-05-27
PROD001108,Compact Laptops 732,Electronics,Laptops,SELR001086,20235.3,22615.89,2025-05-29
PROD001109,Premium Diaper 602,Toys & Baby Products,Diapers,SELR000134,2158.55,2864.89,2023-11-30
PROD001110,Ultra Kids Wear 105,Fashion,Kids Wear,SELR000445,3059.9,5017.67,2022-12-22
PROD001111,Trendy Skincare 762,Beauty & Personal Care,Skincare,SELR001107,251.89,385.05,2024-01-12
PROD001112,Ultra Footwear 639,Fashion,Footwear,SELR000611,1741.94,2715.14,2024-02-06
PROD001113,Basic Outdoor Gear 479,Sports & Fitness,Outdoor Gear,SELR000604,1383.44,1782.83,2024-02-16
PROD001114,Superior Women's Clothing 292,Fashion,Women's Clothing,SELR000909,2524.65,3301.46,2024-09-14
PROD001115,Elite Furniture 784,Home & Kitchen,Furniture,SELR001004,2743.99,3394.26,2024-09-26
PROD001116,Comfort Skincare 163,Beauty & Personal Care,Skincare,SELR000620,272.36,399.71,2023-02-13
PROD001117,Advanced Women's Clothing 677,Fashion,Women's Clothing,SELR000017,2214.84,3568.48,2023-01-22
PROD001118,Ultra Watches & Jewellery 718,Fashion,Watches & Jewellery,SELR000081,1977.01,3037.0,2023-12-08
PROD001119,Basic Bags 300,Fashion,Bags,SELR001182,3839.9,5714.13,2025-01-05
PROD001120,Superior Cycling 567,Sports & Fitness,Cycling,SELR000717,2908.91,4121.97,2024-03-20
PROD001121,Smart Bags 631,Fashion,Bags,SELR000068,2272.93,3567.3,2023-09-07
PROD001122,Ultra Bag 591,Fashion,Bags,SELR000855,1179.55,1751.33,2024-06-12
PROD001123,Signature Footwear 410,Fashion,Footwear,SELR001089,1630.21,2518.99,2023-02-24
PROD001124,Compact Cookware 664,Home & Kitchen,Cookware,SELR000100,2806.55,3543.71,2024-08-04
PROD001125,Everyday Sportswear 399,Sports & Fitness,Sportswear,SELR000092,553.02,731.8,2024-08-23
PROD001126,Premium Bedding 790,Home & Kitchen,Bedding,SELR000027,691.8,911.38,2023-05-30
