order_id,customer_id,order_date,order_status,cancellation_reason,shipped_date,delivery_date,expected_delivery_date,delivery_city,delivery_state,order_total
ORDR001531,CUST009022,2024-01-18,Delivered,,2024-01-18,2024-01-21,2024-01-23,Nashik,Maharashtra,415.76
ORDR001532,CUST039327,2024-01-18,Delivered,,2024-01-19,2024-01-24,2024-01-24,Jalandhar,Punjab,1988.82
ORDR001533,CUST009771,2024-01-18,Pending,,,,2024-01-22,Ahmedabad,Gujarat,6185.31
ORDR001534,CUST007299,2024-01-18,Delivered,,2024-01-19,2024-01-29,2024-01-22,Pune,Maharashtra,216.23
ORDR001535,CUST016070,2024-01-18,Delivered,,2024-01-18,2024-01-24,2024-01-22,Agra,Uttar Pradesh,442.38
ORDR001536,CUST013822,2024-01-18,Shipped,,2024-01-19,,2024-01-23,Thiruvananthapuram,Kerala,1038.33
ORDR001537,CUST001287,2024-01-18,Delivered,,2024-01-20,2024-01-22,2024-01-22,Nagpur,Maharashtra,4292.49
ORDR001538,CUST027935,2024-01-18,Cancelled,Payment issue,,,,Lucknow,Uttar Pradesh,13259.19
ORDR001539,CUST032054,2024-01-18,Delivered,,2024-01-20,2024-01-21,2024-01-23,Bengaluru,Karnataka,3185.73
ORDR001540,CUST005649,2024-01-18,Delivered,,2024-01-20,2024-01-26,2024-01-23,Dehradun,Uttarakhand,1484.19
ORDR001541,CUST022454,2024-01-18,Cancelled,Customer changed mind,,,,Thrissur,Kerala,1416.06
ORDR001542,CUST017114,2024-01-18,Delivered,,2024-01-19,2024-01-22,2024-01-22,Bengaluru,Karnataka,5136.91
ORDR001543,CUST024000,2024-01-18,Delivered,,2024-01-20,2024-01-24,2024-01-22,Pune,Maharashtra,379.88
ORDR001544,CUST018904,2024-01-18,Delivered,,2024-01-20,2024-01-25,2024-01-22,Kolkata,West Bengal,955.23
ORDR001545,CUST017877,2024-01-18,Delivered,,2024-01-19,2024-01-20,2024-01-21,Mumbai,Maharashtra,54014.84
ORDR001546,CUST035738,2024-01-18,Delivered,,2024-01-20,2024-01-24,2024-01-22,Mumbai,Maharashtra,3840.19
ORDR001547,CUST036376,2024-01-18,Delivered,,2024-01-18,2024-01-26,2024-01-22,Pune,Maharashtra,8355.14
ORDR001548,CUST031567,2024-01-18,Delivered,,2024-01-20,2024-01-24,2024-01-21,Chennai,Tamil Nadu,10712.92
ORDR001549,CUST011321,2024-01-18,Delivered,,2024-01-20,2024-01-28,2024-01-23,Kanpur,Uttar Pradesh,39750.58
ORDR001550,CUST026202,2024-01-18,Delivered,,2024-01-18,2024-01-23,2024-01-21,Gurugram,Haryana,338.77
ORDR001551,CUST013583,2024-01-18,Delivered,,2024-01-19,2024-01-25,2024-01-24,Moradabad,Uttar Pradesh,1122.53
ORDR001552,CUST021155,2024-01-18,Delivered,,2024-01-20,2024-01-23,2024-01-22,Visakhapatnam,Andhra Pradesh,361.05
ORDR001553,CUST018573,2024-01-18,Delivered,,2024-01-19,2024-01-23,2024-01-22,Gurugram,Haryana,127.7
ORDR001554,CUST012253,2024-01-18,Delivered,,2024-01-18,2024-01-20,2024-01-22,Delhi,Delhi,1773.81
ORDR001555,CUST005817,2024-01-18,Delivered,,2024-01-18,2024-01-20,2024-01-22,Kochi,Kerala,1387.5
ORDR001556,CUST018201,2024-01-18,Delivered,,2024-01-18,2024-01-19,2024-01-22,Mumbai,Maharashtra,3695.46
ORDR001557,CUST017952,2024-01-18,Returned,,2024-01-19,2024-01-24,2024-01-24,Imphal,Manipur,1086.68
ORDR001558,CUST023042,2024-01-18,Delivered,,2024-01-19,2024-01-25,2024-01-25,Cuttack,Odisha,531.21
ORDR001559,CUST012984,2024-01-18,Cancelled,Delayed processing,,,,Jaipur,Rajasthan,4460.58
ORDR001560,CUST018196,2024-01-18,Delivered,,2024-01-19,2024-01-23,2024-01-22,Ahmedabad,Gujarat,8820.2
ORDR001561,CUST014155,2024-01-18,Delivered,,2024-01-20,2024-01-25,2024-01-22,Jaipur,Rajasthan,43558.81
ORDR001562,CUST026341,2024-01-18,Delivered,,2024-01-20,2024-01-25,2024-01-23,Bhubaneswar,Odisha,4163.8
ORDR001563,CUST000524,2024-01-18,Delivered,,2024-01-20,2024-01-25,2024-01-21,Ahmedabad,Gujarat,1406.53
ORDR001564,CUST000524,2024-01-18,Delivered,,2024-01-18,2024-01-19,2024-01-21,Ahmedabad,Gujarat,715.58
ORDR001565,CUST007071,2024-01-18,Delivered,,2024-01-20,2024-01-27,2024-01-22,Bengaluru,Karnataka,10729.32
ORDR001566,CUST030274,2024-01-19,Delivered,,2024-01-19,2024-02-01,2024-01-27,Mysuru,Karnataka,408.21
ORDR001567,CUST007531,2024-01-19,Delivered,,2024-01-19,2024-01-21,2024-01-22,Hyderabad,Telangana,1727.31
ORDR001568,CUST009565,2024-01-19,Pending,,,,2024-01-23,Dehradun,Uttarakhand,295.18
ORDR001569,CUST023905,2024-01-19,Delivered,,2024-01-21,2024-01-30,2024-01-23,Thiruvananthapuram,Kerala,579.91
ORDR001570,CUST001321,2024-01-19,Delivered,,2024-01-21,2024-01-31,2024-01-27,Mangaluru,Karnataka,2539.72
ORDR001571,CUST020002,2024-01-19,Delivered,,2024-01-21,2024-01-27,2024-01-24,Pune,Maharashtra,675.76
ORDR001572,CUST014336,2024-01-19,Returned,,2024-01-19,2024-01-23,2024-01-25,Ludhiana,Punjab,4672.05
ORDR001573,CUST033819,2024-01-19,Delivered,,2024-01-21,2024-01-24,2024-01-22,Pune,Maharashtra,697.19
ORDR001574,CUST009838,2024-01-19,Delivered,,2024-01-19,2024-01-21,2024-01-23,Noida,Uttar Pradesh,2000.44
ORDR001575,CUST008491,2024-01-19,Delivered,,2024-01-20,2024-01-26,2024-01-25,Gorakhpur,Uttar Pradesh,4276.45
ORDR001576,CUST020054,2024-01-19,Delivered,,2024-01-21,2024-01-25,2024-01-23,Surat,Gujarat,571.91
ORDR001577,CUST013812,2024-01-19,Delivered,,2024-01-19,2024-01-23,2024-01-24,Dhanbad,Jharkhand,2119.38
ORDR001578,CUST029891,2024-01-19,Delivered,,2024-01-20,2024-01-24,2024-01-24,Hyderabad,Telangana,17191.97
ORDR001579,CUST026068,2024-01-19,Delivered,,2024-01-19,2024-01-22,2024-01-23,Mumbai,Maharashtra,264.76
ORDR001580,CUST013782,2024-01-19,Delivered,,2024-01-20,2024-01-25,2024-01-25,Kochi,Kerala,12148.94
ORDR001581,CUST005305,2024-01-19,Delivered,,2024-01-19,2024-01-22,2024-01-24,Kota,Rajasthan,2354.92
ORDR001582,CUST009859,2024-01-19,Delivered,,2024-01-19,2024-01-26,2024-01-25,Warangal,Telangana,727.65
ORDR001583,CUST011087,2024-01-19,Delivered,,2024-01-19,2024-01-23,2024-01-23,Pune,Maharashtra,4883.54
ORDR001584,CUST024466,2024-01-19,Delivered,,2024-01-19,2024-01-23,2024-01-23,Delhi,Delhi,5273.87
ORDR001585,CUST027974,2024-01-19,Delivered,,2024-01-21,2024-01-24,2024-01-23,Kolkata,West Bengal,909.43
ORDR001586,CUST007337,2024-01-19,Delivered,,2024-01-21,2024-01-30,2024-01-23,Hyderabad,Telangana,12124.58
ORDR001587,CUST034643,2024-01-19,Delivered,,2024-01-19,2024-01-22,2024-01-22,Noida,Uttar Pradesh,11211.05
ORDR001588,CUST004978,2024-01-19,Delivered,,2024-01-20,2024-01-24,2024-01-23,Noida,Uttar Pradesh,2375.04
ORDR001589,CUST012086,2024-01-19,Delivered,,2024-01-19,2024-01-30,2024-01-23,Ghaziabad,Uttar Pradesh,737.68
ORDR001590,CUST034955,2024-01-19,Delivered,,2024-01-21,2024-01-27,2024-01-24,Bhubaneswar,Odisha,8726.77
ORDR001591,CUST030917,2024-01-19,Pending,,,,2024-01-23,Hyderabad,Telangana,5451.05
ORDR001592,CUST007320,2024-01-19,Delivered,,2024-01-20,2024-01-23,2024-01-22,Mumbai,Maharashtra,9148.61
ORDR001593,CUST020189,2024-01-19,Delivered,,2024-01-19,2024-01-28,2024-01-22,Kolkata,West Bengal,13692.28
ORDR001594,CUST012136,2024-01-19,Delivered,,2024-01-21,2024-01-27,2024-01-24,Ahmedabad,Gujarat,9018.69
ORDR001595,CUST039456,2024-01-19,Returned,,2024-01-21,2024-01-28,2024-01-25,Nashik,Maharashtra,1410.68
ORDR001596,CUST032248,2024-01-19,Delivered,,2024-01-19,2024-01-23,2024-01-25,Bhubaneswar,Odisha,2720.32
ORDR001597,CUST031477,2024-01-19,Delivered,,2024-01-19,2024-01-21,2024-01-22,Bengaluru,Karnataka,2912.73
ORDR001598,CUST039085,2024-01-19,Delivered,,2024-01-20,2024-01-25,2024-01-23,Amritsar,Punjab,13421.95
ORDR001599,CUST004280,2024-01-19,Cancelled,Payment issue,,,,Surat,Gujarat,4358.66
ORDR001600,CUST034799,2024-01-19,Delivered,,2024-01-20,2024-01-25,2024-01-23,Pune,Maharashtra,1487.02
ORDR001601,CUST036717,2024-01-19,Delivered,,2024-01-19,2024-01-26,2024-01-25,Varanasi,Uttar Pradesh,922.56
ORDR001602,CUST006569,2024-01-19,Delivered,,2024-01-20,2024-01-26,2024-01-24,Visakhapatnam,Andhra Pradesh,1350.52
ORDR001603,CUST032648,2024-01-19,Delivered,,2024-01-19,2024-01-25,2024-01-25,Kozhikode,Kerala,41945.54
ORDR001604,CUST006816,2024-01-19,Delivered,,2024-01-21,2024-01-26,2024-01-23,Pune,Maharashtra,541.73
ORDR001605,CUST025382,2024-01-19,Delivered,,2024-01-21,2024-01-24,2024-01-22,Chennai,Tamil Nadu,4586.84
ORDR001606,CUST023456,2024-01-19,Delivered,,2024-01-20,2024-01-23,2024-01-23,Bengaluru,Karnataka,7418.31
ORDR001607,CUST026409,2024-01-19,Delivered,,2024-01-19,2024-01-23,2024-01-24,Kolkata,West Bengal,2968.88
ORDR001608,CUST024546,2024-01-19,Delivered,,2024-01-19,2024-01-24,2024-01-25,Cuttack,Odisha,350.39
ORDR001609,CUST025491,2024-01-19,Delivered,,2024-01-20,2024-01-25,2024-01-25,Surat,Gujarat,3845.87
ORDR001610,CUST010956,2024-01-19,Delivered,,2024-01-19,2024-01-22,2024-01-24,Mumbai,Maharashtra,9639.85
ORDR001611,CUST001651,2024-01-19,Delivered,,2024-01-21,2024-01-27,2024-01-25,Vijayawada,Andhra Pradesh,3074.43
ORDR001612,CUST029828,2024-01-19,Shipped,,2024-01-21,,2024-01-26,Tiruchirappalli,Tamil Nadu,1257.77
ORDR001613,CUST002895,2024-01-19,Delivered,,2024-01-20,2024-01-21,2024-01-23,Hyderabad,Telangana,758.04
ORDR001614,CUST038891,2024-01-19,Delivered,,2024-01-21,2024-01-28,2024-01-26,Rohtak,Haryana,251.73
ORDR001615,CUST032180,2024-01-19,Delivered,,2024-01-21,2024-01-30,2024-01-26,Cuttack,Odisha,763.76
ORDR001616,CUST000362,2024-01-19,Delivered,,2024-01-19,2024-01-22,2024-01-24,Mumbai,Maharashtra,870.23
ORDR001617,CUST019923,2024-01-19,Delivered,,2024-01-20,2024-01-26,2024-01-24,Bareilly,Uttar Pradesh,3106.37
ORDR001618,CUST025455,2024-01-19,Delivered,,2024-01-20,2024-01-25,2024-01-23,Hyderabad,Telangana,1206.87
ORDR001619,CUST039998,2024-01-19,Delivered,,2024-01-20,2024-01-21,2024-01-23,Mumbai,Maharashtra,468.05
ORDR001620,CUST033708,2024-01-19,Delivered,,2024-01-20,2024-01-25,2024-01-23,Nashik,Maharashtra,1456.67
ORDR001621,CUST024673,2024-01-19,Delivered,,2024-01-19,2024-01-25,2024-01-23,Kolkata,West Bengal,97.11
ORDR001622,CUST011981,2024-01-19,Returned,,2024-01-20,2024-01-28,2024-01-24,Kochi,Kerala,5093.42
ORDR001623,CUST026603,2024-01-19,Cancelled,Payment issue,,,,Noida,Uttar Pradesh,1144.19
ORDR001624,CUST030863,2024-01-19,Delivered,,2024-01-19,2024-01-26,2024-01-25,Nashik,Maharashtra,4053.48
ORDR001625,CUST022913,2024-01-19,Delivered,,2024-01-21,2024-01-24,2024-01-22,Delhi,Delhi,1481.4
ORDR001626,CUST031362,2024-01-19,Delivered,,2024-01-21,2024-01-26,2024-01-25,Jaipur,Rajasthan,1717.63
ORDR001627,CUST003998,2024-01-19,Shipped,,2024-01-19,,2024-01-26,Salem,Tamil Nadu,477.05
ORDR001628,CUST012063,2024-01-19,Delivered,,2024-01-19,2024-01-22,2024-01-22,Noida,Uttar Pradesh,12321.41
ORDR001629,CUST033805,2024-01-19,Delivered,,2024-01-20,2024-01-25,2024-01-25,Indore,Madhya Pradesh,7424.49
ORDR001630,CUST018676,2024-01-19,Returned,,2024-01-19,2024-01-23,2024-01-25,Meerut,Uttar Pradesh,558.8
ORDR001631,CUST012179,2024-01-19,Delivered,,2024-01-21,2024-01-24,2024-01-23,Nagpur,Maharashtra,5811.12
ORDR001632,CUST010128,2024-01-19,Cancelled,Payment issue,,,,Raipur,Chhattisgarh,340.02
ORDR001633,CUST029353,2024-01-19,Delivered,,2024-01-19,2024-01-23,2024-01-22,Pune,Maharashtra,8722.92
ORDR001634,CUST026866,2024-01-19,Delivered,,2024-01-21,2024-01-26,2024-01-24,Meerut,Uttar Pradesh,2494.31
ORDR001635,CUST027878,2024-01-19,Delivered,,2024-01-21,2024-01-27,2024-01-23,Chennai,Tamil Nadu,14907.05
ORDR001636,CUST033180,2024-01-19,Delivered,,2024-01-20,2024-01-23,2024-01-23,Mumbai,Maharashtra,9397.52
ORDR001637,CUST036936,2024-01-19,Cancelled,Pricing issue,,,,Amritsar,Punjab,2053.94
ORDR001638,CUST004427,2024-01-19,Delivered,,2024-01-21,2024-01-26,2024-01-23,Coimbatore,Tamil Nadu,11040.93
ORDR001639,CUST030722,2024-01-19,Delivered,,2024-01-20,2024-01-23,2024-01-24,Pune,Maharashtra,482.61
ORDR001640,CUST016140,2024-01-19,Delivered,,2024-01-21,2024-01-25,2024-01-22,Chennai,Tamil Nadu,17848.54
ORDR001641,CUST018396,2024-01-19,Shipped,,2024-01-20,,2024-01-22,Pune,Maharashtra,10146.9
ORDR001642,CUST034224,2024-01-19,Delivered,,2024-01-19,2024-01-21,2024-01-23,Bengaluru,Karnataka,19643.8
ORDR001643,CUST036652,2024-01-19,Delivered,,2024-01-20,2024-01-29,2024-01-26,Patiala,Punjab,4520.96
ORDR001644,CUST037551,2024-01-19,Delivered,,2024-01-19,2024-01-25,2024-01-25,Visakhapatnam,Andhra Pradesh,2337.44
ORDR001645,CUST039436,2024-01-19,Delivered,,2024-01-20,2024-01-26,2024-01-26,Jammu,Jammu and Kashmir,152.25
ORDR001646,CUST005886,2024-01-19,Delivered,,2024-01-21,2024-02-04,2024-01-24,Kolkata,West Bengal,421.59
ORDR001647,CUST032484,2024-01-19,Delivered,,2024-01-21,2024-01-26,2024-01-24,Delhi,Delhi,1365.63
ORDR001648,CUST032489,2024-01-19,Delivered,,2024-01-19,2024-01-27,2024-01-26,Mysuru,Karnataka,14298.27
ORDR001649,CUST027385,2024-01-19,Delivered,,2024-01-19,2024-01-28,2024-01-24,Jalandhar,Punjab,757.85
ORDR001650,CUST027385,2024-01-19,Delivered,,2024-01-19,2024-01-25,2024-01-26,Jalandhar,Punjab,3364.57
ORDR001651,CUST005573,2024-01-19,Delivered,,2024-01-20,2024-01-26,2024-01-25,Chandigarh,Chandigarh,1515.83
ORDR001652,CUST027512,2024-01-19,Delivered,,2024-01-19,2024-01-23,2024-01-24,Delhi,Delhi,53327.15
ORDR001653,CUST028465,2024-01-19,Delivered,,2024-01-19,2024-01-23,2024-01-25,Dehradun,Uttarakhand,9661.24
ORDR001654,CUST015688,2024-01-19,Delivered,,2024-01-21,2024-01-27,2024-01-23,Dehradun,Uttarakhand,1755.27
ORDR001655,CUST010703,2024-01-19,Returned,,2024-01-19,2024-01-21,2024-01-24,Warangal,Telangana,1197.03
ORDR001656,CUST026554,2024-01-19,Delivered,,2024-01-19,2024-01-23,2024-01-23,Bengaluru,Karnataka,2675.87
ORDR001657,CUST013054,2024-01-19,Pending,,,,2024-01-23,Nashik,Maharashtra,462.41
ORDR001658,CUST002222,2024-01-19,Cancelled,Pricing issue,,,,Hubballi,Karnataka,32694.13
ORDR001659,CUST028564,2024-01-19,Delivered,,2024-01-20,2024-01-27,2024-01-24,Chennai,Tamil Nadu,336.57
ORDR001660,CUST013209,2024-01-19,Delivered,,2024-01-20,2024-01-26,2024-01-26,Thrissur,Kerala,1252.73
ORDR001661,CUST036480,2024-01-19,Delivered,,2024-01-20,2024-01-22,2024-01-22,Hyderabad,Telangana,319.42
ORDR001662,CUST016187,2024-01-19,Delivered,,2024-01-21,2024-01-24,2024-01-22,Hyderabad,Telangana,2907.99
ORDR001663,CUST016182,2024-01-19,Returned,,2024-01-21,2024-01-25,2024-01-24,Kolkata,West Bengal,30142.67
ORDR001664,CUST030612,2024-01-19,Delivered,,2024-01-21,2024-01-31,2024-01-24,Lucknow,Uttar Pradesh,415.55
ORDR001665,CUST000946,2024-01-19,Delivered,,2024-01-20,2024-01-23,2024-01-23,Nashik,Maharashtra,8838.72
ORDR001666,CUST035591,2024-01-19,Delivered,,2024-01-20,2024-01-23,2024-01-23,Hyderabad,Telangana,700.6
ORDR001667,CUST011277,2024-01-19,Returned,,2024-01-19,2024-01-28,2024-01-26,Tiruchirappalli,Tamil Nadu,10084.88
ORDR001668,CUST036604,2024-01-19,Returned,,2024-01-20,2024-01-25,2024-01-26,Bareilly,Uttar Pradesh,288.19
ORDR001669,CUST027482,2024-01-19,Cancelled,Delayed processing,,,,Chennai,Tamil Nadu,6787.28
ORDR001670,CUST011651,2024-01-19,Delivered,,2024-01-20,2024-01-24,2024-01-26,Jabalpur,Madhya Pradesh,1798.52
ORDR001671,CUST028947,2024-01-19,Delivered,,2024-01-19,2024-01-22,2024-01-23,Mumbai,Maharashtra,184.91
ORDR001672,CUST022640,2024-01-19,Cancelled,Product unavailable,,,,Mumbai,Maharashtra,561.89
ORDR001673,CUST015275,2024-01-19,Delivered,,2024-01-20,2024-01-26,2024-01-23,Bhubaneswar,Odisha,1926.1
ORDR001674,CUST038024,2024-01-19,Delivered,,2024-01-19,2024-01-22,2024-01-22,Delhi,Delhi,1078.07
ORDR001675,CUST026051,2024-01-19,Delivered,,2024-01-21,2024-01-24,2024-01-23,Delhi,Delhi,220.48
ORDR001676,CUST002195,2024-01-19,Delivered,,2024-01-19,2024-01-24,2024-01-22,Gurugram,Haryana,1365.94
ORDR001677,CUST021686,2024-01-19,Cancelled,Product unavailable,,,,Hyderabad,Telangana,465.8
ORDR001678,CUST026762,2024-01-19,Cancelled,Payment issue,,,,Panaji,Goa,2798.71
ORDR001679,CUST023591,2024-01-19,Pending,,,,2024-01-23,Pune,Maharashtra,825.71
ORDR001680,CUST030695,2024-01-19,Delivered,,2024-01-19,2024-01-22,2024-01-24,Aligarh,Uttar Pradesh,100891.92
ORDR001681,CUST004373,2024-01-19,Delivered,,2024-01-21,2024-01-27,2024-01-24,Patna,Bihar,30970.16
ORDR001682,CUST008383,2024-01-19,Shipped,,2024-01-19,,2024-01-23,Nagpur,Maharashtra,1050.94
ORDR001683,CUST005813,2024-01-19,Pending,,,,2024-01-23,Vadodara,Gujarat,13678.12
ORDR001684,CUST034217,2024-01-19,Shipped,,2024-01-20,,2024-01-24,Kanpur,Uttar Pradesh,74146.01
ORDR001685,CUST038019,2024-01-19,Delivered,,2024-01-19,2024-01-26,2024-01-25,Cuttack,Odisha,57439.03
ORDR001686,CUST029038,2024-01-19,Delivered,,2024-01-20,2024-01-26,2024-01-24,Thiruvananthapuram,Kerala,3269.21
ORDR001687,CUST007997,2024-01-19,Delivered,,2024-01-20,2024-01-29,2024-01-25,Coimbatore,Tamil Nadu,681.83
ORDR001688,CUST002099,2024-01-19,Delivered,,2024-01-20,2024-01-25,2024-01-25,Bhopal,Madhya Pradesh,11235.93
ORDR001689,CUST007986,2024-01-19,Delivered,,2024-01-21,2024-01-28,2024-01-25,Solapur,Maharashtra,8820.2
ORDR001690,CUST001882,2024-01-19,Delivered,,2024-01-19,2024-01-24,2024-01-24,Coimbatore,Tamil Nadu,2357.82
ORDR001691,CUST028873,2024-01-19,Pending,,,,2024-01-23,Ahmedabad,Gujarat,18114.89
ORDR001692,CUST028218,2024-01-19,Delivered,,2024-01-21,2024-01-23,2024-01-22,Chennai,Tamil Nadu,63857.42
ORDR001693,CUST019705,2024-01-19,Delivered,,2024-01-21,2024-01-26,2024-01-26,Jodhpur,Rajasthan,2169.3
ORDR001694,CUST025352,2024-01-19,Delivered,,2024-01-19,2024-01-25,2024-01-26,Puducherry,Puducherry,775.43
ORDR001695,CUST023691,2024-01-20,Delivered,,2024-01-20,2024-01-28,2024-01-26,Jaipur,Rajasthan,594.98
ORDR001696,CUST018567,2024-01-20,Delivered,,2024-01-21,2024-01-25,2024-01-25,Noida,Uttar Pradesh,1004.86
ORDR001697,CUST005710,2024-01-20,Delivered,,2024-01-20,2024-01-24,2024-01-26,Surat,Gujarat,992.04
ORDR001698,CUST001995,2024-01-20,Delivered,,2024-01-21,2024-01-27,2024-01-25,Hyderabad,Telangana,9700.4
ORDR001699,CUST009539,2024-01-20,Returned,,2024-01-21,2024-01-25,2024-01-24,Kolkata,West Bengal,136.64
ORDR001700,CUST029537,2024-01-20,Delivered,,2024-01-21,2024-01-26,2024-01-25,Hyderabad,Telangana,439.03
ORDR001701,CUST018244,2024-01-20,Delivered,,2024-01-20,2024-01-23,2024-01-25,Kolkata,West Bengal,364.07
ORDR001702,CUST039112,2024-01-20,Delivered,,2024-01-20,2024-01-30,2024-01-25,Mumbai,Maharashtra,1097.93
ORDR001703,CUST034512,2024-01-20,Delivered,,2024-01-22,2024-01-24,2024-01-23,Bengaluru,Karnataka,2951.6
ORDR001704,CUST005941,2024-01-20,Delivered,,2024-01-21,2024-01-25,2024-01-25,Ahmedabad,Gujarat,7943.22
ORDR001705,CUST028767,2024-01-20,Delivered,,2024-01-22,2024-02-02,2024-01-25,Kolkata,West Bengal,481.6
ORDR001706,CUST015787,2024-01-20,Delivered,,2024-01-22,2024-01-26,2024-01-25,Coimbatore,Tamil Nadu,1601.68
ORDR001707,CUST023170,2024-01-20,Delivered,,2024-01-22,2024-01-26,2024-01-23,Chennai,Tamil Nadu,8890.15
ORDR001708,CUST012056,2024-01-20,Delivered,,2024-01-22,2024-01-28,2024-01-24,Gurugram,Haryana,2572.41
ORDR001709,CUST001463,2024-01-20,Delivered,,2024-01-20,2024-01-26,2024-01-25,Nagpur,Maharashtra,586.29
ORDR001710,CUST027476,2024-01-20,Delivered,,2024-01-21,2024-01-28,2024-01-28,Hubballi,Karnataka,3369.49
ORDR001711,CUST000651,2024-01-20,Delivered,,2024-01-22,2024-01-26,2024-01-24,Kolkata,West Bengal,360.81
ORDR001712,CUST004479,2024-01-20,Delivered,,2024-01-21,2024-01-27,2024-01-25,Mumbai,Maharashtra,17536.91
ORDR001713,CUST017047,2024-01-20,Delivered,,2024-01-20,2024-01-27,2024-01-26,Lucknow,Uttar Pradesh,275.96
ORDR001714,CUST024793,2024-01-20,Delivered,,2024-01-22,2024-01-25,2024-01-24,Vadodara,Gujarat,2405.44
ORDR001715,CUST003039,2024-01-20,Delivered,,2024-01-21,2024-01-26,2024-01-23,Bengaluru,Karnataka,886.72
ORDR001716,CUST031605,2024-01-20,Delivered,,2024-01-20,2024-01-26,2024-01-24,Hyderabad,Telangana,2813.94
ORDR001717,CUST016901,2024-01-20,Pending,,,,2024-01-24,Hyderabad,Telangana,14399.05
ORDR001718,CUST029486,2024-01-20,Delivered,,2024-01-20,2024-01-25,2024-01-25,Vijayawada,Andhra Pradesh,8572.57
ORDR001719,CUST024554,2024-01-20,Delivered,,2024-01-21,2024-01-25,2024-01-25,Ahmedabad,Gujarat,19027.68
ORDR001720,CUST013485,2024-01-20,Cancelled,Customer changed mind,,,,Jalandhar,Punjab,2775.34
ORDR001721,CUST019835,2024-01-20,Delivered,,2024-01-22,2024-01-26,2024-01-24,Indore,Madhya Pradesh,11245.41
ORDR001722,CUST036533,2024-01-20,Delivered,,2024-01-20,2024-01-25,2024-01-25,Ranchi,Jharkhand,1096.5
ORDR001723,CUST005714,2024-01-20,Delivered,,2024-01-22,2024-01-25,2024-01-24,Pune,Maharashtra,1605.38
ORDR001724,CUST018849,2024-01-20,Delivered,,2024-01-22,2024-01-26,2024-01-25,Delhi,Delhi,33948.98
ORDR001725,CUST039697,2024-01-20,Delivered,,2024-01-21,2024-02-02,2024-01-26,Vadodara,Gujarat,3281.79
ORDR001726,CUST010536,2024-01-20,Cancelled,Product unavailable,,,,Ghaziabad,Uttar Pradesh,1460.91
ORDR001727,CUST017232,2024-01-20,Cancelled,Delayed processing,,,,Patna,Bihar,723.64
ORDR001728,CUST022131,2024-01-20,Returned,,2024-01-20,2024-01-27,2024-01-26,Prayagraj,Uttar Pradesh,634.83
ORDR001729,CUST003416,2024-01-20,Delivered,,2024-01-22,2024-01-28,2024-01-23,Bengaluru,Karnataka,13277.47
ORDR001730,CUST011510,2024-01-20,Returned,,2024-01-22,2024-01-26,2024-01-24,Jaipur,Rajasthan,474.51
ORDR001731,CUST034917,2024-01-20,Delivered,,2024-01-22,2024-01-27,2024-01-24,Chennai,Tamil Nadu,1037.46
ORDR001732,CUST013035,2024-01-20,Delivered,,2024-01-21,2024-01-28,2024-01-28,Jodhpur,Rajasthan,5356.24
ORDR001733,CUST039848,2024-01-20,Delivered,,2024-01-21,2024-01-24,2024-01-25,Faridabad,Haryana,39.25
ORDR001734,CUST000268,2024-01-20,Delivered,,2024-01-20,2024-01-25,2024-01-24,Vadodara,Gujarat,6743.6
ORDR001735,CUST010408,2024-01-20,Returned,,2024-01-21,2024-01-26,2024-01-26,Moradabad,Uttar Pradesh,17787.91
ORDR001736,CUST025969,2024-01-20,Delivered,,2024-01-22,2024-01-26,2024-01-24,Kolkata,West Bengal,4662.14
ORDR001737,CUST039293,2024-01-20,Delivered,,2024-01-20,2024-01-28,2024-01-26,Bhopal,Madhya Pradesh,13307.7
ORDR001738,CUST036597,2024-01-20,Cancelled,Pricing issue,,,,Mumbai,Maharashtra,4028.85
ORDR001739,CUST015652,2024-01-20,Delivered,,2024-01-20,2024-01-26,2024-01-25,Faridabad,Haryana,1381.73
ORDR001740,CUST010589,2024-01-20,Delivered,,2024-01-20,2024-01-27,2024-01-28,Thrissur,Kerala,7946.34
ORDR001741,CUST027839,2024-01-20,Delivered,,2024-01-20,2024-01-28,2024-01-23,Kolkata,West Bengal,45917.71
ORDR001742,CUST033759,2024-01-20,Delivered,,2024-01-22,2024-01-23,2024-01-24,Delhi,Delhi,16078.74
ORDR001743,CUST028372,2024-01-20,Delivered,,2024-01-20,2024-01-24,2024-01-26,Rourkela,Odisha,8012.04
ORDR001744,CUST012076,2024-01-20,Delivered,,2024-01-20,2024-01-23,2024-01-25,Warangal,Telangana,277.74
ORDR001745,CUST019266,2024-01-20,Delivered,,2024-01-22,2024-01-27,2024-01-23,Mumbai,Maharashtra,9524.4
ORDR001746,CUST034521,2024-01-20,Delivered,,2024-01-21,2024-01-24,2024-01-23,Delhi,Delhi,15592.08
ORDR001747,CUST025089,2024-01-20,Cancelled,Pricing issue,,,,Hyderabad,Telangana,88791.76
ORDR001748,CUST029585,2024-01-20,Delivered,,2024-01-21,2024-01-25,2024-01-26,Jaipur,Rajasthan,23826.47
ORDR001749,CUST006933,2024-01-20,Cancelled,Payment issue,,,,Warangal,Telangana,3237.04
ORDR001750,CUST033539,2024-01-20,Cancelled,Payment issue,,,,Pune,Maharashtra,1426.37
ORDR001751,CUST034541,2024-01-20,Delivered,,2024-01-20,2024-01-26,2024-01-26,Vadodara,Gujarat,12561.63
