return_id,order_id,order_item_id,return_date,return_reason,return_status,refund_amount
RTRN001881,ORDR029107,,2024-10-30,Product not as described,Refunded,213.51
RTRN001882,ORDR029130,,2024-10-27,Late delivery,Refunded,472.07
RTRN001883,ORDR029131,,2024-10-21,Product not as described,Rejected,691.54
RTRN001884,ORDR029163,,2024-10-23,Product not as described,Refunded,2445.19
RTRN001885,ORDR029211,,2024-10-28,Damaged product,Refunded,1249.86
RTRN001886,ORDR029218,,2024-10-24,Customer changed mind,Rejected,2075.57
RTRN001887,ORDR029229,,2024-10-27,Product not as described,Refunded,2784.59
RTRN001888,ORDR029250,,2024-11-02,Product not as described,Refunded,3220.47
RTRN001889,ORDR029253,,2024-10-22,Wrong product,Refunded,3546.34
RTRN001890,ORDR029267,,2024-10-31,Size issue,Refunded,1982.38
RTRN001891,ORDR029279,,2024-11-05,Quality issue,Refunded,2999.92
RTRN001892,ORDR029285,,2024-11-07,Quality issue,Refunded,386.88
RTRN001893,ORDR029287,,2024-11-03,Wrong product,Refunded,3010.5
RTRN001894,ORDR029291,,2024-10-22,Size issue,Refunded,2853.08
RTRN001895,ORDR029331,,2024-10-31,Customer changed mind,Refunded,21452.34
RTRN001896,ORDR029347,,2024-10-23,Quality issue,Refunded,14822.42
RTRN001897,ORDR029351,,2024-10-27,Customer changed mind,Refunded,468.16
RTRN001898,ORDR029382,,2024-10-30,Damaged product,Refunded,3524.59
RTRN001899,ORDR029430,,2024-10-26,Quality issue,Rejected,4872.47
RTRN001900,ORDR029449,,2024-10-30,Wrong product,Refunded,7376.2
RTRN001901,ORDR029487,,2024-11-02,Product not as described,Rejected,4192.45
RTRN001902,ORDR029488,,2024-11-02,Customer changed mind,Refunded,6301.26
RTRN001903,ORDR029495,,2024-10-28,Product not as described,Rejected,17699.23
RTRN001904,ORDR029526,,2024-10-21,Customer changed mind,Refunded,267.04
RTRN001905,ORDR029535,,2024-11-04,Size issue,Refunded,1390.52
RTRN001906,ORDR029542,,2024-11-05,Damaged product,Refunded,88801.05
RTRN001907,ORDR029577,,2024-10-24,Damaged product,Refunded,1799.33
RTRN001908,ORDR029587,,2024-10-28,Wrong product,Refunded,7469.61
RTRN001909,ORDR029621,,2024-10-21,Damaged product,Refunded,26542.36
RTRN001910,ORDR029635,,2024-10-24,Product not as described,Refunded,14188.77
RTRN001911,ORDR029744,,2024-10-29,Damaged product,Refunded,7497.68
RTRN001912,ORDR029791,,2024-10-22,Damaged product,Rejected,13799.17
RTRN001913,ORDR029820,,2024-10-27,Size issue,Refunded,1476.63
RTRN001914,ORDR029827,,2024-11-12,Product not as described,Refunded,22764.91
RTRN001915,ORDR029828,,2024-10-28,Customer changed mind,Refunded,6685.68
RTRN001916,ORDR029832,,2024-10-24,Quality issue,Refunded,167.05
RTRN001917,ORDR029846,,2024-11-07,Quality issue,Rejected,428.66
RTRN001918,ORDR029875,,2024-11-04,Damaged product,Rejected,1526.52
RTRN001919,ORDR029907,,2024-10-28,Product not as described,Refunded,7638.94
RTRN001920,ORDR029939,,2024-11-01,Customer changed mind,Refunded,25494.29
RTRN001921,ORDR029945,,2024-11-04,Customer changed mind,Refunded,3515.4
RTRN001922,ORDR029960,,2024-11-03,Quality issue,Refunded,2609.59
RTRN001923,ORDR029985,,2024-11-04,Size issue,Refunded,698.52
RTRN001924,ORDR029998,,2024-10-24,Quality issue,Refunded,14298.89
RTRN001925,ORDR030004,,2024-11-03,Quality issue,Refunded,18120.35
RTRN001926,ORDR030037,,2024-11-03,Product not as described,Refunded,8740.5
RTRN001927,ORDR030048,,2024-11-05,Damaged product,Refunded,8935.01
RTRN001928,ORDR030070,,2024-10-30,Customer changed mind,Rejected,15346.16
RTRN001929,ORDR030093,,2024-11-03,Product not as described,Refunded,14792.75
RTRN001930,ORDR030101,,2024-10-25,Product not as described,Refunded,1100.38
RTRN001931,ORDR030150,,2024-10-30,Size issue,Refunded,33012.85
RTRN001932,ORDR030154,,2024-10-28,Late delivery,Refunded,8341.75
RTRN001933,ORDR030155,,2024-10-28,Customer changed mind,Refunded,2417.1
RTRN001934,ORDR030159,,2024-10-23,Size issue,Refunded,11943.07
RTRN001935,ORDR030160,,2024-11-06,Damaged product,Refunded,1715.76
RTRN001936,ORDR030207,,2024-10-31,Product not as described,Refunded,7821.13
RTRN001937,ORDR030222,,2024-11-02,Customer changed mind,Rejected,14678.13
RTRN001938,ORDR030274,,2024-10-30,Damaged product,Refunded,338.67
RTRN001939,ORDR030279,,2024-10-29,Customer changed mind,Rejected,7798.41
RTRN001940,ORDR030288,,2024-11-07,Damaged product,Rejected,4550.52
RTRN001941,ORDR030314,,2024-10-29,Wrong product,Rejected,1254.32
RTRN001942,ORDR030331,,2024-11-03,Product not as described,Refunded,297.75
RTRN001943,ORDR030344,,2024-11-03,Size issue,Refunded,583.21
RTRN001944,ORDR030356,,2024-11-03,Size issue,Rejected,2913.18
RTRN001945,ORDR030374,,2024-11-09,Customer changed mind,Refunded,19177.59
RTRN001946,ORDR030394,,2024-10-31,Wrong product,Refunded,2970.22
RTRN001947,ORDR030396,,2024-11-04,Product not as described,Refunded,1347.05
RTRN001948,ORDR030401,,2024-11-04,Quality issue,Refunded,508.24
RTRN001949,ORDR030424,,2024-10-26,Late delivery,Refunded,991.52
RTRN001950,ORDR030447,,2024-11-09,Size issue,Refunded,6409.36
RTRN001951,ORDR030484,,2024-11-04,Damaged product,Refunded,19341.83
RTRN001952,ORDR030485,,2024-11-08,Wrong product,Refunded,19038.7
RTRN001953,ORDR030491,,2024-10-30,Damaged product,Rejected,13980.58
RTRN001954,ORDR030497,,2024-11-01,Wrong product,Refunded,1187.17
RTRN001955,ORDR030506,,2024-11-02,Wrong product,Rejected,1064.54
RTRN001956,ORDR030511,,2024-11-08,Damaged product,Refunded,18244.68
RTRN001957,ORDR030525,,2024-11-10,Late delivery,Refunded,518.8
RTRN001958,ORDR030530,,2024-10-30,Product not as described,Refunded,6359.84
RTRN001959,ORDR030543,,2024-11-01,Product not as described,Refunded,28645.16
RTRN001960,ORDR030549,,2024-11-05,Quality issue,Refunded,1888.43
RTRN001961,ORDR030560,,2024-10-31,Customer changed mind,Rejected,41686.15
RTRN001962,ORDR030563,,2024-10-28,Customer changed mind,Refunded,678.02
RTRN001963,ORDR030590,,2024-11-12,Customer changed mind,Rejected,11609.06
RTRN001964,ORDR030591,,2024-11-11,Size issue,Refunded,490.8
RTRN001965,ORDR030602,,2024-11-03,Wrong product,Refunded,1056.38
RTRN001966,ORDR030621,,2024-11-08,Wrong product,Refunded,15893.83
RTRN001967,ORDR030662,,2024-11-07,Quality issue,Refunded,4051.86
RTRN001968,ORDR030682,,2024-11-05,Damaged product,Rejected,4578.91
RTRN001969,ORDR030705,,2024-11-02,Quality issue,Refunded,1854.24
RTRN001970,ORDR030713,,2024-11-09,Size issue,Refunded,8615.21
RTRN001971,ORDR030735,,2024-10-30,Product not as described,Refunded,4002.52
RTRN001972,ORDR030757,,2024-11-08,Wrong product,Refunded,151.73
RTRN001973,ORDR030759,,2024-11-01,Damaged product,Rejected,32.41
RTRN001974,ORDR030780,,2024-11-05,Damaged product,Refunded,9718.19
RTRN001975,ORDR030792,,2024-10-30,Customer changed mind,Refunded,1717.49
RTRN001976,ORDR030799,,2024-11-12,Customer changed mind,Rejected,952.63
RTRN001977,ORDR030805,,2024-11-02,Product not as described,Refunded,260.09
RTRN001978,ORDR030806,,2024-11-04,Quality issue,Refunded,7635.62
RTRN001979,ORDR030836,,2024-10-29,Size issue,Rejected,9111.78
RTRN001980,ORDR030849,,2024-11-11,Quality issue,Refunded,15615.42
RTRN001981,ORDR030850,,2024-11-04,Damaged product,Refunded,431.35
RTRN001982,ORDR030852,,2024-11-01,Wrong product,Refunded,1259.45
RTRN001983,ORDR030867,,2024-11-06,Damaged product,Refunded,1976.53
RTRN001984,ORDR030882,,2024-11-05,Size issue,Refunded,4244.41
RTRN001985,ORDR030892,,2024-11-10,Quality issue,Refunded,1425.65
RTRN001986,ORDR030898,,2024-10-30,Size issue,Rejected,3282.79
RTRN001987,ORDR030905,,2024-11-08,Quality issue,Refunded,10199.17
RTRN001988,ORDR030941,,2024-11-07,Damaged product,Rejected,74596.99
RTRN001989,ORDR030979,,2024-10-30,Damaged product,Refunded,55978.8
RTRN001990,ORDR030988,,2024-11-05,Product not as described,Refunded,423.69
RTRN001991,ORDR030992,,2024-11-07,Customer changed mind,Refunded,3292.98
RTRN001992,ORDR030995,,2024-11-05,Damaged product,Refunded,11905.61
RTRN001993,ORDR031008,,2024-11-03,Wrong product,Refunded,9868.68
RTRN001994,ORDR031053,,2024-10-30,Damaged product,Refunded,3324.57
RTRN001995,ORDR031063,,2024-10-31,Quality issue,Refunded,397.07
RTRN001996,ORDR031098,,2024-11-12,Quality issue,Refunded,2522.19
RTRN001997,ORDR031102,,2024-11-15,Customer changed mind,Refunded,2211.81
RTRN001998,ORDR031124,,2024-11-05,Size issue,Refunded,3309.55
RTRN001999,ORDR031127,,2024-11-02,Size issue,Refunded,8510.3
RTRN002000,ORDR031129,,2024-10-30,Size issue,Rejected,646.71
RTRN002001,ORDR031145,,2024-11-01,Product not as described,Refunded,263.78
RTRN002002,ORDR031169,,2024-11-04,Product not as described,Rejected,2112.31
RTRN002003,ORDR031175,,2024-11-13,Product not as described,Refunded,11808.78
RTRN002004,ORDR031181,,2024-11-08,Wrong product,Refunded,7239.9
RTRN002005,ORDR031194,,2024-11-09,Size issue,Rejected,6739.15
RTRN002006,ORDR031199,,2024-11-08,Quality issue,Rejected,764.32
RTRN002007,ORDR031234,,2024-11-11,Damaged product,Refunded,30678.9
RTRN002008,ORDR031236,,2024-11-03,Customer changed mind,Refunded,1559.94
RTRN002009,ORDR031259,,2024-11-07,Customer changed mind,Refunded,1363.51
RTRN002010,ORDR031264,,2024-11-08,Damaged product,Refunded,211.6
RTRN002011,ORDR031268,,2024-11-08,Customer changed mind,Refunded,4530.18
RTRN002012,ORDR031269,,2024-11-08,Product not as described,Refunded,259.82
RTRN002013,ORDR031275,,2024-11-01,Customer changed mind,Rejected,3300.25
RTRN002014,ORDR031282,,2024-11-11,Size issue,Refunded,369.49
RTRN002015,ORDR031298,,2024-11-06,Customer changed mind,Refunded,1612.91
RTRN002016,ORDR031305,,2024-11-11,Wrong product,Refunded,296.35
RTRN002017,ORDR031325,,2024-11-07,Damaged product,Refunded,4355.79
RTRN002018,ORDR031337,,2024-11-15,Size issue,Rejected,2624.42
RTRN002019,ORDR031342,,2024-11-09,Customer changed mind,Refunded,23614.06
RTRN002020,ORDR031352,,2024-10-31,Quality issue,Rejected,1626.83
RTRN002021,ORDR031403,,2024-11-07,Product not as described,Refunded,38673.22
RTRN002022,ORDR031409,,2024-11-11,Quality issue,Rejected,2801.64
RTRN002023,ORDR031422,,2024-11-08,Product not as described,Refunded,456.47
RTRN002024,ORDR031480,,2024-11-01,Damaged product,Rejected,12065.38
RTRN002025,ORDR031483,,2024-11-07,Quality issue,Rejected,9773.75
RTRN002026,ORDR031488,,2024-11-12,Wrong product,Refunded,11403.4
RTRN002027,ORDR031492,,2024-11-10,Quality issue,Rejected,653.95
RTRN002028,ORDR031500,,2024-11-04,Quality issue,Refunded,7400.39
RTRN002029,ORDR031513,,2024-11-10,Product not as described,Rejected,9782.04
RTRN002030,ORDR031533,,2024-11-11,Wrong product,Rejected,8881.52
RTRN002031,ORDR031634,,2024-11-05,Quality issue,Refunded,1486.65
RTRN002032,ORDR031670,,2024-11-05,Product not as described,Refunded,1513.44
RTRN002033,ORDR031674,,2024-11-06,Late delivery,Refunded,499.59
RTRN002034,ORDR031706,,2024-11-03,Quality issue,Refunded,3122.7
RTRN002035,ORDR031763,,2024-11-03,Wrong product,Refunded,7211.76
RTRN002036,ORDR031777,,2024-11-02,Damaged product,Rejected,1421.93
RTRN002037,ORDR031792,,2024-11-13,Quality issue,Refunded,7968.59
RTRN002038,ORDR031794,,2024-11-18,Damaged product,Refunded,2048.35
RTRN002039,ORDR031804,,2024-11-13,Customer changed mind,Refunded,6426.98
RTRN002040,ORDR031808,,2024-11-11,Damaged product,Refunded,5288.12
RTRN002041,ORDR031833,,2024-11-12,Customer changed mind,Refunded,24268.32
RTRN002042,ORDR031839,,2024-11-21,Quality issue,Rejected,5229.38
RTRN002043,ORDR031859,,2024-11-10,Size issue,Refunded,3626.99
RTRN002044,ORDR031875,,2024-11-08,Size issue,Refunded,6314.24
RTRN002045,ORDR031879,,2024-11-05,Quality issue,Refunded,1644.56
RTRN002046,ORDR031893,,2024-11-03,Quality issue,Refunded,11644.62
RTRN002047,ORDR031899,,2024-11-13,Quality issue,Refunded,12229.95
RTRN002048,ORDR031948,,2024-11-11,Size issue,Refunded,1878.36
RTRN002049,ORDR031950,,2024-11-14,Quality issue,Rejected,1081.52
RTRN002050,ORDR031967,,2024-11-12,Size issue,Refunded,7499.16
RTRN002051,ORDR031972,,2024-11-12,Customer changed mind,Refunded,1050.78
RTRN002052,ORDR031983,,2024-11-11,Customer changed mind,Refunded,631.71
RTRN002053,ORDR031995,,2024-11-10,Size issue,Refunded,9000.35
RTRN002054,ORDR032004,,2024-11-07,Size issue,Rejected,1749.05
RTRN002055,ORDR032024,,2024-11-17,Product not as described,Refunded,1312.48
RTRN002056,ORDR032034,,2024-11-06,Product not as described,Refunded,2293.96
RTRN002057,ORDR032036,,2024-11-18,Customer changed mind,Rejected,7710.34
RTRN002058,ORDR032039,,2024-11-16,Customer changed mind,Refunded,172.2
RTRN002059,ORDR032042,,2024-11-11,Quality issue,Refunded,16353.23
RTRN002060,ORDR032045,,2024-11-04,Damaged product,Refunded,10600.56
RTRN002061,ORDR032066,,2024-11-17,Wrong product,Rejected,226.1
RTRN002062,ORDR032074,,2024-11-15,Damaged product,Refunded,4390.75
RTRN002063,ORDR032078,,2024-11-11,Customer changed mind,Refunded,2889.93
RTRN002064,ORDR032082,,2024-11-13,Customer changed mind,Refunded,7463.02
RTRN002065,ORDR032090,,2024-11-17,Damaged product,Rejected,21806.62
RTRN002066,ORDR032096,,2024-11-08,Customer changed mind,Rejected,173.32
RTRN002067,ORDR032107,,2024-11-22,Product not as described,Refunded,291.76
RTRN002068,ORDR032134,,2024-11-13,Wrong product,Rejected,682.68
RTRN002069,ORDR032136,,2024-11-20,Customer changed mind,Refunded,725.24
RTRN002070,ORDR032139,,2024-11-04,Product not as described,Rejected,4167.64
RTRN002071,ORDR032140,,2024-11-21,Wrong product,Refunded,1244.81
RTRN002072,ORDR032174,,2024-11-14,Size issue,Refunded,5585.07
RTRN002073,ORDR032188,,2024-11-06,Customer changed mind,Refunded,13497.97
RTRN002074,ORDR032192,,2024-11-10,Late delivery,Refunded,6201.47
RTRN002075,ORDR032193,,2024-11-15,Customer changed mind,Refunded,1430.13
RTRN002076,ORDR032213,,2024-11-16,Product not as described,Refunded,3200.07
RTRN002077,ORDR032249,,2024-11-10,Quality issue,Refunded,594.23
RTRN002078,ORDR032281,,2024-11-20,Wrong product,Refunded,867.26
RTRN002079,ORDR032286,,2024-11-14,Quality issue,Refunded,14001.55
RTRN002080,ORDR032287,,2024-11-07,Customer changed mind,Refunded,3995.42
RTRN002081,ORDR032306,,2024-11-08,Wrong product,Refunded,1069.17
RTRN002082,ORDR032326,,2024-11-09,Damaged product,Refunded,38710.81
RTRN002083,ORDR032349,,2024-11-21,Damaged product,Rejected,751.5
RTRN002084,ORDR032362,,2024-11-13,Quality issue,Refunded,2846.76
RTRN002085,ORDR032384,,2024-11-26,Damaged product,Refunded,3191.05
RTRN002086,ORDR032409,,2024-11-17,Customer changed mind,Refunded,263.19
RTRN002087,ORDR032417,,2024-11-09,Size issue,Refunded,2436.04
RTRN002088,ORDR032427,,2024-11-15,Damaged product,Refunded,29219.12
RTRN002089,ORDR032451,,2024-11-11,Damaged product,Refunded,1152.3
RTRN002090,ORDR032456,,2024-11-14,Customer changed mind,Rejected,60639.5
RTRN002091,ORDR032520,,2024-11-14,Quality issue,Refunded,16954.81
RTRN002092,ORDR032540,,2024-11-08,Customer changed mind,Refunded,4856.06
RTRN002093,ORDR032572,,2024-11-17,Product not as described,Rejected,3460.83
RTRN002094,ORDR032602,,2024-11-13,Wrong product,Rejected,4597.52
RTRN002095,ORDR032612,,2024-11-14,Size issue,Refunded,762.02
RTRN002096,ORDR032654,,2024-11-16,Wrong product,Refunded,869.04
RTRN002097,ORDR032671,,2024-11-06,Damaged product,Refunded,948.43
RTRN002098,ORDR032687,,2024-11-13,Damaged product,Refunded,27841.58
RTRN002099,ORDR032708,,2024-11-18,Customer changed mind,Refunded,2073.78
RTRN002100,ORDR032711,,2024-11-17,Wrong product,Rejected,15267.15
RTRN002101,ORDR032723,,2024-11-16,Wrong product,Refunded,3108.61
RTRN002102,ORDR032772,,2024-11-10,Product not as described,Rejected,74590.24
RTRN002103,ORDR032795,,2024-11-09,Size issue,Rejected,6870.87
RTRN002104,ORDR032799,,2024-11-14,Wrong product,Rejected,1822.51
RTRN002105,ORDR032828,,2024-11-12,Damaged product,Refunded,6111.19
RTRN002106,ORDR032829,,2024-11-16,Late delivery,Refunded,308.54
RTRN002107,ORDR032831,,2024-11-16,Customer changed mind,Refunded,3377.99
RTRN002108,ORDR032840,,2024-11-15,Customer changed mind,Rejected,10657.14
RTRN002109,ORDR032852,,2024-11-10,Size issue,Refunded,816.9
RTRN002110,ORDR032853,,2024-11-12,Size issue,Refunded,2674.13
RTRN002111,ORDR032874,,2024-11-12,Size issue,Refunded,5463.17
RTRN002112,ORDR032883,,2024-11-16,Wrong product,Refunded,305.69
RTRN002113,ORDR032897,,2024-11-11,Customer changed mind,Refunded,1618.55
RTRN002114,ORDR032902,,2024-11-13,Damaged product,Refunded,1135.65
RTRN002115,ORDR032905,,2024-11-15,Damaged product,Refunded,50176.72
RTRN002116,ORDR032914,,2024-11-12,Customer changed mind,Rejected,4700.05
RTRN002117,ORDR032925,,2024-11-22,Product not as described,Refunded,217.92
RTRN002118,ORDR032930,,2024-11-15,Product not as described,Refunded,518.96
RTRN002119,ORDR032946,,2024-11-19,Damaged product,Refunded,5447.31
RTRN002120,ORDR032950,,2024-11-16,Quality issue,Refunded,468.16
RTRN002121,ORDR032967,,2024-11-12,Customer changed mind,Rejected,643.64
RTRN002122,ORDR032976,,2024-11-15,Quality issue,Refunded,17354.0
RTRN002123,ORDR032978,,2024-11-12,Customer changed mind,Refunded,8439.77
RTRN002124,ORDR032990,,2024-11-18,Wrong product,Rejected,5105.51
RTRN002125,ORDR032997,,2024-11-17,Product not as described,Refunded,246.49
RTRN002126,ORDR033008,,2024-11-08,Damaged product,Refunded,24848.12
RTRN002127,ORDR033017,,2024-11-18,Customer changed mind,Rejected,5870.23
RTRN002128,ORDR033025,,2024-11-18,Quality issue,Refunded,476.34
RTRN002129,ORDR033026,,2024-11-14,Customer changed mind,Refunded,17690.32
RTRN002130,ORDR033054,,2024-11-13,Product not as described,Rejected,616.08
RTRN002131,ORDR033061,,2024-11-24,Damaged product,Refunded,10404.61
RTRN002132,ORDR033066,,2024-11-26,Damaged product,Refunded,319.36
RTRN002133,ORDR033067,,2024-11-13,Customer changed mind,Refunded,2255.26
RTRN002134,ORDR033073,,2024-11-09,Product not as described,Refunded,8023.61
RTRN002135,ORDR033079,,2024-11-17,Size issue,Refunded,3591.3
RTRN002136,ORDR033103,,2024-11-12,Quality issue,Refunded,3545.76
RTRN002137,ORDR033109,,2024-11-11,Damaged product,Rejected,30156.14
RTRN002138,ORDR033137,,2024-11-09,Quality issue,Refunded,864.33
RTRN002139,ORDR033173,,2024-11-19,Wrong product,Refunded,6771.7
RTRN002140,ORDR033175,,2024-11-10,Wrong product,Rejected,1412.96
RTRN002141,ORDR033189,,2024-11-15,Product not as described,Refunded,42466.01
RTRN002142,ORDR033192,,2024-11-20,Damaged product,Refunded,4154.64
RTRN002143,ORDR033196,,2024-11-09,Quality issue,Refunded,893.61
RTRN002144,ORDR033197,,2024-11-20,Wrong product,Rejected,217.16
RTRN002145,ORDR033200,,2024-11-17,Product not as described,Rejected,688.63
RTRN002146,ORDR033203,,2024-11-24,Damaged product,Refunded,4583.17
RTRN002147,ORDR033224,,2024-11-19,Customer changed mind,Refunded,5800.55
RTRN002148,ORDR033234,,2024-11-12,Size issue,Refunded,983.92
RTRN002149,ORDR033235,,2024-11-14,Product not as described,Rejected,9996.58
RTRN002150,ORDR033256,,2024-11-14,Wrong product,Refunded,119.84
RTRN002151,ORDR033259,,2024-11-14,Product not as described,Refunded,1081.72
RTRN002152,ORDR033263,,2024-11-19,Damaged product,Refunded,202225.33
RTRN002153,ORDR033272,,2024-11-09,Damaged product,Refunded,308.69
RTRN002154,ORDR033277,,2024-11-18,Damaged product,Refunded,1447.62
RTRN002155,ORDR033310,,2024-11-20,Customer changed mind,Refunded,1168.6
RTRN002156,ORDR033337,,2024-11-14,Product not as described,Refunded,1432.55
RTRN002157,ORDR033341,,2024-11-20,Size issue,Rejected,2472.37
RTRN002158,ORDR033369,,2024-11-17,Quality issue,Refunded,864.17
RTRN002159,ORDR033371,,2024-11-08,Product not as described,Refunded,2856.89
RTRN002160,ORDR033378,,2024-11-10,Damaged product,Rejected,2127.5
RTRN002161,ORDR033453,,2024-11-12,Product not as described,Refunded,3586.78
RTRN002162,ORDR033460,,2024-11-15,Customer changed mind,Refunded,5871.26
RTRN002163,ORDR033461,,2024-11-20,Quality issue,Refunded,33946.02
RTRN002164,ORDR033470,,2024-11-11,Damaged product,Rejected,8145.27
RTRN002165,ORDR033478,,2024-11-24,Damaged product,Refunded,8971.43
RTRN002166,ORDR033490,,2024-11-16,Wrong product,Refunded,263.16
RTRN002167,ORDR033511,,2024-11-16,Product not as described,Refunded,108.89
RTRN002168,ORDR033516,,2024-11-13,Customer changed mind,Refunded,324.59
RTRN002169,ORDR033521,,2024-11-08,Quality issue,Refunded,6632.07
RTRN002170,ORDR033539,,2024-11-17,Quality issue,Refunded,256.75
RTRN002171,ORDR033540,,2024-11-17,Customer changed mind,Refunded,7117.33
RTRN002172,ORDR033542,,2024-11-22,Quality issue,Refunded,19803.7
RTRN002173,ORDR033547,,2024-11-12,Quality issue,Refunded,5472.44
RTRN002174,ORDR033565,,2024-11-09,Late delivery,Refunded,156.69
RTRN002175,ORDR033571,,2024-11-09,Quality issue,Refunded,15062.43
RTRN002176,ORDR033576,,2024-11-10,Product not as described,Refunded,7023.25
RTRN002177,ORDR033580,,2024-11-19,Quality issue,Refunded,59.35
RTRN002178,ORDR033587,,2024-11-24,Damaged product,Refunded,1736.41
RTRN002179,ORDR033607,,2024-11-28,Size issue,Refunded,3527.25
RTRN002180,ORDR033639,,2024-11-17,Size issue,Refunded,13882.76
RTRN002181,ORDR033652,,2024-11-15,Customer changed mind,Refunded,7335.45
RTRN002182,ORDR033670,,2024-11-13,Wrong product,Refunded,1374.21
RTRN002183,ORDR033681,,2024-11-11,Product not as described,Rejected,6171.3
RTRN002184,ORDR033688,,2024-11-11,Size issue,Rejected,2704.87
RTRN002185,ORDR033701,,2024-11-17,Wrong product,Refunded,733.4
RTRN002186,ORDR033705,,2024-11-20,Customer changed mind,Refunded,333.17
RTRN002187,ORDR033707,,2024-11-09,Customer changed mind,Refunded,1054.24
RTRN002188,ORDR033743,,2024-11-13,Product not as described,Rejected,1696.29
RTRN002189,ORDR033744,,2024-11-10,Quality issue,Rejected,2320.49
RTRN002190,ORDR033754,,2024-11-18,Damaged product,Rejected,15238.41
RTRN002191,ORDR033782,,2024-11-18,Product not as described,Refunded,695.04
RTRN002192,ORDR033819,,2024-11-23,Quality issue,Refunded,3465.35
RTRN002193,ORDR033826,,2024-11-06,Customer changed mind,Refunded,1596.56
RTRN002194,ORDR033849,,2024-11-09,Wrong product,Refunded,1404.77
RTRN002195,ORDR033856,,2024-11-11,Damaged product,Refunded,6271.62
RTRN002196,ORDR033874,,2024-11-17,Size issue,Refunded,6162.64
RTRN002197,ORDR033875,,2024-11-20,Customer changed mind,Refunded,1355.59
RTRN002198,ORDR033884,,2024-11-22,Damaged product,Refunded,30573.34
RTRN002199,ORDR033885,,2024-11-10,Quality issue,Refunded,20013.99
RTRN002200,ORDR033910,,2024-11-17,Damaged product,Rejected,31491.23
RTRN002201,ORDR033924,,2024-11-14,Wrong product,Refunded,20528.18
RTRN002202,ORDR033933,,2024-11-16,Damaged product,Refunded,821.12
RTRN002203,ORDR033939,,2024-11-09,Customer changed mind,Rejected,5068.57
RTRN002204,ORDR033941,,2024-11-17,Quality issue,Refunded,1564.19
RTRN002205,ORDR033951,,2024-11-21,Size issue,Refunded,385.52
RTRN002206,ORDR033984,,2024-11-12,Product not as described,Refunded,19899.42
RTRN002207,ORDR034002,,2024-11-15,Customer changed mind,Refunded,787.36
RTRN002208,ORDR034017,,2024-11-18,Damaged product,Rejected,408.77
RTRN002209,ORDR034025,,2024-11-15,Quality issue,Refunded,21303.9
RTRN002210,ORDR034052,,2024-11-23,Quality issue,Refunded,13872.81
RTRN002211,ORDR034061,,2024-11-17,Quality issue,Refunded,4789.92
RTRN002212,ORDR034069,,2024-11-13,Quality issue,Rejected,385.96
RTRN002213,ORDR034099,,2024-11-21,Size issue,Refunded,3454.81
RTRN002214,ORDR034129,,2024-11-06,Wrong product,Refunded,3168.11
RTRN002215,ORDR034133,,2024-11-10,Wrong product,Refunded,1356.77
RTRN002216,ORDR034169,,2024-11-15,Product not as described,Refunded,2427.7
RTRN002217,ORDR034170,,2024-11-16,Wrong product,Rejected,3155.86
RTRN002218,ORDR034186,,2024-11-24,Customer changed mind,Rejected,4314.98
RTRN002219,ORDR034190,,2024-11-18,Customer changed mind,Rejected,16466.85
RTRN002220,ORDR034204,,2024-11-24,Size issue,Rejected,9953.32
RTRN002221,ORDR034209,,2024-11-27,Damaged product,Refunded,46.44
RTRN002222,ORDR034215,,2024-11-13,Customer changed mind,Rejected,19711.79
RTRN002223,ORDR034219,,2024-11-14,Size issue,Refunded,679.63
RTRN002224,ORDR034227,,2024-11-13,Product not as described,Refunded,4813.17
RTRN002225,ORDR034271,,2024-11-21,Damaged product,Refunded,698.88
RTRN002226,ORDR034276,,2024-11-13,Quality issue,Refunded,74003.97
RTRN002227,ORDR034291,,2024-11-25,Product not as described,Rejected,1134.69
RTRN002228,ORDR034297,,2024-11-19,Damaged product,Refunded,56784.62
RTRN002229,ORDR034306,,2024-11-11,Wrong product,Refunded,11080.4
RTRN002230,ORDR034332,,2024-11-20,Wrong product,Refunded,4939.31
RTRN002231,ORDR034336,,2024-11-23,Damaged product,Rejected,951.02
RTRN002232,ORDR034363,,2024-11-23,Customer changed mind,Rejected,2603.26
RTRN002233,ORDR034364,,2024-11-27,Damaged product,Refunded,2411.96
RTRN002234,ORDR034369,,2024-11-18,Product not as described,Refunded,400.94
RTRN002235,ORDR034397,,2024-11-15,Customer changed mind,Refunded,2978.53
RTRN002236,ORDR034420,,2024-11-16,Size issue,Refunded,11538.12
RTRN002237,ORDR034421,,2024-11-10,Wrong product,Refunded,707.86
RTRN002238,ORDR034431,,2024-11-22,Customer changed mind,Refunded,10174.21
RTRN002239,ORDR034437,,2024-11-25,Customer changed mind,Refunded,3961.27
RTRN002240,ORDR034442,,2024-11-19,Late delivery,Refunded,1232.04
RTRN002241,ORDR034448,,2024-11-16,Product not as described,Refunded,1158.82
RTRN002242,ORDR034451,,2024-11-18,Damaged product,Refunded,32045.86
RTRN002243,ORDR034466,,2024-11-16,Wrong product,Rejected,127.44
RTRN002244,ORDR034484,,2024-11-23,Customer changed mind,Refunded,342.54
RTRN002245,ORDR034485,,2024-11-16,Wrong product,Refunded,1293.53
RTRN002246,ORDR034488,,2024-11-23,Quality issue,Refunded,1558.72
RTRN002247,ORDR034489,,2024-11-10,Quality issue,Refunded,181.67
