payment_id,order_id,payment_method,payment_status,payment_amount,payment_date
PYMT012336,ORDR012336,UPI,Pending,128.63,
PYMT012337,ORDR012337,UPI,Success,3625.46,2024-05-15
PYMT012338,ORDR012338,UPI,Success,856.24,2024-05-15
PYMT012339,ORDR012339,Wallet,Success,646.14,2024-05-15
PYMT012340,ORDR012340,COD,Success,2706.19,2024-05-20
PYMT012341,ORDR012341,COD,Success,18035.86,2024-05-24
PYMT012342,ORDR012342,Credit Card,Success,8590.67,2024-05-15
PYMT012343,ORDR012343,Credit Card,Success,18437.41,2024-05-15
PYMT012344,ORDR012344,Debit Card,Success,830.51,2024-05-15
PYMT012345,ORDR012345,UPI,Success,46373.18,2024-05-15
PYMT012346,ORDR012346,COD,Success,7732.74,2024-05-20
PYMT012347,ORDR012347,COD,Success,57624.0,2024-05-22
PYMT012348,ORDR012348,UPI,Success,3333.78,2024-05-15
PYMT012349,ORDR012349,Credit Card,Refunded,397.62,2024-05-15
PYMT012350,ORDR012350,Credit Card,Success,3523.64,2024-05-15
PYMT012351,ORDR012351,COD,Success,2847.83,2024-05-23
PYMT012352,ORDR012352,Credit Card,Success,31624.67,2024-05-15
PYMT012353,ORDR012353,UPI,Success,842.75,2024-05-15
PYMT012354,ORDR012354,UPI,Success,1332.76,2024-05-15
PYMT012355,ORDR012355,UPI,Success,2523.69,2024-05-15
PYMT012356,ORDR012356,COD,Success,177.99,2024-05-20
PYMT012357,ORDR012357,UPI,Success,2777.28,2024-05-15
PYMT012358,ORDR012358,COD,Success,12761.84,2024-05-23
PYMT012359,ORDR012359,UPI,Success,309.77,2024-05-15
PYMT012360,ORDR012360,UPI,Success,2018.14,2024-05-15
PYMT012361,ORDR012361,UPI,Success,91.64,2024-05-15
PYMT012362,ORDR012362,Credit Card,Success,5623.57,2024-05-15
PYMT012363,ORDR012363,UPI,Failed,0.0,
PYMT012364,ORDR012364,Debit Card,Success,20346.29,2024-05-15
PYMT012365,ORDR012365,UPI,Success,165.6,2024-05-15
PYMT012366,ORDR012366,UPI,Success,1172.7,2024-05-15
PYMT012367,ORDR012367,COD,Success,329.82,2024-05-23
PYMT012368,ORDR012368,Wallet,Success,10280.19,2024-05-15
PYMT012369,ORDR012369,UPI,Success,1174.31,2024-05-15
PYMT012370,ORDR012370,Credit Card,Success,3657.61,2024-05-15
PYMT012371,ORDR012371,UPI,Success,10918.42,2024-05-15
PYMT012372,ORDR012372,Credit Card,Success,11187.88,2024-05-15
PYMT012373,ORDR012373,Debit Card,Success,635.76,2024-05-15
PYMT012374,ORDR012374,Credit Card,Success,3905.59,2024-05-15
PYMT012375,ORDR012375,UPI,Success,6642.69,2024-05-15
PYMT012376,ORDR012376,UPI,Success,165.9,2024-05-15
PYMT012377,ORDR012377,UPI,Success,414.85,2024-05-16
PYMT012378,ORDR012378,COD,Pending,2391.48,
PYMT012379,ORDR012379,UPI,Success,5035.02,2024-05-16
PYMT012380,ORDR012380,UPI,Success,24482.25,2024-05-16
PYMT012381,ORDR012381,Wallet,Success,18738.78,2024-05-16
PYMT012382,ORDR012382,COD,Success,184.88,2024-05-18
PYMT012383,ORDR012383,COD,Success,4682.56,2024-05-22
PYMT012384,ORDR012384,UPI,Success,455.73,2024-05-16
PYMT012385,ORDR012385,Debit Card,Success,25938.34,2024-05-16
PYMT012386,ORDR012386,UPI,Success,2869.76,2024-05-16
PYMT012387,ORDR012387,Credit Card,Success,921.29,2024-05-16
PYMT012388,ORDR012388,COD,Success,61028.3,2024-05-18
PYMT012389,ORDR012389,Wallet,Success,18629.09,2024-05-16
PYMT012390,ORDR012390,COD,Success,380.61,2024-05-22
PYMT012391,ORDR012391,COD,Success,684.27,2024-05-20
PYMT012392,ORDR012392,COD,Success,2626.17,2024-05-25
PYMT012393,ORDR012393,Net Banking,Success,180.08,2024-05-16
PYMT012394,ORDR012394,Wallet,Success,1750.37,2024-05-16
PYMT012395,ORDR012395,UPI,Success,1137.19,2024-05-16
PYMT012396,ORDR012396,UPI,Success,1946.64,2024-05-16
PYMT012397,ORDR012397,Debit Card,Success,22744.88,2024-05-16
PYMT012398,ORDR012398,Wallet,Success,31020.83,2024-05-16
PYMT012399,ORDR012399,Credit Card,Success,33788.24,2024-05-16
PYMT012400,ORDR012400,COD,Success,864.43,2024-05-22
PYMT012401,ORDR012401,UPI,Success,2923.24,2024-05-16
PYMT012402,ORDR012402,UPI,Success,3384.0,2024-05-16
PYMT012403,ORDR012403,Credit Card,Success,603.34,2024-05-16
PYMT012404,ORDR012404,Credit Card,Success,2481.78,2024-05-16
PYMT012405,ORDR012405,COD,Success,1978.93,2024-05-23
PYMT012406,ORDR012406,Debit Card,Success,18210.31,2024-05-16
PYMT012407,ORDR012407,UPI,Success,5686.29,2024-05-16
PYMT012408,ORDR012408,UPI,Success,11514.09,2024-05-16
PYMT012409,ORDR012409,UPI,Success,4843.58,2024-05-16
PYMT012410,ORDR012410,COD,Success,1243.04,2024-05-23
PYMT012411,ORDR012411,COD,Failed,0.0,
PYMT012412,ORDR012412,COD,Success,3449.13,2024-05-24
PYMT012413,ORDR012413,COD,Success,6343.45,2024-05-21
PYMT012414,ORDR012414,UPI,Success,2865.44,2024-05-16
PYMT012415,ORDR012415,COD,Success,8651.82,2024-05-25
PYMT012416,ORDR012416,UPI,Success,470.21,2024-05-16
PYMT012417,ORDR012417,COD,Success,9460.65,2024-05-21
PYMT012418,ORDR012418,COD,Success,224.62,2024-05-18
PYMT012419,ORDR012419,UPI,Success,5152.18,2024-05-16
PYMT012420,ORDR012420,UPI,Success,50746.88,2024-05-16
PYMT012421,ORDR012421,UPI,Success,1381.18,2024-05-16
PYMT012422,ORDR012422,Credit Card,Success,13484.66,2024-05-16
PYMT012423,ORDR012423,Credit Card,Success,2029.86,2024-05-16
PYMT012424,ORDR012424,Credit Card,Success,2209.73,2024-05-16
PYMT012425,ORDR012425,COD,Success,4518.0,2024-05-20
PYMT012426,ORDR012426,Credit Card,Success,158.66,2024-05-16
PYMT012427,ORDR012427,UPI,Success,4020.21,2024-05-16
PYMT012428,ORDR012428,UPI,Pending,6205.83,
PYMT012429,ORDR012429,Wallet,Success,225.48,2024-05-16
PYMT012430,ORDR012430,COD,Success,1386.35,2024-05-23
PYMT012431,ORDR012431,UPI,Refunded,557.45,2024-05-16
PYMT012432,ORDR012432,UPI,Success,1116.75,2024-05-16
PYMT012433,ORDR012433,Credit Card,Success,88.93,2024-05-16
PYMT012434,ORDR012434,Credit Card,Success,200.09,2024-05-16
PYMT012435,ORDR012435,COD,Success,222.72,2024-05-22
PYMT012436,ORDR012436,UPI,Success,1034.85,2024-05-16
PYMT012437,ORDR012437,UPI,Success,11766.12,2024-05-16
PYMT012438,ORDR012438,COD,Success,17856.13,2024-05-22
PYMT012439,ORDR012439,UPI,Success,1604.85,2024-05-16
PYMT012440,ORDR012440,UPI,Success,11148.83,2024-05-16
PYMT012441,ORDR012441,UPI,Success,2760.17,2024-05-16
PYMT012442,ORDR012442,UPI,Success,3960.69,2024-05-16
PYMT012443,ORDR012443,Debit Card,Success,14315.13,2024-05-16
PYMT012444,ORDR012444,COD,Success,2252.83,2024-05-25
PYMT012445,ORDR012445,Debit Card,Success,12276.55,2024-05-16
PYMT012446,ORDR012446,Net Banking,Success,1168.12,2024-05-16
PYMT012447,ORDR012447,Debit Card,Success,2887.56,2024-05-16
PYMT012448,ORDR012448,COD,Pending,22665.0,
PYMT012449,ORDR012449,UPI,Success,1426.51,2024-05-16
PYMT012450,ORDR012450,Net Banking,Success,1559.84,2024-05-16
PYMT012451,ORDR012451,Debit Card,Success,8416.91,2024-05-16
PYMT012452,ORDR012452,Debit Card,Success,13019.65,2024-05-16
PYMT012453,ORDR012453,Wallet,Success,697.42,2024-05-16
PYMT012454,ORDR012454,UPI,Success,2086.9,2024-05-16
PYMT012455,ORDR012455,UPI,Refunded,2585.64,2024-05-16
PYMT012456,ORDR012456,Credit Card,Success,897.99,2024-05-16
PYMT012457,ORDR012457,Debit Card,Success,4226.59,2024-05-16
PYMT012458,ORDR012458,COD,Success,786.45,2024-05-21
PYMT012459,ORDR012459,UPI,Success,6773.22,2024-05-16
PYMT012460,ORDR012460,Net Banking,Success,2376.36,2024-05-16
PYMT012461,ORDR012461,UPI,Success,21633.03,2024-05-16
PYMT012462,ORDR012462,COD,Success,4565.36,2024-05-21
PYMT012463,ORDR012463,Credit Card,Success,1237.93,2024-05-16
PYMT012464,ORDR012464,UPI,Success,13352.07,2024-05-16
PYMT012465,ORDR012465,COD,Success,2630.3,2024-05-22
PYMT012466,ORDR012466,Credit Card,Success,489.27,2024-05-16
PYMT012467,ORDR012467,COD,Success,61172.14,2024-05-25
PYMT012468,ORDR012468,COD,Success,9678.8,2024-05-25
PYMT012469,ORDR012469,UPI,Success,602.42,2024-05-16
PYMT012470,ORDR012470,Net Banking,Success,9214.06,2024-05-16
PYMT012471,ORDR012471,UPI,Success,10084.88,2024-05-16
PYMT012472,ORDR012472,UPI,Success,161.0,2024-05-16
PYMT012473,ORDR012473,UPI,Success,475.01,2024-05-16
PYMT012474,ORDR012474,UPI,Success,304.32,2024-05-16
PYMT012475,ORDR012475,UPI,Success,2432.18,2024-05-16
PYMT012476,ORDR012476,UPI,Success,10152.18,2024-05-16
PYMT012477,ORDR012477,Credit Card,Success,8677.1,2024-05-16
PYMT012478,ORDR012478,COD,Success,1761.72,2024-05-21
PYMT012479,ORDR012479,COD,Success,289.51,2024-05-24
PYMT012480,ORDR012480,UPI,Success,144.32,2024-05-16
PYMT012481,ORDR012481,Wallet,Success,1632.38,2024-05-16
PYMT012482,ORDR012482,COD,Success,11089.13,2024-05-23
PYMT012483,ORDR012483,Debit Card,Success,19779.77,2024-05-16
PYMT012484,ORDR012484,COD,Success,1679.34,2024-05-24
PYMT012485,ORDR012485,COD,Success,1366.8,2024-05-22
PYMT012486,ORDR012486,COD,Success,240.08,2024-05-27
PYMT012487,ORDR012487,UPI,Success,3508.35,2024-05-16
PYMT012488,ORDR012488,Credit Card,Success,2703.15,2024-05-16
PYMT012489,ORDR012489,COD,Success,1134.74,2024-05-22
PYMT012490,ORDR012490,Credit Card,Success,18629.09,2024-05-16
PYMT012491,ORDR012491,UPI,Success,1346.51,2024-05-16
PYMT012492,ORDR012492,Wallet,Success,1978.56,2024-05-16
PYMT012493,ORDR012493,COD,Success,553.26,2024-05-25
PYMT012494,ORDR012494,UPI,Success,4784.74,2024-05-17
PYMT012495,ORDR012495,Debit Card,Success,13052.57,2024-05-17
PYMT012496,ORDR012496,UPI,Refunded,23289.99,2024-05-17
PYMT012497,ORDR012497,UPI,Success,8223.46,2024-05-17
PYMT012498,ORDR012498,COD,Success,1217.58,2024-05-23
PYMT012499,ORDR012499,UPI,Refunded,5126.33,2024-05-17
PYMT012500,ORDR012500,UPI,Success,10724.55,2024-05-17
PYMT012501,ORDR012501,Net Banking,Success,776.5,2024-05-17
PYMT012502,ORDR012502,UPI,Success,8947.07,2024-05-17
PYMT012503,ORDR012503,COD,Success,10696.15,2024-05-22
PYMT012504,ORDR012504,Credit Card,Success,704.23,2024-05-17
PYMT012505,ORDR012505,Debit Card,Success,1377.99,2024-05-17
PYMT012506,ORDR012506,UPI,Success,10686.07,2024-05-17
PYMT012507,ORDR012507,UPI,Success,1290.59,2024-05-17
PYMT012508,ORDR012508,Credit Card,Success,1864.34,2024-05-17
PYMT012509,ORDR012509,COD,Success,9969.01,2024-05-21
PYMT012510,ORDR012510,UPI,Success,15704.29,2024-05-17
PYMT012511,ORDR012511,UPI,Success,1728.14,2024-05-17
PYMT012512,ORDR012512,COD,Failed,0.0,
PYMT012513,ORDR012513,UPI,Refunded,813.86,2024-05-17
PYMT012514,ORDR012514,Wallet,Success,791.78,2024-05-17
PYMT012515,ORDR012515,UPI,Success,14549.32,2024-05-17
PYMT012516,ORDR012516,UPI,Refunded,4979.31,2024-05-17
PYMT012517,ORDR012517,COD,Success,32771.21,2024-05-25
PYMT012518,ORDR012518,COD,Success,334.38,2024-05-21
PYMT012519,ORDR012519,Debit Card,Success,13100.29,2024-05-17
PYMT012520,ORDR012520,UPI,Success,1521.41,2024-05-17
PYMT012521,ORDR012521,UPI,Success,16647.66,2024-05-17
PYMT012522,ORDR012522,UPI,Success,12528.27,2024-05-17
PYMT012523,ORDR012523,UPI,Refunded,3972.2,2024-05-17
PYMT012524,ORDR012524,UPI,Success,17975.8,2024-05-17
PYMT012525,ORDR012525,UPI,Success,4261.63,2024-05-17
PYMT012526,ORDR012526,UPI,Refunded,9808.53,2024-05-17
PYMT012527,ORDR012527,UPI,Success,2912.22,2024-05-17
PYMT012528,ORDR012528,COD,Success,3136.27,2024-05-23
PYMT012529,ORDR012529,UPI,Success,5493.67,2024-05-17
PYMT012530,ORDR012530,UPI,Success,463.81,2024-05-17
PYMT012531,ORDR012531,COD,Success,17234.74,2024-05-26
PYMT012532,ORDR012532,Credit Card,Success,12706.59,2024-05-17
PYMT012533,ORDR012533,UPI,Success,3035.39,2024-05-17
PYMT012534,ORDR012534,COD,Success,1962.27,2024-05-31
PYMT012535,ORDR012535,COD,Success,3177.49,2024-05-21
PYMT012536,ORDR012536,Debit Card,Success,346.74,2024-05-17
PYMT012537,ORDR012537,COD,Failed,0.0,
PYMT012538,ORDR012538,COD,Success,1210.9,2024-05-23
PYMT012539,ORDR012539,UPI,Success,2735.45,2024-05-17
PYMT012540,ORDR012540,UPI,Success,121.06,2024-05-17
PYMT012541,ORDR012541,UPI,Refunded,7667.6,2024-05-17
PYMT012542,ORDR012542,Credit Card,Success,2545.39,2024-05-17
PYMT012543,ORDR012543,UPI,Success,3597.44,2024-05-17
PYMT012544,ORDR012544,COD,Success,14864.86,2024-05-24
PYMT012545,ORDR012545,Credit Card,Success,2701.58,2024-05-17
PYMT012546,ORDR012546,Net Banking,Success,2424.95,2024-05-17
PYMT012547,ORDR012547,UPI,Success,2543.22,2024-05-17
PYMT012548,ORDR012548,Debit Card,Refunded,1218.22,2024-05-17
PYMT012549,ORDR012549,Debit Card,Success,3947.96,2024-05-17
PYMT012550,ORDR012550,Credit Card,Success,647.82,2024-05-17
PYMT012551,ORDR012551,Credit Card,Refunded,3253.13,2024-05-17
PYMT012552,ORDR012552,COD,Success,2134.91,2024-05-23
PYMT012553,ORDR012553,UPI,Success,2950.58,2024-05-17
PYMT012554,ORDR012554,UPI,Success,3345.22,2024-05-17
PYMT012555,ORDR012555,Debit Card,Success,1124.45,2024-05-17
PYMT012556,ORDR012556,COD,Success,12584.91,2024-05-19
PYMT012557,ORDR012557,UPI,Success,2955.27,2024-05-17
PYMT012558,ORDR012558,COD,Success,4928.44,2024-05-23
PYMT012559,ORDR012559,UPI,Success,11878.16,2024-05-17
PYMT012560,ORDR012560,UPI,Success,827.17,2024-05-17
PYMT012561,ORDR012561,UPI,Success,401.15,2024-05-17
PYMT012562,ORDR012562,COD,Success,6054.47,2024-05-21
PYMT012563,ORDR012563,Credit Card,Success,1829.2,2024-05-17
PYMT012564,ORDR012564,UPI,Pending,5472.15,
PYMT012565,ORDR012565,UPI,Success,1277.27,2024-05-17
PYMT012566,ORDR012566,Net Banking,Success,2616.32,2024-05-17
PYMT012567,ORDR012567,UPI,Success,9200.53,2024-05-17
PYMT012568,ORDR012568,Credit Card,Success,890.91,2024-05-17
PYMT012569,ORDR012569,UPI,Success,830.0,2024-05-17
PYMT012570,ORDR012570,Credit Card,Success,16691.83,2024-05-17
PYMT012571,ORDR012571,COD,Success,491.49,2024-05-26
PYMT012572,ORDR012572,Debit Card,Success,622.46,2024-05-17
PYMT012573,ORDR012573,UPI,Refunded,4685.73,2024-05-17
PYMT012574,ORDR012574,Net Banking,Success,45214.47,2024-05-17
PYMT012575,ORDR012575,UPI,Success,15478.93,2024-05-17
PYMT012576,ORDR012576,UPI,Success,3085.6,2024-05-17
PYMT012577,ORDR012577,UPI,Pending,223.37,
PYMT012578,ORDR012578,UPI,Success,1892.9,2024-05-17
PYMT012579,ORDR012579,Credit Card,Success,1148.42,2024-05-17
PYMT012580,ORDR012580,Credit Card,Success,827.38,2024-05-17
PYMT012581,ORDR012581,Credit Card,Success,14798.98,2024-05-17
PYMT012582,ORDR012582,Credit Card,Success,396.45,2024-05-17
PYMT012583,ORDR012583,Debit Card,Success,125.8,2024-05-17
PYMT012584,ORDR012584,Net Banking,Success,29282.03,2024-05-17
PYMT012585,ORDR012585,COD,Success,3762.69,2024-05-24
PYMT012586,ORDR012586,Credit Card,Success,10912.09,2024-05-17
PYMT012587,ORDR012587,Credit Card,Success,20096.6,2024-05-17
PYMT012588,ORDR012588,UPI,Refunded,248.32,2024-05-17
PYMT012589,ORDR012589,COD,Success,7264.91,2024-05-22
PYMT012590,ORDR012590,UPI,Success,39424.62,2024-05-17
PYMT012591,ORDR012591,UPI,Success,3525.37,2024-05-17
PYMT012592,ORDR012592,Credit Card,Success,50048.14,2024-05-17
PYMT012593,ORDR012593,UPI,Success,999.71,2024-05-17
PYMT012594,ORDR012594,Debit Card,Success,7874.87,2024-05-17
PYMT012595,ORDR012595,Net Banking,Success,281.72,2024-05-17
PYMT012596,ORDR012596,Debit Card,Success,6746.46,2024-05-18
PYMT012597,ORDR012597,Net Banking,Success,480.42,2024-05-18
PYMT012598,ORDR012598,COD,Success,32086.11,2024-05-21
PYMT012599,ORDR012599,UPI,Success,3166.81,2024-05-18
PYMT012600,ORDR012600,UPI,Success,427.78,2024-05-18
PYMT012601,ORDR012601,Debit Card,Success,389.09,2024-05-18
PYMT012602,ORDR012602,Debit Card,Success,2040.86,2024-05-18
PYMT012603,ORDR012603,UPI,Success,2431.44,2024-05-18
PYMT012604,ORDR012604,Credit Card,Success,9265.94,2024-05-18
PYMT012605,ORDR012605,Net Banking,Success,779.22,2024-05-18
PYMT012606,ORDR012606,COD,Success,872.46,2024-05-25
PYMT012607,ORDR012607,UPI,Success,5575.34,2024-05-18
PYMT012608,ORDR012608,UPI,Success,1963.26,2024-05-18
PYMT012609,ORDR012609,UPI,Success,11368.96,2024-05-18
PYMT012610,ORDR012610,UPI,Success,815.31,2024-05-18
PYMT012611,ORDR012611,COD,Success,3488.51,2024-05-28
PYMT012612,ORDR012612,COD,Success,373.4,2024-05-23
PYMT012613,ORDR012613,COD,Success,520.27,2024-05-24
PYMT012614,ORDR012614,COD,Success,83556.7,2024-05-20
PYMT012615,ORDR012615,Debit Card,Success,19712.64,2024-05-18
PYMT012616,ORDR012616,Credit Card,Success,1989.46,2024-05-18
PYMT012617,ORDR012617,Debit Card,Success,23046.29,2024-05-18
PYMT012618,ORDR012618,UPI,Success,2029.97,2024-05-18
PYMT012619,ORDR012619,UPI,Success,6883.13,2024-05-18
PYMT012620,ORDR012620,COD,Success,2763.02,2024-05-27
PYMT012621,ORDR012621,UPI,Success,8632.52,2024-05-18
PYMT012622,ORDR012622,Net Banking,Success,28542.8,2024-05-18
PYMT012623,ORDR012623,COD,Success,796.1,2024-05-21
PYMT012624,ORDR012624,Net Banking,Success,57974.16,2024-05-18
PYMT012625,ORDR012625,UPI,Success,879.25,2024-05-18
PYMT012626,ORDR012626,UPI,Refunded,14603.37,2024-05-18
PYMT012627,ORDR012627,UPI,Success,3427.2,2024-05-18
PYMT012628,ORDR012628,Credit Card,Success,760.6,2024-05-18
PYMT012629,ORDR012629,COD,Success,1239.16,2024-05-21
PYMT012630,ORDR012630,Net Banking,Success,1203.49,2024-05-18
PYMT012631,ORDR012631,COD,Success,12568.86,2024-05-25
PYMT012632,ORDR012632,COD,Success,8612.55,2024-05-23
PYMT012633,ORDR012633,UPI,Success,13453.08,2024-05-18
PYMT012634,ORDR012634,COD,Success,1850.87,2024-05-24
PYMT012635,ORDR012635,Wallet,Success,404.13,2024-05-18
PYMT012636,ORDR012636,Credit Card,Success,3594.65,2024-05-18
PYMT012637,ORDR012637,COD,Success,1832.43,2024-05-22
PYMT012638,ORDR012638,UPI,Success,11719.53,2024-05-18
PYMT012639,ORDR012639,Debit Card,Success,5486.88,2024-05-18
PYMT012640,ORDR012640,UPI,Success,2626.1,2024-05-18
PYMT012641,ORDR012641,UPI,Success,633.48,2024-05-18
PYMT012642,ORDR012642,Debit Card,Success,11535.46,2024-05-18
PYMT012643,ORDR012643,COD,Failed,0.0,
PYMT012644,ORDR012644,UPI,Success,21046.96,2024-05-18
PYMT012645,ORDR012645,Credit Card,Success,777.21,2024-05-18
PYMT012646,ORDR012646,Net Banking,Success,44091.82,2024-05-18
PYMT012647,ORDR012647,Debit Card,Success,50618.34,2024-05-18
PYMT012648,ORDR012648,UPI,Success,17743.03,2024-05-18
PYMT012649,ORDR012649,COD,Success,1229.14,2024-05-24
PYMT012650,ORDR012650,Credit Card,Refunded,872.89,2024-05-18
PYMT012651,ORDR012651,COD,Success,318.12,2024-05-20
PYMT012652,ORDR012652,COD,Success,2587.3,2024-05-25
PYMT012653,ORDR012653,Net Banking,Success,16306.06,2024-05-18
PYMT012654,ORDR012654,UPI,Success,423.28,2024-05-18
PYMT012655,ORDR012655,Credit Card,Success,1833.45,2024-05-18
PYMT012656,ORDR012656,Credit Card,Success,55034.13,2024-05-18
PYMT012657,ORDR012657,COD,Success,20147.22,2024-05-26
PYMT012658,ORDR012658,UPI,Success,359.4,2024-05-18
PYMT012659,ORDR012659,Debit Card,Success,2500.0,2024-05-18
PYMT012660,ORDR012660,UPI,Success,499.53,2024-05-18
PYMT012661,ORDR012661,COD,Failed,0.0,
PYMT012662,ORDR012662,Debit Card,Success,4649.89,2024-05-18
PYMT012663,ORDR012663,Debit Card,Success,10521.98,2024-05-18
PYMT012664,ORDR012664,UPI,Success,13578.33,2024-05-18
PYMT012665,ORDR012665,Debit Card,Pending,4298.63,
PYMT012666,ORDR012666,COD,Success,5567.15,2024-05-29
PYMT012667,ORDR012667,COD,Success,1370.79,2024-05-24
PYMT012668,ORDR012668,Credit Card,Success,40.32,2024-05-18
PYMT012669,ORDR012669,Debit Card,Success,2227.31,2024-05-18
PYMT012670,ORDR012670,Credit Card,Success,325.64,2024-05-18
PYMT012671,ORDR012671,COD,Success,13054.97,
PYMT012672,ORDR012672,UPI,Success,18822.04,2024-05-18
PYMT012673,ORDR012673,Net Banking,Success,7907.36,2024-05-18
PYMT012674,ORDR012674,UPI,Success,6737.41,2024-05-18
PYMT012675,ORDR012675,Credit Card,Success,51305.84,2024-05-18
PYMT012676,ORDR012676,UPI,Success,2778.36,2024-05-18
PYMT012677,ORDR012677,COD,Success,11758.45,2024-05-25
PYMT012678,ORDR012678,UPI,Success,2544.12,2024-05-18
PYMT012679,ORDR012679,Debit Card,Success,22135.13,2024-05-18
PYMT012680,ORDR012680,UPI,Success,6582.2,2024-05-18
PYMT012681,ORDR012681,COD,Success,19992.73,2024-05-24
PYMT012682,ORDR012682,COD,Success,20067.69,2024-05-25
PYMT012683,ORDR012683,Debit Card,Success,832.23,2024-05-18
PYMT012684,ORDR012684,UPI,Pending,2693.65,
PYMT012685,ORDR012685,COD,Success,88171.49,2024-05-21
PYMT012686,ORDR012686,COD,Success,1374.57,2024-05-24
PYMT012687,ORDR012687,UPI,Success,1086.84,2024-05-18
PYMT012688,ORDR012688,UPI,Success,352.32,2024-05-18
PYMT012689,ORDR012689,COD,Success,12098.88,2024-05-19
PYMT012690,ORDR012690,COD,Success,696.15,2024-05-24
PYMT012691,ORDR012691,Wallet,Success,512.49,2024-05-18
PYMT012692,ORDR012692,COD,Success,7030.4,2024-05-21
PYMT012693,ORDR012693,UPI,Success,902.41,2024-05-18
PYMT012694,ORDR012694,Credit Card,Success,672.95,2024-05-18
PYMT012695,ORDR012695,UPI,Success,639.44,2024-05-18
PYMT012696,ORDR012696,UPI,Success,2961.44,2024-05-18
PYMT012697,ORDR012697,Credit Card,Success,6377.32,2024-05-18
PYMT012698,ORDR012698,UPI,Success,42563.3,2024-05-18
PYMT012699,ORDR012699,UPI,Refunded,41709.73,2024-05-18
PYMT012700,ORDR012700,COD,Success,3337.28,2024-05-24
PYMT012701,ORDR012701,UPI,Success,286.59,2024-05-18
PYMT012702,ORDR012702,UPI,Success,2851.55,2024-05-18
PYMT012703,ORDR012703,Debit Card,Success,4012.55,2024-05-18
PYMT012704,ORDR012704,UPI,Success,26554.93,2024-05-18
PYMT012705,ORDR012705,UPI,Success,14448.45,2024-05-18
PYMT012706,ORDR012706,UPI,Success,4366.56,2024-05-18
PYMT012707,ORDR012707,COD,Success,15801.97,2024-05-23
PYMT012708,ORDR012708,UPI,Success,2183.95,2024-05-18
PYMT012709,ORDR012709,Credit Card,Success,12700.89,2024-05-18
PYMT012710,ORDR012710,UPI,Success,2760.64,2024-05-18
PYMT012711,ORDR012711,UPI,Success,44922.54,2024-05-18
PYMT012712,ORDR012712,COD,Success,4795.49,2024-05-23
PYMT012713,ORDR012713,UPI,Success,2988.28,2024-05-18
PYMT012714,ORDR012714,COD,Success,343.02,2024-05-24
PYMT012715,ORDR012715,Net Banking,Success,268.76,2024-05-18
PYMT012716,ORDR012716,UPI,Success,3103.2,2024-05-18
PYMT012717,ORDR012717,UPI,Success,2826.63,2024-05-18
PYMT012718,ORDR012718,Wallet,Success,908.96,2024-05-18
PYMT012719,ORDR012719,COD,Success,27613.4,2024-05-31
PYMT012720,ORDR012720,COD,Success,31459.51,2024-05-21
PYMT012721,ORDR012721,Credit Card,Success,1870.34,2024-05-18
PYMT012722,ORDR012722,UPI,Success,10885.22,2024-05-18
PYMT012723,ORDR012723,COD,Success,1473.02,2024-05-29
PYMT012724,ORDR012724,Credit Card,Success,622.17,2024-05-18
PYMT012725,ORDR012725,Debit Card,Success,2572.24,2024-05-18
PYMT012726,ORDR012726,Debit Card,Success,16988.56,2024-05-18
PYMT012727,ORDR012727,UPI,Success,1197.87,2024-05-18
PYMT012728,ORDR012728,COD,Success,56603.8,2024-05-25
PYMT012729,ORDR012729,Net Banking,Success,5021.28,2024-05-18
PYMT012730,ORDR012730,Credit Card,Success,4954.68,2024-05-18
PYMT012731,ORDR012731,Debit Card,Pending,1170.17,
PYMT012732,ORDR012732,Wallet,Success,212.81,2024-05-18
PYMT012733,ORDR012733,Debit Card,Refunded,13164.3,2024-05-18
PYMT012734,ORDR012734,Credit Card,Refunded,2628.38,2024-05-18
PYMT012735,ORDR012735,COD,Success,16923.5,2024-05-22
PYMT012736,ORDR012736,Wallet,Success,1523.06,2024-05-18
PYMT012737,ORDR012737,COD,Success,1044.3,2024-05-24
PYMT012738,ORDR012738,Credit Card,Success,1894.32,2024-05-18
PYMT012739,ORDR012739,UPI,Success,11952.27,2024-05-18
PYMT012740,ORDR012740,COD,Success,2846.03,2024-05-28
PYMT012741,ORDR012741,Wallet,Success,436.27,2024-05-18
PYMT012742,ORDR012742,UPI,Refunded,129.56,2024-05-18
PYMT012743,ORDR012743,COD,Success,769.2,2024-05-30
PYMT012744,ORDR012744,Debit Card,Success,57613.13,2024-05-18
PYMT012745,ORDR012745,COD,Pending,19400.03,
PYMT012746,ORDR012746,UPI,Success,15294.61,2024-05-18
PYMT012747,ORDR012747,Credit Card,Success,12725.01,2024-05-18
PYMT012748,ORDR012748,Debit Card,Success,531.01,2024-05-18
PYMT012749,ORDR012749,COD,Success,25.36,2024-05-22
PYMT012750,ORDR012750,UPI,Success,881.72,2024-05-18
PYMT012751,ORDR012751,UPI,Success,7008.01,2024-05-18
PYMT012752,ORDR012752,UPI,Success,8281.67,2024-05-18
PYMT012753,ORDR012753,Credit Card,Success,143.62,2024-05-18
PYMT012754,ORDR012754,COD,Success,5658.21,2024-05-23
PYMT012755,ORDR012755,Wallet,Success,1576.73,2024-05-19
PYMT012756,ORDR012756,UPI,Failed,0.0,
PYMT012757,ORDR012757,UPI,Success,23757.95,2024-05-19
PYMT012758,ORDR012758,COD,Success,2351.1,2024-05-28
